source_file,design_id,stage,family,replicate,spec_json,corrected_information,conditional_information,permutation_mean,value_of_information,adaptive_gain,final_mean_fitness,identity_exact,state_hash,trajectory_hash
results/phase6_generality/stage_a_replicates.csv,A_high_0,A,,0,"{""b_ratio"": 2.5, ""bias"": 3.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.9040017352340485, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.272522667871638, ""sigma_ratio"": 1.0604355565596983, ""stride"": 1, ""temperature"": 1.2}",0.2633657904913612,0.4768494042932574,0.2134836138018961,17.234544270833332,1.848776041666664,25.39375,True,fe63617018a2ad1f0f79e06ad80798b5d9d46deb018d1f78c5ccc681197e3a10,3979c0f6c0d8d5ca2f0af5da99aa7dc710ded77a583ed5607dfe5f7dba2fef18
results/phase6_generality/stage_a_replicates.csv,A_high_0,A,,1,"{""b_ratio"": 2.5, ""bias"": 3.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.9040017352340485, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.272522667871638, ""sigma_ratio"": 1.0604355565596983, ""stride"": 1, ""temperature"": 1.2}",0.2645798106025144,0.4742944700574121,0.2097146594548977,15.492775607638889,1.0546875,24.603125,True,e5c95206c2697a05b2452d0f3c67ded50034f3482fab08fa6d56e49ea6eefc23,5c2f62141756011867b28239b9423e6b4084af364d8723f1b1541d101932740b
results/phase6_generality/stage_a_replicates.csv,A_high_0,A,,2,"{""b_ratio"": 2.5, ""bias"": 3.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.9040017352340485, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.272522667871638, ""sigma_ratio"": 1.0604355565596983, ""stride"": 1, ""temperature"": 1.2}",0.2683530566424005,0.4965046320531671,0.2281515754107665,16.132109375000002,1.1129166666666706,23.7171875,True,ad1f31529627c7ea210182238b4b92190f1c538550eb41ccbd30b3bc1f34a57c,a866c5981eef3592021602a60742a45fc1f6459347f87f4ca85a26cbd2e21472
results/phase6_generality/stage_a_replicates.csv,A_high_0,A,,3,"{""b_ratio"": 2.5, ""bias"": 3.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.9040017352340485, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.272522667871638, ""sigma_ratio"": 1.0604355565596983, ""stride"": 1, ""temperature"": 1.2}",0.2618091947893007,0.4737003161339306,0.2118911213446298,17.511690538194443,2.5038020833333263,26.01328125,True,6ee215e22227c5999aed06711bcffa449b4deb88c7bd6ec27ec1bc6adeef764f,d89405073d1c5ca18fc136aa2e07dccec6cadf0b3aaa9d95cef9be0a3c3c39f0
results/phase6_generality/stage_a_replicates.csv,A_high_1,A,,0,"{""b_ratio"": 2.5, ""bias"": 3.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.7679481755549072, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.8417708762874557, ""sigma_ratio"": 0.7014757302395465, ""stride"": 1, ""temperature"": 1.2}",0.1006389372912721,0.3467310337579062,0.246092096466634,7.322315538194442,0.287604166666668,15.9015625,True,d685804e7555943f35a0e5293b6dc8afd8848bf5b5e40b6fd61ac41e92a2f9d4,4893981491cfa659865942ccd3f3b779a859520e24db0a1c82034300b32ac243
results/phase6_generality/stage_a_replicates.csv,A_high_1,A,,1,"{""b_ratio"": 2.5, ""bias"": 3.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.7679481755549072, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.8417708762874557, ""sigma_ratio"": 0.7014757302395465, ""stride"": 1, ""temperature"": 1.2}",0.0942260980618465,0.3483686663091607,0.2541425682473142,7.268309461805553,-0.0038541666666631,15.2984375,True,eda78a4e91b07e7820aeec5cb5d4188b9cb31c78b5e12cdd2723a83a388e46f1,908db5ba4db71c9655854657792c85ac0cb050a7ac5c6d88cfffc7767d133b62
results/phase6_generality/stage_a_replicates.csv,A_high_1,A,,2,"{""b_ratio"": 2.5, ""bias"": 3.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.7679481755549072, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.8417708762874557, ""sigma_ratio"": 0.7014757302395465, ""stride"": 1, ""temperature"": 1.2}",0.1001872578063887,0.3535185040838572,0.2533312462774684,7.312821180555556,-0.0931510416666654,15.728125,True,6ef74add060be549a63cf933add58e0cac70cf48c0f2dd8d862a48ae486e9571,04e789aee8c87129479fbea3482efd54f4b79c5bf9a8dc81e0dbe1f5ce5d585b
results/phase6_generality/stage_a_replicates.csv,A_high_1,A,,3,"{""b_ratio"": 2.5, ""bias"": 3.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.7679481755549072, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.8417708762874557, ""sigma_ratio"": 0.7014757302395465, ""stride"": 1, ""temperature"": 1.2}",0.0996846713517073,0.3489032931116349,0.2492186217599275,7.2480295138888895,-0.1350000000000015,15.55625,True,153e3352bb1369069ccda89ff7b5e72876002da996346c40fd8ec2a06899289f,d66fb8f563ea93f8a06ad1ea25ac7cb593da433ee58f851943291a1b920db95b
results/phase6_generality/stage_a_replicates.csv,A_high_2,A,,0,"{""b_ratio"": 2.5, ""bias"": 3.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.49988902632934684, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.6583592655299071, ""sigma_ratio"": 0.5486327212749226, ""stride"": 1, ""temperature"": 1.2}",0.0563582910739785,0.3213349215743925,0.2649766305004139,4.53399956597222,-0.2634635416666651,13.34609375,True,8278278cf2c81e89af96729eb05796e754201c90f08fdf2dd8e87ebc59522b94,1eaaadd58604e89f091cfa8f098cb51ab8bc0fef29c5a3dd57ab7e70ce4cd207
results/phase6_generality/stage_a_replicates.csv,A_high_2,A,,1,"{""b_ratio"": 2.5, ""bias"": 3.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.49988902632934684, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.6583592655299071, ""sigma_ratio"": 0.5486327212749226, ""stride"": 1, ""temperature"": 1.2}",0.0542476901328864,0.3156443421927237,0.2613966520598372,4.445199652777778,-0.0588281250000015,12.61875,True,69df92a3680979d8433d6d2eab84061bd8c283b1b4fed35f123dfcf9701c7148,dacd5552d1d73153189eeedfee9174f59b3720eeac281bc4171ed7db92aee85b
results/phase6_generality/stage_a_replicates.csv,A_high_2,A,,2,"{""b_ratio"": 2.5, ""bias"": 3.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.49988902632934684, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.6583592655299071, ""sigma_ratio"": 0.5486327212749226, ""stride"": 1, ""temperature"": 1.2}",0.0587406480277827,0.3223766999499854,0.2636360519222026,4.367176649305555,-0.0655208333333359,12.56640625,True,4cc441975dcdc9b1afb52a506ceecd864f4550c150645e5b8f385f04ca2a4f9b,28d7cebef1fd46e2ef499d84cbe4c7d150dc52e00908c71defc66366db5f536f
results/phase6_generality/stage_a_replicates.csv,A_high_2,A,,3,"{""b_ratio"": 2.5, ""bias"": 3.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.49988902632934684, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.6583592655299071, ""sigma_ratio"": 0.5486327212749226, ""stride"": 1, ""temperature"": 1.2}",0.0600892871011785,0.3247062957516315,0.264617008650453,4.492884114583333,-0.1363385416666709,12.734375,True,1436a9f66bf92c95893d7dad256b1b671ba9b5507c0a74a16093334fc889ea87,d762f7968b880b4364f9d4b6cc785702fe3caef23d4088ba41d6f4021d4dad80
results/phase6_generality/stage_a_replicates.csv,A_high_3,A,,0,"{""b_ratio"": 2.5, ""bias"": 3.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.6604785743322008, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.10387895384437114, ""sigma_ratio"": 0.08656579487030928, ""stride"": 1, ""temperature"": 1.2}",-0.0031200093276212,0.2448793045464639,0.2479993138740852,0.0978428819444428,-0.0192812500000005,8.51875,True,b784445928ddc8a51eb926bcf83cb4c813a32a947ebb086b487200ba0c6ec4e9,3b5ff0b80542d5410f3c3a12694375ff9a3cf6b1d4d080715dc2e3a8e073ab9e
results/phase6_generality/stage_a_replicates.csv,A_high_3,A,,1,"{""b_ratio"": 2.5, ""bias"": 3.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.6604785743322008, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.10387895384437114, ""sigma_ratio"": 0.08656579487030928, ""stride"": 1, ""temperature"": 1.2}",-2.2940949303995595e-05,0.2461547976093394,0.2461777385586434,0.1695095486111126,0.0763489583333321,8.06640625,True,d2b66fcdf96b891cfe0001b707f03608e0cbbae1971ddc68196f3cb4cedc7d0d,bc8fcfaad4bfcbc9ac6446c84f19e1f71211c2bd2b61d0ec30931eea9b6457ff
results/phase6_generality/stage_a_replicates.csv,A_high_3,A,,2,"{""b_ratio"": 2.5, ""bias"": 3.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.6604785743322008, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.10387895384437114, ""sigma_ratio"": 0.08656579487030928, ""stride"": 1, ""temperature"": 1.2}",0.0003579480502968,0.2505314278248994,0.2501734797746025,0.1399652777777786,-0.0745156249999983,9.1421875,True,780766fd1cb66eab86ad9b32b1b8d9f7487a5e29ff20f5a76e8d7d6d3f8365a8,90491deb1bd7eb7658024079be5afe2a98477f49e5eaf82d0252650ee7b72ff4
results/phase6_generality/stage_a_replicates.csv,A_high_3,A,,3,"{""b_ratio"": 2.5, ""bias"": 3.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.6604785743322008, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.10387895384437114, ""sigma_ratio"": 0.08656579487030928, ""stride"": 1, ""temperature"": 1.2}",0.0017737374529507,0.2488163191550005,0.2470425817020498,0.1114583333333341,0.0642708333333352,8.060625,True,86df6715ae072c25bd5f77055ce922afe07976db5bb0619d33ec7bcd3cac60bf,40070240c3387366a21220840c6f774cb77d53b400a372f95788e9619a7c6302
