source_file,design_id,stage,family,replicate,spec_json,corrected_information,conditional_information,permutation_mean,value_of_information,adaptive_gain,final_mean_fitness,identity_exact,state_hash,trajectory_hash
results/phase6_generality/stage_a_replicates.csv,A_low_0,A,,0,"{""b_ratio"": 0.5, ""bias"": 0.6, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.7242701884192739, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.5104126285878057, ""sigma_ratio"": 1.2586771904898382, ""stride"": 1, ""temperature"": 1.2}",0.4916027455624026,0.7746411757895164,0.2830384302271138,0.954871961805555,0.0894270833333266,45.34296875,True,6652d010b85f1ce1a64989782029a09a058954954ee7e3017c40c3274bb1e521,4ba4e26e05a48cd05bce7232f195be0d1daf05b71486fe378c467df288ef36b9
results/phase6_generality/stage_a_replicates.csv,A_low_0,A,,1,"{""b_ratio"": 0.5, ""bias"": 0.6, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.7242701884192739, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.5104126285878057, ""sigma_ratio"": 1.2586771904898382, ""stride"": 1, ""temperature"": 1.2}",0.488947168370439,0.7737662267181964,0.2848190583477574,0.8715603298611114,0.0390104166666631,45.465625,True,02626215a0650d0f8d34742972215d02cddade02a716318fe003241322947538,7e35207250ca2dd20bc1ba001ea4b88b87c6cd0d8e7d7bc6aa209663728e6cc5
results/phase6_generality/stage_a_replicates.csv,A_low_0,A,,2,"{""b_ratio"": 0.5, ""bias"": 0.6, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.7242701884192739, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.5104126285878057, ""sigma_ratio"": 1.2586771904898382, ""stride"": 1, ""temperature"": 1.2}",0.4919704672662335,0.775569385073746,0.2835989178075124,0.92671440972223,-0.0508593750000017,45.49765625,True,8c9c2a4ff09ecbaf60383417c6a06e35bb174cdda35c66123779487910724929,defce9ef7b2cb4ed9c098ddbc7943aa01cfb629c775d2eea14f8e1f2d2a24f12
results/phase6_generality/stage_a_replicates.csv,A_low_0,A,,3,"{""b_ratio"": 0.5, ""bias"": 0.6, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.7242701884192739, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.5104126285878057, ""sigma_ratio"": 1.2586771904898382, ""stride"": 1, ""temperature"": 1.2}",0.5024294266540357,0.786510105541108,0.2840806788870723,0.8883572048611086,-0.0516927083333271,44.94375,True,79a777d23ce090f26305b7e67e7cc19c2672f3e417dfe5170f955a4c2433db5d,b59fefdfdf70f423c1849d12894a0e41fc7ac896969d2410f193c6d78ae298ce
results/phase6_generality/stage_a_replicates.csv,A_low_1,A,,0,"{""b_ratio"": 0.5, ""bias"": 0.6, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.42406418966278575, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.08858476765181077, ""sigma_ratio"": 0.0738206397098423, ""stride"": 1, ""temperature"": 1.2}",0.0032217682851236,0.2914063553633668,0.2881845870782432,-0.022406684027775,-0.0285677083333411,44.64765625,True,25b7fa3687fc1baaf233fbc4753adc6191a367ff50770b6e394fd96cb7fba9c4,4790f5e1db568fd02cb97b2d4a43f2099754771f994ba3924d4cc26168edd107
results/phase6_generality/stage_a_replicates.csv,A_low_1,A,,1,"{""b_ratio"": 0.5, ""bias"": 0.6, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.42406418966278575, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.08858476765181077, ""sigma_ratio"": 0.0738206397098423, ""stride"": 1, ""temperature"": 1.2}",-0.0004126694183915,0.2882115357436345,0.2886242051620261,-0.0346788194444407,-0.0060677083333331,44.0625,True,187d50068f7280a1ad65602b9da2952ca2696137305f2bd15464af533e24c001,1905e222eba7b53f63d05a6ecaed9613c5877e72c338561db96937611dac24a1
results/phase6_generality/stage_a_replicates.csv,A_low_1,A,,2,"{""b_ratio"": 0.5, ""bias"": 0.6, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.42406418966278575, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.08858476765181077, ""sigma_ratio"": 0.0738206397098423, ""stride"": 1, ""temperature"": 1.2}",-0.0008180911623283,0.2877626167912948,0.2885807079536232,0.0229383680555557,-0.1727604166666836,44.184375,True,1e24d7f7e5f9d1b5238fb179a45249594f84ce5b990375318fb5f0cecd86cf47,ab51dbb898bc50fcf3b92fa38921fdf2bcdb975e1ba66eb1d557755912bf78d3
results/phase6_generality/stage_a_replicates.csv,A_low_1,A,,3,"{""b_ratio"": 0.5, ""bias"": 0.6, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.42406418966278575, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.08858476765181077, ""sigma_ratio"": 0.0738206397098423, ""stride"": 1, ""temperature"": 1.2}",0.0076846551095055,0.295868426246597,0.2881837711370915,-0.0121093749999943,0.0258072916666662,44.3515625,True,f1b80276f199b9cc14315694463cf1993a525ce13f4ac44704e2234b8550bb9a,de66226aaa70b0a8957bcaed33d7cb7f22c488b233fd17f769235d5e74c483d3
results/phase6_generality/stage_a_replicates.csv,A_low_2,A,,0,"{""b_ratio"": 0.5, ""bias"": 0.6, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.6088979356881583, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.8981244267138934, ""sigma_ratio"": 0.7484370222615778, ""stride"": 1, ""temperature"": 1.2}",0.2368632297174336,0.5237514031552113,0.2868881734377776,0.5220052083333258,-0.0015364583333408,45.37421875,True,cf88bebb5cc771794f13433a5ee0c850b673c31132f911d072142c2a9f333727,a339067f0267771a4e3bd4143486ac12ea9917bf7cca7c80117a5309f3ea107c
results/phase6_generality/stage_a_replicates.csv,A_low_2,A,,1,"{""b_ratio"": 0.5, ""bias"": 0.6, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.6088979356881583, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.8981244267138934, ""sigma_ratio"": 0.7484370222615778, ""stride"": 1, ""temperature"": 1.2}",0.235896799406559,0.5222309481893339,0.2863341487827748,0.3442491319444478,-0.0105208333333379,44.7125,True,0aa2661e1133150540edf461084b7c3dfbccdb063de8087ed1c1cb0744d06c4b,e0f4e7d0f3b472b138f19a1e6cb453e9820db03647d95b86cf252cb9df2d6a53
results/phase6_generality/stage_a_replicates.csv,A_low_2,A,,2,"{""b_ratio"": 0.5, ""bias"": 0.6, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.6088979356881583, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.8981244267138934, ""sigma_ratio"": 0.7484370222615778, ""stride"": 1, ""temperature"": 1.2}",0.2361819166520357,0.5243473931793157,0.28816547652728,0.3943142361111142,-0.0529687500000051,45.0265625,True,fb1ccf5bfaa3f0eff6be6f66ac9755f5667a3e38175b056573f93f25394815cb,f01955adf4e50762beec13b7addad87447d06ced5bd0672f8f19c6c322825303
results/phase6_generality/stage_a_replicates.csv,A_low_2,A,,3,"{""b_ratio"": 0.5, ""bias"": 0.6, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.6088979356881583, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.8981244267138934, ""sigma_ratio"": 0.7484370222615778, ""stride"": 1, ""temperature"": 1.2}",0.2329404339150929,0.5198304661993918,0.2868900322842988,0.5211697048611086,0.0586718749999946,44.54609375,True,a5e4c32a86e7f7faef75cbb12cf7aca2c52dba652c5317ba4adaf971a143a522,0f9076ac3eb96e423b96b9b7c79356e9a8a7881314aea0d3d67d65822be501aa
results/phase6_generality/stage_a_replicates.csv,A_low_3,A,,0,"{""b_ratio"": 0.5, ""bias"": 0.6, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.8843116249339884, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.5823415369841755, ""sigma_ratio"": 0.48528461415347957, ""stride"": 1, ""temperature"": 1.2}",0.1151166714824732,0.37463891946997,0.2595222479874968,0.2958875868055486,-0.0302083333333413,44.41484375,True,55034e2e76a995a5cf3f0131f6034aeb2da557794ae8843e98c6650b78c01207,5409f7a4f75498498e19464442373c9090a93a88b28bd5492d93ace04ecad45c
results/phase6_generality/stage_a_replicates.csv,A_low_3,A,,1,"{""b_ratio"": 0.5, ""bias"": 0.6, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.8843116249339884, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.5823415369841755, ""sigma_ratio"": 0.48528461415347957, ""stride"": 1, ""temperature"": 1.2}",0.1032684536298514,0.358090317277035,0.2548218636471836,0.1605360243055607,0.1983333333333377,45.22734375,True,6cc53ec233f9a80c9f9a287a1056e3ded5a88664b9ed0e1189a08f3d55ebe943,8e5d23c825cafb90e4f3bf3c5b67b026c365fff1ce63716d5d4f100e2a7cfbf9
