confirm_id,design_id,condition,baseline_replicate,replicate,map_id,map_hash,method,endpoint_type,actual_groups,retained_information,baseline_information,continuation_index,viability,final_population_hash
D2,A_low_3,selective,D2_r03,3,actual,actual,unintervened,actual,1024,0.36632593991303797,0.36632593991303797,0,44.711284722222224,e085dc004ba9a6265ba95e3589332b9ca1aaadad97dd14b6ca497dded596291d
D2,A_low_3,selective,D2_r03,3,m000_constant,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,1,0.0,0.36632593991303797,0,44.41692708333333,922256d17bfc1086cd37e31aeea932487a6aea6d69758d69d504232b4c2d7562
D2,A_low_3,selective,D2_r03,3,m001_balanced_random_group,d52123e063e4c7f12cf7d331526a34d45a7db62b251fda39a52b7a6e51dc81da,balanced_random_group,intermediate,2,0.000485984642454923,0.36632593991303797,0,44.40965711805556,29efdfcdd90850df96b82234c51f934fc9a23e0f9382a3d9c6cf08fab6b170bc
D2,A_low_3,selective,D2_r03,3,m002_affinity_rank_group,3f53151fb2f814971fd6c0128c5c0b7afe1b5cb5257e46a1db18b8ebc9946d94,affinity_rank_group,intermediate,2,0.00037595033687494033,0.36632593991303797,0,44.42732204861111,b069d91a3de26dfb03c5ab416d568e0311c67d627a412fad6e935c76210efc2e
D2,A_low_3,selective,D2_r03,3,m003_balanced_random_group,4daeed799e72bb6401d991026fcc59ed40b3ce561e3c7dcca0ae6832935d9374,balanced_random_group,intermediate,4,0.0018303290327552231,0.36632593991303797,0,44.46527777777778,73c22b0eb52e764e95444dac572038e120de62e32c019521f358e5846ab100a3
D2,A_low_3,selective,D2_r03,3,m004_affinity_rank_group,92e56b0f11cdce879476507882d715f1eecc12de134fc3982530e28ffd4eba29,affinity_rank_group,intermediate,4,0.0011025158357423188,0.36632593991303797,0,44.41150173611111,0376c995f613b3be85a884040408f9aa7ff3b42ed67d5abb7797b1c5cfa4e67a
D2,A_low_3,selective,D2_r03,3,m005_balanced_random_group,133f24f68b3fddec3d8ed9a85a422bfcf4737bd728e769f2b1a595571768ceb1,balanced_random_group,intermediate,8,0.00324674396810233,0.36632593991303797,0,44.4351345486111,8e98b8192a9f1095856730689c14880ba023cd55bf722c8298f82db7f4bedd59
D2,A_low_3,selective,D2_r03,3,m006_affinity_rank_group,0a19adabdd017fc722384804e89caf4ecf35837689486f63c24094087da5c2ba,affinity_rank_group,intermediate,8,0.0021703224711202003,0.36632593991303797,0,44.47309027777778,b44f147e12f506665493f43d68815fd13f51e488e2860330d6983b2fd7512039
D2,A_low_3,selective,D2_r03,3,m007_balanced_random_group,25ccd77da6a7a52851f2f535e8b83f3d72cca793b3fce300949dd17a4f765737,balanced_random_group,intermediate,16,0.006957586678588929,0.36632593991303797,0,44.41165364583333,e07369ad66310bb4a7b8cb43ef6b9670a13ea40763092d6f985b1741fc6bdd49
D2,A_low_3,selective,D2_r03,3,m008_affinity_rank_group,d176c8d0ee881709b5af7061b49578d8041bef9dde73ceb9e47e4dd86f7ee987,affinity_rank_group,intermediate,16,0.006613618831491882,0.36632593991303797,0,44.404947916666664,46dd6cee8e65e2f6dfef5d7371ad34b7a95428c41a2905bc0dd028036aed6cc8
D2,A_low_3,selective,D2_r03,3,m009_balanced_random_group,69c0c7f3bb16611e92670e95a45404361a87cf0019841eec47307d17f9b18d02,balanced_random_group,intermediate,32,0.01391280086396742,0.36632593991303797,0,44.44431423611112,c22eb01b868b4c5af174c3ebb2604e6b96bce3c5d2470faf73ae4ce0c7ba14eb
D2,A_low_3,selective,D2_r03,3,m010_affinity_rank_group,a08bb91ec0e66d0b3afe5332032fd3fb6769016bc04c2710b5e01a8e599df454,affinity_rank_group,intermediate,32,0.013815666120337149,0.36632593991303797,0,44.37469618055555,186dc0377224f338e0e5e4fa037a0206b1a9d3d47f1cc99b1cb0e36e14f7cfb6
D2,A_low_3,selective,D2_r03,3,m011_balanced_random_group,9ee348dcdb60a6d8b94644daf4e24f585414a22ccc692248a0eea7ff6d53b127,balanced_random_group,intermediate,64,0.030734146646341616,0.36632593991303797,0,44.5609592013889,8ccc7a946fbaa97069356f370d4a33dfb85276a96d24043639201ea4417fe2fe
D2,A_low_3,selective,D2_r03,3,m012_affinity_rank_group,6ac4e014d135d7a7fbd4592fdf320f48570dc4bce5e1a5c2ca6054715b80f98a,affinity_rank_group,intermediate,64,0.028172644983433248,0.36632593991303797,0,44.461566840277776,b6ca7fa7c84487c578275eeaa1783e0739bdfc60ee5111c7b08b239b9d08fefe
D2,A_low_3,selective,D2_r03,3,m013_balanced_random_group,c127ba6cf2bef776473edf53f0da2b8df4d42a0566a9850f3d21195dea5e8dc9,balanced_random_group,intermediate,128,0.05779961054647714,0.36632593991303797,0,44.47827690972221,0c64cc47acf9bf91d4202d42f36e784dbf7ea7e76feda11497d2fef8e90f59a8
D2,A_low_3,selective,D2_r03,3,m014_affinity_rank_group,4c0d0a036a5c51abb14f88b143c35a9a2e7cecb590d4d0752b078fe3b59a18dd,affinity_rank_group,intermediate,128,0.05653712596780541,0.36632593991303797,0,44.39038628472221,86f1a7a11a68c2a67a6d40088be38707d40a4e0889dff4b8e5157d9fc122bcad
D2,A_low_3,selective,D2_r03,3,m015_balanced_random_group,d938170ba1bbcea521c8f61e2a21a624aedf2e1facb1d1b7a73246f98e6abbb1,balanced_random_group,intermediate,256,0.11394547251567247,0.36632593991303797,0,44.5353515625,2083d2249bf14e7fa8c8486f8cfdd36951f7e269ebf391d6b0d616308ed31302
D2,A_low_3,selective,D2_r03,3,m016_affinity_rank_group,cf78b05538711825e0795152b13c3d2c15b5cd16f89c1995f7b006d8bc57c6a2,affinity_rank_group,intermediate,256,0.10912513649788949,0.36632593991303797,0,44.539691840277776,f29fe6ddfbc21e44764b0a5dabd4b20c41e67a254dbba1475613492201b9cdd5
D2,A_low_3,selective,D2_r03,3,m017_balanced_random_group,b6b3bc7bfea0b8024176555b6791456fefb568bbd841db8af65e2e3f9b06bc11,balanced_random_group,intermediate,512,0.21336102343278057,0.36632593991303797,0,44.524913194444444,2c27f97836bf7955f29c69c026bc3bc42cf588217b6f84a61c9eae62fd1bdcf1
D2,A_low_3,selective,D2_r03,3,m018_affinity_rank_group,24a6acb87a7364b0b1cbbe6fecc84df53e5243c78a06a6c6c4e7354b3e359435,affinity_rank_group,intermediate,512,0.21284144881755288,0.36632593991303797,0,44.53582899305555,90757e76caf0081bae667ad2faed6618e0cb45e932221356d07c16bde81766c8
D2,A_low_3,selective,D2_r03,3,m019_contiguous_substring,16cfd655e57fba08a658c1d50e1fe5976b2f905eee09ec260833cfb2b49d6f38,contiguous_substring,intermediate,4,0.002111758990122427,0.36632593991303797,0,44.422200520833336,d4d4f8ea03add39874c07cb50b853a48676de295f55800aa5626fc65437ff4db
D2,A_low_3,selective,D2_r03,3,m020_contiguous_substring,6fb076d21f3b26febc2e6a328628b3ea581ce0709de4263bbe675d61bdb74942,contiguous_substring,intermediate,4,0.0015367256776984226,0.36632593991303797,0,44.418446180555556,83f47c45b38cb947ceedc06b6893a7854de57ecda83c33d661c7d06601efb0b1
D2,A_low_3,selective,D2_r03,3,m021_contiguous_substring,3ac98b3bd2edbbfc3b4339ca0066047ccba8e1cfa0ce798acbd27bab5b87d8af,contiguous_substring,intermediate,4,0.001276630337517186,0.36632593991303797,0,44.43773871527779,f4a7d4c7968e76e610c2e1fe570d57488ebbbb1357676ad08308601dedac87f3
D2,A_low_3,selective,D2_r03,3,m022_contiguous_substring,fc015e86e4e7f2c734c05fb1135856a6186a7b6e6f3079acc6d6c6e4aa7442e4,contiguous_substring,intermediate,4,0.001337754139120591,0.36632593991303797,0,44.42241753472222,88313c9297648bcf96d7c20fe498bd9c4e3d756f08b35c45860425219d5ce966
D2,A_low_3,selective,D2_r03,3,m023_contiguous_substring,6d8bb74bcdeefe62988bcebfe3cdb7110ea14648c3393721f4a4095032ddf61b,contiguous_substring,intermediate,4,0.0015134211999792626,0.36632593991303797,0,44.38975694444445,e9e85781e2b91af932a2ee04aadfe66a785ef3dbacc1babf90f73be470c86b3a
D2,A_low_3,selective,D2_r03,3,m024_contiguous_substring,94ab69bff5420fbcf4c18d7a247ef0e4b9577d1295271abf78a62f51c3b59a0f,contiguous_substring,intermediate,16,0.007631639333865065,0.36632593991303797,0,44.367556423611106,b61387e641d460a139295cfdab4ab5f7bcc201dbc0dc5dfa0099893148f2891f
D2,A_low_3,selective,D2_r03,3,m025_contiguous_substring,ae330f3e6dd51f734f790820a896827f916e8d775c69ea1f205c55aa81507fe0,contiguous_substring,intermediate,16,0.007666307884050066,0.36632593991303797,0,44.44852430555555,24ff5ca86d25938258040deb6ad263957ff997ab87a5557d84e95a89d6b2ddc2
D2,A_low_3,selective,D2_r03,3,m026_contiguous_substring,5d3c5ea59a3a81c2ffdcfc7029fe0ab078b39be0217f1ee2611101845014273b,contiguous_substring,intermediate,16,0.006636492598196204,0.36632593991303797,0,44.44370659722222,19da89dda3e9b81b982fba83665fa8cb515012d045655c3b95f90428bdaaae4a
D2,A_low_3,selective,D2_r03,3,m027_contiguous_substring,6edfbfdb62fbf79744d4ecfb6fe43de95b2133d87a10f24061ecc84297b1c267,contiguous_substring,intermediate,16,0.005692939040176037,0.36632593991303797,0,44.38856336805556,b29e1c0ffcd57464ee8b930ee8539832229891913584a3226a9b656266232a11
D2,A_low_3,selective,D2_r03,3,m028_contiguous_substring,6f9a04216ce84ed3a2ef19a2010723c498d866f2bb5d6eda67ea1bd16782bfd8,contiguous_substring,intermediate,64,0.030326316684659863,0.36632593991303797,0,44.4873046875,191f2e09e0243535c1bb61e806696cac46cef84baa09c10f847aa1b1ea9b0350
D2,A_low_3,selective,D2_r03,3,m029_contiguous_substring,8d4ddfbfac0226f6a695d6b22ee21fbf533251852e95baca71b09f7710bfb22c,contiguous_substring,intermediate,64,0.028012514343491234,0.36632593991303797,0,44.44839409722223,76fe00ddae6577bda58f0067845769fc0f78fb2df0fa5212c25792a5011a6ba2
D2,A_low_3,selective,D2_r03,3,m030_contiguous_substring,6ff19e1927dcafbb441ab0b4a0a61b92d1295d402f3277307a3f5b9d7850b98a,contiguous_substring,intermediate,64,0.027790660106371705,0.36632593991303797,0,44.476041666666674,6706925aacc108dec27e087de0089b4c1ce14b45ba305a0d99d46665096cdc4e
D2,A_low_3,selective,D2_r03,3,m031_contiguous_substring,c824c782df91faee7515c9d811fab43ed5426465074d2e812a5277507d28ae96,contiguous_substring,intermediate,256,0.10982201896182006,0.36632593991303797,0,44.484288194444446,a4d6a8baa16dea50bc731486476636a4e426f123084375ccb40bc5d4dc37e403
D2,A_low_3,selective,D2_r03,3,m032_contiguous_substring,ef835eb9c371f618c6958654a7d25a1df1d12c09a53ecf66f9209fb882a8542d,contiguous_substring,intermediate,256,0.10793032199332976,0.36632593991303797,0,44.51460503472222,5200361057ec718e1ee2d62bfaeb6d4fdda8792ac4a1eafbeca840e6faadbc1e
D2,A_low_3,selective,D2_r03,3,m033_identity,2f88e9ce00d238e7e011a7b140b413dcad818f1da41a721f914f1af604d0e217,identity,identity,1024,0.36632593991303797,0.36632593991303797,0,44.711284722222224,e085dc004ba9a6265ba95e3589332b9ca1aaadad97dd14b6ca497dded596291d
D2,A_low_3,selective,D2_r03,3,actual,actual,unintervened,actual,1024,0.36632593991303797,0.36632593991303797,1,44.59698350694444,b9e0c38d18d2b136256c84562c26ac76bad991e6134dcd11f266bae055d9c6a0
D2,A_low_3,selective,D2_r03,3,m000_constant,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,1,0.0,0.36632593991303797,1,44.388758680555554,c2c5f457dfcad634aa8509fa79f12394153c9a94be570f1f5c42aab162ceeee6
D2,A_low_3,selective,D2_r03,3,m001_balanced_random_group,d52123e063e4c7f12cf7d331526a34d45a7db62b251fda39a52b7a6e51dc81da,balanced_random_group,intermediate,2,0.000485984642454923,0.36632593991303797,1,44.402278645833334,6936c7b6c604427a1aac33554c402e5c5c799856778009ea9cbe1db0d33b41c4
D2,A_low_3,selective,D2_r03,3,m002_affinity_rank_group,3f53151fb2f814971fd6c0128c5c0b7afe1b5cb5257e46a1db18b8ebc9946d94,affinity_rank_group,intermediate,2,0.00037595033687494033,0.36632593991303797,1,44.39633246527778,c45a14538e585f1f56c1c3e62e92a30759f66f6f153b9fabb26ef783132ce768
D2,A_low_3,selective,D2_r03,3,m003_balanced_random_group,4daeed799e72bb6401d991026fcc59ed40b3ce561e3c7dcca0ae6832935d9374,balanced_random_group,intermediate,4,0.0018303290327552231,0.36632593991303797,1,44.41202256944443,37f0fce10c85bc67abe1ec45d264a92341245e992e470664aa2c3771d3254189
D2,A_low_3,selective,D2_r03,3,m004_affinity_rank_group,92e56b0f11cdce879476507882d715f1eecc12de134fc3982530e28ffd4eba29,affinity_rank_group,intermediate,4,0.0011025158357423188,0.36632593991303797,1,44.41282552083334,ec2e2b7f60cb718ee05fa9067aabe0526ce35c69a17a000b283fa66f1e989978
D2,A_low_3,selective,D2_r03,3,m005_balanced_random_group,133f24f68b3fddec3d8ed9a85a422bfcf4737bd728e769f2b1a595571768ceb1,balanced_random_group,intermediate,8,0.00324674396810233,0.36632593991303797,1,44.39613715277778,a6954a8b369844872c8fe5fb3b1a0070812b5edb3852bf2f8fe9dc49005e16b7
D2,A_low_3,selective,D2_r03,3,m006_affinity_rank_group,0a19adabdd017fc722384804e89caf4ecf35837689486f63c24094087da5c2ba,affinity_rank_group,intermediate,8,0.0021703224711202003,0.36632593991303797,1,44.40477430555555,09333243fb605a5a50934d68e1c38253d57540f5951feb447bd212d7608ab661
