confirm_id,design_id,condition,baseline_replicate,replicate,map_id,map_hash,method,endpoint_type,actual_groups,retained_information,baseline_information,continuation_index,viability,final_population_hash
D1,B2_reward3,selective,D1_r02,2,actual,actual,unintervened,actual,1024,0.31351638364164786,0.31351638364164786,0,59.972265625000006,5525a3e44dccbd5c6e801ce0e4b2c602636652050b55315231d642782a190d8e
D1,B2_reward3,selective,D1_r02,2,m000_constant,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,1,0.0,0.31351638364164786,0,40.038867187499996,ad95879135e2db65fe7ddb5c0cdb16cfab9cb6d18839a1c28ad0408e956175f2
D1,B2_reward3,selective,D1_r02,2,m001_balanced_random_group,92b504e9a4f322032a2ebce33411098a41a2a69d6887c968769f3a9a2ea21c06,balanced_random_group,intermediate,2,0.009269979837814447,0.31351638364164786,0,40.074511718749996,76333e5faf32d296065e059a81a477292cd55be31d8ec4f1c6fba4210381c283
D1,B2_reward3,selective,D1_r02,2,m002_affinity_rank_group,3f53151fb2f814971fd6c0128c5c0b7afe1b5cb5257e46a1db18b8ebc9946d94,affinity_rank_group,intermediate,2,0.009803907277172008,0.31351638364164786,0,40.0,5ce5e7744037e66d077a2bc767e5d4d57b4fc1a5bfcca7ed6f30f9f2798ac1d5
D1,B2_reward3,selective,D1_r02,2,m003_balanced_random_group,9dfc99282a2611725eedb2b565b32cd10fc18a0134da7cdb73782304b3289c63,balanced_random_group,intermediate,4,0.03679602152779922,0.31351638364164786,0,40.04078776041666,94120d7503b5e7d57751fae028b047b2dcc5d855d352f24929ac26d593611389
D1,B2_reward3,selective,D1_r02,2,m004_affinity_rank_group,92e56b0f11cdce879476507882d715f1eecc12de134fc3982530e28ffd4eba29,affinity_rank_group,intermediate,4,0.029193347801343007,0.31351638364164786,0,40.13024088541667,18aff46d0dc2d2abe3504d962bb2d8bd4134e84570139de782c98d4f6a45e101
D1,B2_reward3,selective,D1_r02,2,m005_balanced_random_group,e2b3ca6094b3924ebad53b485b64e15442e181cf7c3b24782a1ecc43aada1d67,balanced_random_group,intermediate,8,0.09002298234602996,0.31351638364164786,0,41.143391927083336,3ca13aab244cfb117cf3f3eaa1b81eb785db0cd958c13d4a43da0dd934bd3eaf
D1,B2_reward3,selective,D1_r02,2,m006_affinity_rank_group,0a19adabdd017fc722384804e89caf4ecf35837689486f63c24094087da5c2ba,affinity_rank_group,intermediate,8,0.05351942089834662,0.31351638364164786,0,40.26569010416667,335936e8f0e36fb563b62be212a58095ed63f305014eac1c977dbde7c4934cdb
D1,B2_reward3,selective,D1_r02,2,m007_balanced_random_group,1e9c498addbf3c84d0e7fa0b4a7ed1547a79d3addeb621aee136d71ed6115385,balanced_random_group,intermediate,16,0.16465201986952543,0.31351638364164786,0,40.42926432291667,669f7cf169630c220b06aaefd1ecb3d56fb25172a738f01a28156cc438b7bfbc
D1,B2_reward3,selective,D1_r02,2,m008_affinity_rank_group,d176c8d0ee881709b5af7061b49578d8041bef9dde73ceb9e47e4dd86f7ee987,affinity_rank_group,intermediate,16,0.12340894965041221,0.31351638364164786,0,40.802246093749986,275bb5729e2cec2973e74b8ed7b750d7539af9e0e0974de019a53dc09cff7151
D1,B2_reward3,selective,D1_r02,2,m009_balanced_random_group,0aed763827cb82fb93b7e68b65380843df3d67d84b6ded1b427ad8b179551498,balanced_random_group,intermediate,32,0.21178495959271373,0.31351638364164786,0,40.538736979166664,a34f905ceeb2158ef4449890757814de1877d559e74770ab5589a9f0726b0baf
D1,B2_reward3,selective,D1_r02,2,m010_affinity_rank_group,a08bb91ec0e66d0b3afe5332032fd3fb6769016bc04c2710b5e01a8e599df454,affinity_rank_group,intermediate,32,0.19914372485797277,0.31351638364164786,0,40.89378255208333,1806757f54e8ab43c9e04db0079251470c8cb9568082dd24f79740d799936cb8
D1,B2_reward3,selective,D1_r02,2,m011_balanced_random_group,b63ae2e9169c6a1fbead64d1209982c801759cce33d761d4009afed76a67a448,balanced_random_group,intermediate,64,0.22490963307717982,0.31351638364164786,0,40.150455729166666,490b25988b40d70a77c8b3bb2e6a04f3061400f6c00d7e1ab0c0887e315078b5
D1,B2_reward3,selective,D1_r02,2,m012_affinity_rank_group,6ac4e014d135d7a7fbd4592fdf320f48570dc4bce5e1a5c2ca6054715b80f98a,affinity_rank_group,intermediate,64,0.2328746540802421,0.31351638364164786,0,41.603580729166666,2239d3acdf1f9bfd713cbf144f44bc977d65537837f345a4ed978aa325e6e026
