confirm_id,design_id,condition,baseline_replicate,replicate,map_id,map_hash,method,endpoint_type,actual_groups,retained_information,baseline_information,continuation_index,viability,final_population_hash
D1,B2_reward3,selective,D1_r01,1,actual,actual,unintervened,actual,1024,0.27189758029758215,0.27189758029758215,0,58.36145833333333,788b0c7d9377d117b9d036074c1327fc60be09751f638798e9843724341b8c78
D1,B2_reward3,selective,D1_r01,1,m000_constant,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,1,0.0,0.27189758029758215,0,40.22985026041667,dcf17965da949a99886d8af1bab1f54089d0d10d6475a6efa35e44e844e16758
D1,B2_reward3,selective,D1_r01,1,m001_balanced_random_group,92b504e9a4f322032a2ebce33411098a41a2a69d6887c968769f3a9a2ea21c06,balanced_random_group,intermediate,2,0.011622333932856527,0.27189758029758215,0,40.20494791666666,bd5833271f60a060a5f0e4b6ba8a63ec132b98b81a028bd016de61944f9b1192
D1,B2_reward3,selective,D1_r01,1,m002_affinity_rank_group,3f53151fb2f814971fd6c0128c5c0b7afe1b5cb5257e46a1db18b8ebc9946d94,affinity_rank_group,intermediate,2,0.00821769477564052,0.27189758029758215,0,40.23450520833333,1f10df46ba8b7dbb87f7a870beb85ec88c00ac2bb8c5dc0731e2e92c2830dbaa
D1,B2_reward3,selective,D1_r01,1,m003_balanced_random_group,9dfc99282a2611725eedb2b565b32cd10fc18a0134da7cdb73782304b3289c63,balanced_random_group,intermediate,4,0.025914422007523783,0.27189758029758215,0,40.2986328125,04900452947975e322e7e64dde586dfbaac9b130852fed84c8dc125341bed77e
D1,B2_reward3,selective,D1_r01,1,m004_affinity_rank_group,92e56b0f11cdce879476507882d715f1eecc12de134fc3982530e28ffd4eba29,affinity_rank_group,intermediate,4,0.021922192119894074,0.27189758029758215,0,39.94189453124999,2ea64d8314f269eec48cdeb6ea9d968931d325dd3054d0e06ced8d84461366b7
D1,B2_reward3,selective,D1_r01,1,m005_balanced_random_group,e2b3ca6094b3924ebad53b485b64e15442e181cf7c3b24782a1ecc43aada1d67,balanced_random_group,intermediate,8,0.08167098795193842,0.27189758029758215,0,40.752148437500004,37280ef87f688583339c6558e01a191ef742a4deeefd99c87c0afdc044bb5fe4
D1,B2_reward3,selective,D1_r01,1,m006_affinity_rank_group,0a19adabdd017fc722384804e89caf4ecf35837689486f63c24094087da5c2ba,affinity_rank_group,intermediate,8,0.05421111751547361,0.27189758029758215,0,39.834537760416666,ce39e1a3baae2a76e4ed481ac95f522d78d81587251160186d5db1daaa4fd709
D1,B2_reward3,selective,D1_r01,1,m007_balanced_random_group,1e9c498addbf3c84d0e7fa0b4a7ed1547a79d3addeb621aee136d71ed6115385,balanced_random_group,intermediate,16,0.12995914214226398,0.27189758029758215,0,40.14313151041667,96135fe6bdf5bcb8ae88f772e4dbf41f8a4825b1d0d35b6db3f71a017da49a74
D1,B2_reward3,selective,D1_r01,1,m008_affinity_rank_group,d176c8d0ee881709b5af7061b49578d8041bef9dde73ceb9e47e4dd86f7ee987,affinity_rank_group,intermediate,16,0.11659353884406404,0.27189758029758215,0,39.900292968749994,1f1a419d4e202ad1ed81a508d581e4e6fa9ea4f9698bc3ac683e78af630be998
D1,B2_reward3,selective,D1_r01,1,m009_balanced_random_group,0aed763827cb82fb93b7e68b65380843df3d67d84b6ded1b427ad8b179551498,balanced_random_group,intermediate,32,0.16402864383757648,0.27189758029758215,0,41.16529947916666,ce69e2a394972842666f40ae4d2e60bc17efa20c0f518f6e36169ce40b29540b
D1,B2_reward3,selective,D1_r01,1,m010_affinity_rank_group,a08bb91ec0e66d0b3afe5332032fd3fb6769016bc04c2710b5e01a8e599df454,affinity_rank_group,intermediate,32,0.17403064039632732,0.27189758029758215,0,40.91848958333333,1fdd0c0630f64a1e0a1eaa3ddb6f0a9d59811b7668cd9c1e186817a0115eef7b
D1,B2_reward3,selective,D1_r01,1,m011_balanced_random_group,b63ae2e9169c6a1fbead64d1209982c801759cce33d761d4009afed76a67a448,balanced_random_group,intermediate,64,0.2245332366734223,0.27189758029758215,0,40.992252604166666,a872adfdfb4caf0c58bb061efc013e7c9c16aa20f0884c17cd7bcd2d8932093d
D1,B2_reward3,selective,D1_r01,1,m012_affinity_rank_group,6ac4e014d135d7a7fbd4592fdf320f48570dc4bce5e1a5c2ca6054715b80f98a,affinity_rank_group,intermediate,64,0.2155528740234713,0.27189758029758215,0,41.66285807291668,0061a2ad2b15b0c55dcedee4b7decb5a8022a52313e86f3553f95e0efd160ed9
