confirm_id,design_id,condition,baseline_replicate,replicate,map_id,map_hash,method,endpoint_type,actual_groups,retained_information,baseline_information,continuation_index,viability,final_population_hash
D2,A_low_3,selective,D2_r02,2,actual,actual,unintervened,actual,1024,0.3700405369437991,0.3700405369437991,0,44.64854600694444,6c29505be73f9c6683c3ef507a874b24d092d1b2d1a147c55efef2fc04886582
D2,A_low_3,selective,D2_r02,2,m000_constant,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,1,0.0,0.3700405369437991,0,44.36551649305556,898fdcbd6d40d2ec0757ce3978a468d2cc97a50e9c34fe3aa42d30235e79a1a5
D2,A_low_3,selective,D2_r02,2,m001_balanced_random_group,d52123e063e4c7f12cf7d331526a34d45a7db62b251fda39a52b7a6e51dc81da,balanced_random_group,intermediate,2,0.0003030074870980124,0.3700405369437991,0,44.351584201388896,acd585cacfcd9e474a11e6dd9a64465d5b9c2d41bcd15bfde7830f8fa5754f4f
D2,A_low_3,selective,D2_r02,2,m002_affinity_rank_group,3f53151fb2f814971fd6c0128c5c0b7afe1b5cb5257e46a1db18b8ebc9946d94,affinity_rank_group,intermediate,2,0.0005026914714307204,0.3700405369437991,0,44.37063802083333,7fce0209aa5fdfe71bceeefc1d143947f83f849b5e937d168e4c701393fd6343
D2,A_low_3,selective,D2_r02,2,m003_balanced_random_group,4daeed799e72bb6401d991026fcc59ed40b3ce561e3c7dcca0ae6832935d9374,balanced_random_group,intermediate,4,0.00171960500197316,0.3700405369437991,0,44.35444878472222,0eb65c3fb9babb8eb65da5379de00776fa3029e4aed72e2d6feb1f0f21513438
D2,A_low_3,selective,D2_r02,2,m004_affinity_rank_group,92e56b0f11cdce879476507882d715f1eecc12de134fc3982530e28ffd4eba29,affinity_rank_group,intermediate,4,0.001405553474753791,0.3700405369437991,0,44.35659722222222,c3b439b136ee6bfe29a2d9d16e00d25e1f7de3d59f796f2e1c6e85c0c6921c4a
D2,A_low_3,selective,D2_r02,2,m005_balanced_random_group,133f24f68b3fddec3d8ed9a85a422bfcf4737bd728e769f2b1a595571768ceb1,balanced_random_group,intermediate,8,0.0027916299886944183,0.3700405369437991,0,44.415950520833334,6fe3a2549e797342e919cd57605f39a1f641fc97ab63546775749a2c3f20df88
D2,A_low_3,selective,D2_r02,2,m006_affinity_rank_group,0a19adabdd017fc722384804e89caf4ecf35837689486f63c24094087da5c2ba,affinity_rank_group,intermediate,8,0.003140843463309353,0.3700405369437991,0,44.38250868055556,9a24f16acbc949ccb8dc1ede8a594895ad0a1d8dbb58bd853bc46872268370cf
D2,A_low_3,selective,D2_r02,2,m007_balanced_random_group,25ccd77da6a7a52851f2f535e8b83f3d72cca793b3fce300949dd17a4f765737,balanced_random_group,intermediate,16,0.007696992907209596,0.3700405369437991,0,44.36549479166666,d56f96efba6cbfbf90fa5159a4b3cf2d852bf41ba1de7a50f376c4e7b02940cb
D2,A_low_3,selective,D2_r02,2,m008_affinity_rank_group,d176c8d0ee881709b5af7061b49578d8041bef9dde73ceb9e47e4dd86f7ee987,affinity_rank_group,intermediate,16,0.0070561165650952435,0.3700405369437991,0,44.33574218749999,0fdc2eae0ee76c88b14747d48541bab8c409388cbee44bd66be5d55caea0d23e
