condition,inherit_prob,replicate,baseline_replicate,baseline_run_seed,information_observation_seed,permutation_root_seed,permutation_stream_index,n_information_permutations,state_path,rng_state_path,state_hash,trajectory_hash,final_mean_fitness,total_information,positional_information,conditional_information,permutation_mean,permutation_std,corrected_conditional_information
selective,0.2,9,selective_p0.2_r09,3138835340,2338011706,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_09.npz,results/phase4_core/states/selective/p0.2/rep_09.rng.json,56c7ef91b88170ec93f8dfe6c75c842736a3ebc2239dc41bf21321570c3651e0,dbfc2031aa32a8a20925dee51c19cefaab78573f705b5c48fa934318af6abce2,32.1171875,0.26068495178513473,0.0692661266384049,0.5050622476035317,0.2880043200700155,0.003082662447979871,0.21705792753351622
selective,0.2,10,selective_p0.2_r10,1728988054,3199614704,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_10.npz,results/phase4_core/states/selective/p0.2/rep_10.rng.json,f4f2e8558c5e913bc9def416eb1c6261bd3d0388beefe5532554faf348b8fcab,69a03da7d8a6cba34115f0aa5862fd863e4b4fcfcf70eeec6f9b58093affcd5b,33.60703125,0.2608198720097422,0.06552898191150056,0.5035523719757405,0.28834891794050177,0.003030836930032895,0.21520345403523877
selective,0.2,11,selective_p0.2_r11,450446759,212585126,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_11.npz,results/phase4_core/states/selective/p0.2/rep_11.rng.json,b8931a05ebd13b97b46a6e2d180c21a560a89f87c00013db895faa2e631f450f,440030d50bc6037f5ac33f5a5bd2810810670d0c25d79c446a97e727ab061fea,33.02734375,0.2593292212569133,0.0709672040548806,0.5021427090923165,0.2876341507270815,0.003062633073553263,0.21450855836523502
selective,0.2,12,selective_p0.2_r12,381871471,2130923070,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_12.npz,results/phase4_core/states/selective/p0.2/rep_12.rng.json,d08d4b4ab2da1a5da143750bd155ee6524f4f022263d123e6dd7d7c37b07b56b,e3841e0ebc2214d3ce616dfcde06c79b93a4798cbbf22a3ed730ff8441942026,33.5578125,0.2623899618180455,0.07081301505096228,0.5054159083559571,0.28791962385034237,0.0028759076367878148,0.2174962845056147
selective,0.2,13,selective_p0.2_r13,3806385221,24142575,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_13.npz,results/phase4_core/states/selective/p0.2/rep_13.rng.json,b286bf672ff80a25cbf83eb39e0dcb6df045675e3f4b7db9455caf3da5e0059e,65c8deb976ee6b656fcbdf265de49a5128e7577ac3a050b57c03569a914b6f66,32.38671875,0.2583628796095508,0.06920168381339496,0.5020535178174799,0.28773824145264926,0.0030747507549951938,0.2143152763648306
selective,0.2,14,selective_p0.2_r14,3545540387,2603517872,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_14.npz,results/phase4_core/states/selective/p0.2/rep_14.rng.json,6a8f85f55560f769610b61a4cc9e299295f5c455ed29c7a9c00af7f60672976f,76bbaadfa897e9ccb487a0502be1352c1156a08efe93c9e313ee8a970b28df2d,32.42109375,0.25863405275139034,0.06801171613265175,0.5013801917004421,0.2882697537557171,0.003030544350586807,0.213110437944725
selective,0.2,15,selective_p0.2_r15,3940973232,2228605050,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_15.npz,results/phase4_core/states/selective/p0.2/rep_15.rng.json,3d6037b366a591f00e1fd36eafb15177b5046efc9b73ae54ed32e1eeea37dd1a,610ff7b0f4fa0a0d3dd4e0c31b196e29547bd441b7e35da8407509a2a65d4a01,32.575,0.2620244960489121,0.06773903308731913,0.5075691668159583,0.28848308742441103,0.0028900441848584775,0.21908607939154728
selective,0.2,16,selective_p0.2_r16,3388784946,3047591138,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_16.npz,results/phase4_core/states/selective/p0.2/rep_16.rng.json,4a199e6a79a38dd456479943663a65f8ac2d8c590d4c14ee69fdf9e0d244d94a,2ec5135fac5e5be4b72eed9ab3f80d4e6090016e4785361cf5237a00ed84a96c,32.959375,0.2604454916513292,0.07127884766593287,0.5035465546379794,0.28816603671587115,0.003006164281632744,0.21538051792210822
selective,0.2,17,selective_p0.2_r17,1762829727,1540146262,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_17.npz,results/phase4_core/states/selective/p0.2/rep_17.rng.json,2625c7e273058df408658240bfcef792a7f320e759aa6593fae1a816ac5eea86,1c0f8a3f4eeb1116471affbcf32298003e12af5e251cdab8634aa38c516dfb43,32.871875,0.2695006904103575,0.0683865360372439,0.5170228568655099,0.28802705582105853,0.0029456999583365212,0.22899580104445133
selective,0.2,18,selective_p0.2_r18,4118241034,2042574718,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_18.npz,results/phase4_core/states/selective/p0.2/rep_18.rng.json,9bf9330ec9cb2b31cece772a35aaf45c6705ed4f20235f55bb0d08df1f56ad18,a2c75862e749bfbe46a8cac1b27265649a7d56899e3a241dad80a7f527febbe0,32.7171875,0.2542414941834814,0.06769505992173803,0.493805821799845,0.2880008167115308,0.003109870885113876,0.20580500508831417
selective,0.2,19,selective_p0.2_r19,1204229347,239732101,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_19.npz,results/phase4_core/states/selective/p0.2/rep_19.rng.json,563c98714ab289f00ad6c90784538ade6aa773e7f0958fbe07d055dacebb1d6e,8b0d2eb12768fd34e39a70d271746c5def024deff7b98bb3bf24754c366968ca,32.4890625,0.2598025707097471,0.065999200154966,0.5032115649095271,0.28784525970239266,0.0029574124775945065,0.21536630520713446
selective,0.3,0,selective_p0.3_r00,106181544,2657440799,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_00.npz,results/phase4_core/states/selective/p0.3/rep_00.rng.json,82d8a6cf58920c703a291e0bafce3746b0d87a70649b176950580a699de8e853,952b404ee1071e45be0a927f8f7e58f46f144e1086b519ca5a3b220a2f6841cf,33.11640625,0.259796478534995,0.07229671836358403,0.5009100689755013,0.28794898635927213,0.0031836725352427037,0.21296108261622915
selective,0.3,1,selective_p0.3_r01,2363767509,2994570760,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_01.npz,results/phase4_core/states/selective/p0.3/rep_01.rng.json,1446e60716be727db65ce128ff7cdcc31ac10a5a477254c64705337e589895a9,18fb78f716edd0d337f7ae0aea36d57017c961b24c94a72f541d93227be9889d,32.60390625,0.2636442921024045,0.06740945651484227,0.5053413848406845,0.2883437562904803,0.0031601456716948764,0.21699762855020416
selective,0.3,2,selective_p0.3_r02,833922145,924291688,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_02.npz,results/phase4_core/states/selective/p0.3/rep_02.rng.json,0c6b561d08552e39c4d7a8f59ec40ba469cb98b91002c38c0ba83257d11564c6,df13013ac7aa0b6031e1b98f6c7a8265747eee4ec722259a883b5b1a9fdf3c7f,32.4375,0.25482847354193094,0.08135230039831082,0.4934907487853759,0.28681997987077584,0.002739461164509683,0.20667076891460007
selective,0.3,3,selective_p0.3_r03,3253866422,2358112587,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_03.npz,results/phase4_core/states/selective/p0.3/rep_03.rng.json,edef12435e9ceb97809c6c3c7456ec3bc3d8fed8a345e2d7327b2025482271dd,8fa75c7c8c2faed504da7be5360eedb0df9c6a847cddc8e059d274b4d18072ed,32.8140625,0.25476275190801945,0.07453668576818459,0.4963476750712892,0.2876828100062908,0.002951767484594906,0.20866486506499837
selective,0.3,4,selective_p0.3_r04,332359786,2170776775,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_04.npz,results/phase4_core/states/selective/p0.3/rep_04.rng.json,0fd723d6d7920399a55940ec0ba010553a47705005ad22072c8f9fb9bf2da2f7,c80b76b6d5e949200baf27782e36240b3ab4da5e3e4cf307294a76f9a56b96a0,32.53203125,0.25966976538151876,0.07400385903088455,0.5008560146820458,0.28756701809272556,0.0029384207106773145,0.2132889965893202
selective,0.3,5,selective_p0.3_r05,446664154,4220750099,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_05.npz,results/phase4_core/states/selective/p0.3/rep_05.rng.json,22f8cb8d8e4779eb17eebe8a877c9c6709ac238b39995c84859a3b9912486ae3,772c9bbba7fe3a4c74c5097d4e0924c8c570de950e8af2ab71e016074b1b6d69,33.08046875,0.2625666210457881,0.0761305525373579,0.5083885529440498,0.28760915142848537,0.002938829205838065,0.22077940151556447
selective,0.3,6,selective_p0.3_r06,1390048084,359567217,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_06.npz,results/phase4_core/states/selective/p0.3/rep_06.rng.json,163334e156cdc8b87a58cdb83cfd1ac2cc275c1eb23862c454eb09feb33eaa0f,cbd76b457103dcccc284b6937e371dfbab0bce263cf90b7f1c080e4264a2321f,33.3703125,0.26417551384548676,0.07270805047359089,0.505072519775225,0.28754099049887594,0.0030756935659771085,0.2175315292763491
selective,0.3,7,selective_p0.3_r07,2598548877,4079962790,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_07.npz,results/phase4_core/states/selective/p0.3/rep_07.rng.json,ecb534af4b54c852fa6f3e9b2a033dce9272ec31257f6670c9671afa295818fc,e0e58a85f5548c865d02c4efc99de97593028c7615b7004d51ece36770f63c9b,32.91171875,0.2594479205150663,0.07941903924428913,0.5028459186661257,0.2873675717245868,0.003045147584125973,0.2154783469415389
selective,0.3,8,selective_p0.3_r08,1332021290,2056107644,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_08.npz,results/phase4_core/states/selective/p0.3/rep_08.rng.json,055cb786cb348e3b0794ed790f517c68216659a7f663e236cd9e2fb91a08b59d,ee9b945bcac448273981f03eb3b4730721b2e3bd410b2749576fad0a47269914,32.74921875,0.2515167809157681,0.06953685897213362,0.4998351512438421,0.28784909476575415,0.0027791505864157027,0.21198605647808794
selective,0.3,9,selective_p0.3_r09,2847025026,3971747508,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_09.npz,results/phase4_core/states/selective/p0.3/rep_09.rng.json,305020f1324ade46b1eaff06196b1df945f16a7dd0a725cfbfcaf5f091c42643,c60a283edbea55f6c291e3ea2fb7ba3c9d90a8b944d7b7a5449e9f612e9544c6,33.11875,0.25793559511382597,0.0729559739041761,0.49370533945475603,0.28754695342114805,0.003051016041668759,0.20615838603360798
selective,0.3,10,selective_p0.3_r10,535741539,2390307414,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_10.npz,results/phase4_core/states/selective/p0.3/rep_10.rng.json,d6e4c6ba781b2c89a4977e7bb4bbe0a0705622ad6503c675811e0b792bb43eff,650fff3d8079a2dbc381df4b55ec1aaad173c35eb3cf37b1633d5e141da561fc,33.0765625,0.259737411883656,0.0741943508016433,0.5034812370359653,0.2878153641511246,0.002849396432127287,0.21566587288484068
selective,0.3,11,selective_p0.3_r11,187023920,3234561246,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_11.npz,results/phase4_core/states/selective/p0.3/rep_11.rng.json,eddf1b65e123eb5acf7b44fd8ec19f87386f902e8478b4ca9f2a1f9e2c4611be,17fd5a15b52a01ee13822ed1d2c4a12da83813c41c39f89d6b423cce68cd4b76,32.921875,0.2587391333661261,0.0765104951858843,0.5009043368866473,0.28784156972290675,0.0030944222170740028,0.2130627671637405
selective,0.3,12,selective_p0.3_r12,3501425203,4233630574,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_12.npz,results/phase4_core/states/selective/p0.3/rep_12.rng.json,861cbd2c960e0c1937005c7014dcc1cda5004a2e96a7fb74ec9fe6b4434a7755,62712f27c1e8571b2e0648cacc0969befb14ea31f5248904e947cd5742956fde,32.9109375,0.2547218242733693,0.0731596042544805,0.4971872957073625,0.2879975550884929,0.002979880617658,0.20918974061886958
selective,0.3,13,selective_p0.3_r13,4054680595,3457233252,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_13.npz,results/phase4_core/states/selective/p0.3/rep_13.rng.json,6642f56e7b3a87f9796a8758460664c2faed4381df40d88c63e95b670a6866f6,686fe27c7f33e7a7c9a38ec88e8a352dc4f684b734a28ac1c20012a273fe3ed4,32.5859375,0.2629366852962668,0.07062584070968946,0.5046342146318683,0.2880053301729595,0.002781098959240977,0.21662888445890882
selective,0.3,14,selective_p0.3_r14,1154924081,4051125829,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_14.npz,results/phase4_core/states/selective/p0.3/rep_14.rng.json,b4f4e7611b9f440d73f653e7d92d599691013cabf22b6cf9ca4cd73c0e06b4ce,53e911c9292f92720efb136dcf33ba5b695561de40888cc6a8764e84e2674e93,32.403125,0.2643777360576428,0.07128029153332732,0.5049528823488953,0.2881217529252627,0.002759101569264797,0.21683112942363264
selective,0.3,15,selective_p0.3_r15,2470348985,620469023,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_15.npz,results/phase4_core/states/selective/p0.3/rep_15.rng.json,ad93aef43d48a8427dff19744d60f365ab7a67289c848492e88e6fc7a36feeb9,14ce99924325a1625cbe62ca217c933e8a6e08fbe910dd528eea0549eee29c53,33.6890625,0.2638397395073767,0.08338776277111448,0.5052026597792246,0.28716847906709314,0.003020907543986732,0.2180341807121315
selective,0.3,16,selective_p0.3_r16,37688192,3059110934,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_16.npz,results/phase4_core/states/selective/p0.3/rep_16.rng.json,cc2edfc901c91e7b6f7befb466f6de92278f6f1d4b65408db1ee9b6dfb46ec4d,7a4225eff21c36ceadf3b336f00c6f33f78afd34df5e2c262fda668a28fae514,33.6328125,0.2522211321275647,0.07250448852961597,0.5009547451078883,0.28820945228468126,0.002802674055032654,0.21274529282320703
selective,0.3,17,selective_p0.3_r17,428218596,2275756178,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_17.npz,results/phase4_core/states/selective/p0.3/rep_17.rng.json,0cf4e7735c0f9ee27ff3c0b3da5598242f9f9e3d208a4aba4b02785d9fcc62fc,08eb2a4481bda168c8b50d1e4dfa150c36aae0dc0f260ac9c067258eb966f488,32.5109375,0.26922120916969083,0.07749016904728777,0.507081642513346,0.28741614077385363,0.002962516114776328,0.21966550173949234
selective,0.3,18,selective_p0.3_r18,261724306,89057039,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_18.npz,results/phase4_core/states/selective/p0.3/rep_18.rng.json,74d48953e63ddca7769d0012336712f2194c8fa7a07245585f714f9c7fc497fa,0dba02fa980e5c988a2b5f7ee346d6047453fc66a9ed0486b19f83bbb1b6499c,32.784375,0.2578981554085945,0.07452944509104947,0.4966924618751395,0.2876610624406513,0.0029192459650401363,0.20903139943448817
selective,0.3,19,selective_p0.3_r19,3015454054,2652125534,2026073104,0,200,results/phase4_core/states/selective/p0.3/rep_19.npz,results/phase4_core/states/selective/p0.3/rep_19.rng.json,2874fe2ca5600c6f4447d8c020c8166bfe998c74d11abf1a596824d679917fbb,b4c494ca2042f6ea9d302d1443b6b5c7cf827cbbc9eeda7f61098d5ca2bc8349,32.98046875,0.2602070123996077,0.0757607849611045,0.5041809036664426,0.28788794722878225,0.0027957598396418687,0.2162929564376604
selective,0.4,0,selective_p0.4_r00,960640219,2717139623,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_00.npz,results/phase4_core/states/selective/p0.4/rep_00.rng.json,1e391340bd0f135fad6776bf859dd0c0e57ad6ed4f5b6712eb65110a184ed04c,3b4a6d692e6f3575e2344c9f63a4ea479b9f1920b03c6de32feddd262f95f857,32.94609375,0.2585229618813935,0.08160234747372885,0.5000384530155244,0.28732804507429444,0.0030411896854169802,0.21271040794122997
selective,0.4,1,selective_p0.4_r01,1306171644,4146880025,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_01.npz,results/phase4_core/states/selective/p0.4/rep_01.rng.json,434a3d9257e5e378bb6abdd1402f7d3a5d2f0ba83439948fc0be35fd218413a5,d7c1cc4e8c19a4c8e33bf95493c1490af01745220a338070dcb99fc3a9d8f91c,33.15,0.26167177555172016,0.07967889245547555,0.5015826434855029,0.28753098162264384,0.003071084062775638,0.214051661862859
selective,0.4,2,selective_p0.4_r02,2613307729,1548050209,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_02.npz,results/phase4_core/states/selective/p0.4/rep_02.rng.json,56c487a5a698eecc159499ffc55f3a4db2f064d3241d8054aeff7ba180495b22,ad09481885e4be14d5eb83fe29be0842866f4a71f10ea07ab74b2a275fe90d17,33.24921875,0.25754703595846684,0.08592677788927772,0.49970465010139226,0.2870764579056968,0.0031568711590916976,0.21262819219569545
selective,0.4,3,selective_p0.4_r03,4068794989,1263181898,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_03.npz,results/phase4_core/states/selective/p0.4/rep_03.rng.json,247b185cbdd777f37ab9e3a4cd3e3b2ccc7e847b12032939bdea33574267bc3e,e6da08d9bd6274a381006a2a1d690f579cdaa17d2abb0f47a5e632ed1d6b3536,32.56328125,0.26118183682661866,0.07462493769594025,0.498570304480336,0.2877021418343015,0.0029681881898013136,0.21086816264603453
selective,0.4,4,selective_p0.4_r04,2918744082,2378827696,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_04.npz,results/phase4_core/states/selective/p0.4/rep_04.rng.json,7273e2a2eda5365bf2db07035ba0b214c4a5e7a25e930075e23d0efb4ce1f383,608add2638fbe2c18362b754955d9e484fac851760f1aad4caf39efb3f110eaa,32.63515625,0.26234394043553344,0.08347023810469459,0.5007952779906494,0.28699089527897753,0.002896578932568797,0.21380438271167185
selective,0.4,5,selective_p0.4_r05,1663210252,1074610584,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_05.npz,results/phase4_core/states/selective/p0.4/rep_05.rng.json,3d61dd76460af8dd29bddf6e15237539ca74f34ad01d988e4d61172bfc11e6e8,afe4aefccbcc8c20c0358ee8fd5522569aff1a0da63ffc420ba4000b42ae99f5,32.4875,0.25941639625222834,0.08467553951227827,0.5000342287665135,0.2871661543388126,0.00299257582965617,0.2128680744277009
selective,0.4,6,selective_p0.4_r06,3980776686,450650721,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_06.npz,results/phase4_core/states/selective/p0.4/rep_06.rng.json,504f81a87316396c5e9dcc8d5bf85ac4873e4ca6ba6da60f4da0f81d53725d70,320c9fc9c45cea3de19cdfeb95ef222d5c47449a5ef2a87a2b3f81c174cca02a,32.615625,0.26607720106398675,0.08737482921538843,0.5016961679335439,0.2866022393393679,0.002915824156270977,0.21509392859417598
selective,0.4,7,selective_p0.4_r07,1518156452,3949488729,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_07.npz,results/phase4_core/states/selective/p0.4/rep_07.rng.json,a55ffba8fa6db490b79462fd05292bb064fd1df5d1576440b3a8f2515f4f6925,50d1e895e1fbce7ee017288ae1d443999fa5c2eee39650ad5dae2a09126f66f3,32.46484375,0.2608978796193608,0.08743297869837033,0.5051280582065288,0.2869556651146848,0.0029948736457131864,0.21817239309184405
selective,0.4,8,selective_p0.4_r08,631283794,27764477,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_08.npz,results/phase4_core/states/selective/p0.4/rep_08.rng.json,7fadfafe7eeedb22322b80874830747604ca556146b2c0f186529f7c357330ab,7843b3d33ac063aa1659f35bfdc464286953ad033ebade9ac0014aa19fb31acf,33.3359375,0.2636905477007103,0.08283796750358152,0.5008397149679941,0.2870044293900503,0.003016048378744127,0.2138352855779438
selective,0.4,9,selective_p0.4_r09,4020151054,3921448355,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_09.npz,results/phase4_core/states/selective/p0.4/rep_09.rng.json,69e713824d5d8db0ef19758b3bb1ea95d4f7d114843a66cebd5a3a0adc1cd559,270116f6f4f00b7b505f945a36a68cd38f2704447f5b0b83a7bdccec840ba83f,33.2875,0.26278660714884905,0.0798775991155766,0.5022070042415285,0.28725264552534613,0.0028907651575084646,0.2149543587161824
selective,0.4,10,selective_p0.4_r10,1104511981,1091593923,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_10.npz,results/phase4_core/states/selective/p0.4/rep_10.rng.json,bd38b353190448d8231da1ef2e29a2003b1f26bb145ee1a22de39b59b7885314,9f48a4c1b041fc3cd9d5d1a007bd64ca83c4c260b44de5c28a017ba5b33baf04,33.1890625,0.25954523611310215,0.08106427297493403,0.5033226730523883,0.2869115401638491,0.003330092583799395,0.2164111328885392
selective,0.4,11,selective_p0.4_r11,1532320848,2609247268,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_11.npz,results/phase4_core/states/selective/p0.4/rep_11.rng.json,e468f4a5ee5fd85caf7f61cc8677ab45cc9df15f82b4c40560bbdd8422a8d281,273e7cbf9ae84072e55625a5bb939aae988255e1828c4e2cb99d626dd502d061,32.3578125,0.2685802091678315,0.09362405609501277,0.5031380747341833,0.28623256421070636,0.003249133391926512,0.2169055105234769
selective,0.4,12,selective_p0.4_r12,1885949846,1759933480,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_12.npz,results/phase4_core/states/selective/p0.4/rep_12.rng.json,00ee7a712043a45efeba2fd1aa38ab8fb69164737226f65782710f9dc698ff12,2d59f27bac24bdb7796e2d98e1df79c40850850a1aac353cebb279fd54312f16,32.45078125,0.26149765406210723,0.08823985711874359,0.4963472599483729,0.28699919326392026,0.003023722449594972,0.20934806668445266
selective,0.4,13,selective_p0.4_r13,2848982264,3990283885,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_13.npz,results/phase4_core/states/selective/p0.4/rep_13.rng.json,e84f271b9a7f78b2bb196c7102fd417aecd6f1303d063f0639cc070931df1c9c,a9db95ff681f0b9580e54d0e6c0a3c467b783938840c0039b327e3862bd736b8,32.890625,0.268208935178769,0.08936590095849103,0.50431892492995,0.28643012800124346,0.002808526073374662,0.21788879692870655
selective,0.4,14,selective_p0.4_r14,2316654259,2199534890,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_14.npz,results/phase4_core/states/selective/p0.4/rep_14.rng.json,fd1d4fc6271d0c0304531361a73db6be521ca98a29b9e6088e1e3bd8c3cfff84,06e2c467b47dc5dcb5635ba5cd7b5c52073a248ca3706dd92132c7ede0a33e63,33.3796875,0.261155445870889,0.09131722371301573,0.49310374035360166,0.28689724338866024,0.0027479646037239115,0.20620649696494142
selective,0.4,15,selective_p0.4_r15,4193058476,1521996277,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_15.npz,results/phase4_core/states/selective/p0.4/rep_15.rng.json,05ec672bd1518ec21f0b7b275223f67f27192fa98b60399914395886c258fec9,03b6e49c25a1bf46e1f02a7acb269f8b62ff403165739e4d696db98e85ff56ce,32.67890625,0.26640056121267086,0.07645725411577235,0.5098090658653112,0.28764329258055604,0.003056241887835336,0.22216577328475512
selective,0.4,16,selective_p0.4_r16,4104918231,1188792019,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_16.npz,results/phase4_core/states/selective/p0.4/rep_16.rng.json,e19386f2466f546481011fde4907346bf7eefdf3b10de4b1290c56b9934e4030,22fbc7ac9e71892da53a87118c9ab9948091d4c12ff31ce2835ee899e67601d6,33.26328125,0.2707778208814178,0.08816178649595567,0.506590177420593,0.286937500641107,0.002908022714908509,0.21965267677948597
selective,0.4,17,selective_p0.4_r17,628564068,872340124,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_17.npz,results/phase4_core/states/selective/p0.4/rep_17.rng.json,f562c9fa29e0ea2c532d7a7604d92cf79e2848afb2940ccee541bdf60becd85e,75b51a51318b3656a9f64b2131ee5fc000fd4f40e687c72340b74434fca6a4a5,32.69765625,0.2719433443089635,0.09013273318194652,0.5067763130227809,0.2865990179926635,0.002764084227441739,0.2201772950301174
selective,0.4,18,selective_p0.4_r18,3816547131,3937022552,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_18.npz,results/phase4_core/states/selective/p0.4/rep_18.rng.json,a4a6c649dd2b391eb716eb406c94c5024fa2db77d9743b43381ef0c9093abffd,8dc7ca59762ade0c013587f8e40a12cdf3624874dca277b5b8c2529ab0321262,33.36015625,0.26598860010653136,0.08056518239467098,0.506297236631271,0.28701565232343773,0.002908956585292747,0.2192815843078333
selective,0.4,19,selective_p0.4_r19,796297319,1235792651,2026073104,0,200,results/phase4_core/states/selective/p0.4/rep_19.npz,results/phase4_core/states/selective/p0.4/rep_19.rng.json,7b7c6f8e20085630dcba9f79c774edf0fdd212b63ca2adb6e89c6a11f3074ff2,8c5dffa3831a7f385c8ab78332a0024d1b3527d22a912ba5bf21edaebc1da91c,32.7140625,0.2608050839849412,0.0919806668776831,0.4968853320596617,0.2860958430933627,0.0028449941116501965,0.21078948896629895
selective,0.5,0,selective_p0.5_r00,1294693757,2072973190,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_00.npz,results/phase4_core/states/selective/p0.5/rep_00.rng.json,033e22d83e11491827101d5f23fcc5d538e408884526a68a2f37cdf0ce86a9f1,be9c42c77a5087f58b2ed60c4658702deb3ede3b70b0f2b81c478445e19ad346,32.7015625,0.25928503790957724,0.11304456118140807,0.48994517224803025,0.2851446824865738,0.003059384209158327,0.20480048976145643
selective,0.5,1,selective_p0.5_r01,2590340947,171437891,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_01.npz,results/phase4_core/states/selective/p0.5/rep_01.rng.json,ce46fae1942a8800b0cb8931446d0bf08d3962ac3f9163bd07d6ec82ff3c2851,f4106f4a9b16398708a3ccc9d8996f1b4f86835d45703472b8136bcfae6625fa,33.11328125,0.2682829449152345,0.10131743648929391,0.5066318694768807,0.2861156372124134,0.0030315183753654635,0.22051623226446726
selective,0.5,2,selective_p0.5_r02,3417866185,3837484959,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_02.npz,results/phase4_core/states/selective/p0.5/rep_02.rng.json,0fa3f9d841c79903e548e8a551dc1cfa9bb804f0861ee38a80520b41ee6efff8,4ced269c7d75a1c4efd0b434a791a430bc285e5fdf9e70bf4acf12e184703404,32.7015625,0.26851107190407264,0.10135499628048866,0.5034195782425271,0.28599951927914247,0.00303697098928574,0.21742005896338468
selective,0.5,3,selective_p0.5_r03,3406614304,2164117940,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_03.npz,results/phase4_core/states/selective/p0.5/rep_03.rng.json,bf3dc956afcaf8a42dfe1c6fdd60aec6e85a7ea730811ab8ef1b2927265caccd,630407a2a57a0aac410c7c4e7db412c59ea8b03335cc2348b280434367793a82,32.8953125,0.26866033425209124,0.09534744474858234,0.5075771575613643,0.28604419430540473,0.003013044592529999,0.22153296325595961
selective,0.5,4,selective_p0.5_r04,2143473145,256305306,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_04.npz,results/phase4_core/states/selective/p0.5/rep_04.rng.json,7aa6e99941dca23a676609578bae93f51c9301371a7d256c710df86fc9543439,feb2069f5c131b445cd572f193aeb89cc0d82b46bd205fb8a9e82733d0356c28,32.6703125,0.2734634525390612,0.11147303369945824,0.50936495562291,0.2854773208564495,0.002932229063638908,0.22388763476646045
selective,0.5,5,selective_p0.5_r05,49709399,3393017231,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_05.npz,results/phase4_core/states/selective/p0.5/rep_05.rng.json,3a8b47d1b443baaa5216e01490688f7370e1178a0706b54c2ffbc83cf34c61e1,efe056d1ed26ec370120894267eca314d48c5f1dcfa4091df6987967109f200e,32.77421875,0.27358794198972713,0.11147092789440916,0.5067270524413203,0.2852840691588412,0.003176720442169587,0.22144298328247913
selective,0.5,6,selective_p0.5_r06,3706330676,2897221774,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_06.npz,results/phase4_core/states/selective/p0.5/rep_06.rng.json,e82cc617224093500bdb11298f97506739821c03c1fd01f1d33d33d2ec39dcec,3d8a495f6c4a2b07eb9baa6c66d520322a8dfefd31268fe6c6da17724a128d0e,33.35625,0.27168434282685827,0.10937449642473802,0.5035195359601644,0.2856781601410814,0.003160374815376171,0.21784137581908303
