inherit_prob,bootstrap_index,condition,reach_fraction,median_semantic_information_among_reached,median_censored_lower_bound,mean_value_of_information,n_reached,n_censored
0.3,1412,control,1.0,0.0,,0.0,20,0
0.3,1412,selective,1.0,0.5003726101096717,,5.728933919270835,20,0
0.3,1413,control,1.0,0.0,,0.0,20,0
0.3,1413,selective,1.0,0.5041809036664426,,5.7456684027777785,20,0
0.3,1414,control,1.0,0.0,,0.0,20,0
0.3,1414,selective,1.0,0.5041809036664426,,5.731787109375,20,0
0.3,1415,control,1.0,0.0,,0.0,20,0
0.3,1415,selective,1.0,0.5009100689755013,,5.728038194444444,20,0
0.3,1416,control,1.0,0.0,,0.0,20,0
0.3,1416,selective,1.0,0.5037400666489971,,5.73363986545139,20,0
0.3,1417,control,1.0,0.0,,0.0,20,0
0.3,1417,selective,1.0,0.5009295409972678,,5.71706814236111,20,0
0.3,1418,control,1.0,0.0,,0.0,20,0
0.3,1418,selective,1.0,0.5044075591491555,,5.742141927083334,20,0
0.3,1419,control,1.0,0.0,,0.0,20,0
0.3,1419,selective,1.0,0.5046267117208338,,5.740323350694446,20,0
0.3,1420,control,1.0,0.0,,0.0,20,0
0.3,1420,selective,1.0,0.5009100689755013,,5.726253255208335,20,0
0.3,1421,control,1.0,0.0,,0.0,20,0
0.3,1421,selective,1.0,0.5035134111662842,,5.725611979166667,20,0
0.3,1422,control,1.0,0.0,,0.0,20,0
0.3,1422,selective,1.0,0.5035134111662842,,5.750605468750001,20,0
0.3,1423,control,1.0,0.0,,0.0,20,0
0.3,1423,selective,1.0,0.5031635778510455,,5.7137570529513875,20,0
0.3,1424,control,1.0,0.0,,0.0,20,0
0.3,1424,selective,1.0,0.5009043368866473,,5.734805230034721,20,0
0.3,1425,control,1.0,0.0,,0.0,20,0
0.3,1425,selective,1.0,0.5009100689755013,,5.742654622395834,20,0
0.3,1426,control,1.0,0.0,,0.0,20,0
0.3,1426,selective,1.0,0.501900331887007,,5.7414751519097225,20,0
0.3,1427,control,1.0,0.0,,0.0,20,0
0.3,1427,selective,1.0,0.501900331887007,,5.726068250868056,20,0
0.3,1428,control,1.0,0.0,,0.0,20,0
0.3,1428,selective,1.0,0.501900331887007,,5.726260850694445,20,0
0.3,1429,control,1.0,0.0,,0.0,20,0
0.3,1429,selective,1.0,0.5009547451078883,,5.716995985243057,20,0
0.3,1430,control,1.0,0.0,,0.0,20,0
0.3,1430,selective,1.0,0.5034812370359653,,5.7360644531250005,20,0
0.3,1431,control,1.0,0.0,,0.0,20,0
0.3,1431,selective,1.0,0.5044075591491555,,5.727216254340278,20,0
0.3,1432,control,1.0,0.0,,0.0,20,0
0.3,1432,selective,1.0,0.5035134111662842,,5.735424262152778,20,0
0.3,1433,control,1.0,0.0,,0.0,20,0
0.3,1433,selective,1.0,0.5038310703512039,,5.7257400173611135,20,0
0.3,1434,control,1.0,0.0,,0.0,20,0
0.3,1434,selective,1.0,0.5028459186661257,,5.721810438368055,20,0
0.3,1435,control,1.0,0.0,,0.0,20,0
0.3,1435,selective,1.0,0.5031635778510455,,5.745182291666666,20,0
0.3,1436,control,1.0,0.0,,0.0,20,0
0.3,1436,selective,1.0,0.5009043368866473,,5.722964409722223,20,0
0.3,1437,control,1.0,0.0,,0.0,20,0
0.3,1437,selective,1.0,0.501900331887007,,5.7378976779513895,20,0
0.3,1438,control,1.0,0.0,,0.0,20,0
0.3,1438,selective,1.0,0.5031635778510455,,5.721812065972221,20,0
0.3,1439,control,1.0,0.0,,0.0,20,0
0.3,1439,selective,1.0,0.5040577258339167,,5.752315538194447,20,0
0.3,1440,control,1.0,0.0,,0.0,20,0
0.3,1440,selective,1.0,0.5009072029310743,,5.733854709201387,20,0
0.3,1441,control,1.0,0.0,,0.0,20,0
0.3,1441,selective,1.0,0.5018751277763864,,5.739211154513889,20,0
0.3,1442,control,1.0,0.0,,0.0,20,0
0.3,1442,selective,1.0,0.5009072029310743,,5.718551432291666,20,0
0.3,1443,control,1.0,0.0,,0.0,20,0
0.3,1443,selective,1.0,0.5035134111662842,,5.745610351562502,20,0
0.3,1444,control,1.0,0.0,,0.0,20,0
0.3,1444,selective,1.0,0.5034812370359653,,5.729253472222224,20,0
0.3,1445,control,1.0,0.0,,0.0,20,0
0.3,1445,selective,1.0,0.5028459186661257,,5.739317491319445,20,0
0.3,1446,control,1.0,0.0,,0.0,20,0
0.3,1446,selective,1.0,0.5009324070416947,,5.727152235243056,20,0
0.3,1447,control,1.0,0.0,,0.0,20,0
0.3,1447,selective,1.0,0.5008560146820458,,5.732447374131942,20,0
0.3,1448,control,1.0,0.0,,0.0,20,0
0.3,1448,selective,1.0,0.5038310703512039,,5.729089626736112,20,0
0.3,1449,control,1.0,0.0,,0.0,20,0
0.3,1449,selective,1.0,0.5009324070416947,,5.726583658854167,20,0
0.3,1450,control,1.0,0.0,,0.0,20,0
0.3,1450,selective,1.0,0.501900331887007,,5.747175564236113,20,0
0.3,1451,control,1.0,0.0,,0.0,20,0
0.3,1451,selective,1.0,0.5028459186661257,,5.716556532118055,20,0
0.3,1452,control,1.0,0.0,,0.0,20,0
0.3,1452,selective,1.0,0.4971872957073625,,5.713717990451391,20,0
0.3,1453,control,1.0,0.0,,0.0,20,0
0.3,1453,selective,1.0,0.5050127010620602,,5.739014756944447,20,0
0.3,1454,control,1.0,0.0,,0.0,20,0
0.3,1454,selective,1.0,0.5034812370359653,,5.714035915798613,20,0
0.3,1455,control,1.0,0.0,,0.0,20,0
0.3,1455,selective,1.0,0.5031635778510455,,5.743153211805556,20,0
0.3,1456,control,1.0,0.0,,0.0,20,0
0.3,1456,selective,1.0,0.5031635778510455,,5.74386447482639,20,0
0.3,1457,control,1.0,0.0,,0.0,20,0
0.3,1457,selective,1.0,0.504566893007669,,5.75783365885417,20,0
0.3,1458,control,1.0,0.0,,0.0,20,0
0.3,1458,selective,1.0,0.501900331887007,,5.714476453993058,20,0
0.3,1459,control,1.0,0.0,,0.0,20,0
0.3,1459,selective,1.0,0.5034812370359653,,5.72783474392361,20,0
0.3,1460,control,1.0,0.0,,0.0,20,0
0.3,1460,selective,1.0,0.5009072029310743,,5.7289019097222225,20,0
0.3,1461,control,1.0,0.0,,0.0,20,0
0.3,1461,selective,1.0,0.5008560146820458,,5.715058051215277,20,0
0.3,1462,control,1.0,0.0,,0.0,20,0
0.3,1462,selective,1.0,0.5040577258339167,,5.734773763020834,20,0
0.3,1463,control,1.0,0.0,,0.0,20,0
0.3,1463,selective,1.0,0.5018779938208136,,5.722640516493056,20,0
0.3,1464,control,1.0,0.0,,0.0,20,0
0.3,1464,selective,1.0,0.5031635778510455,,5.762298719618056,20,0
0.3,1465,control,1.0,0.0,,0.0,20,0
0.3,1465,selective,1.0,0.5031635778510455,,5.732287868923613,20,0
0.3,1466,control,1.0,0.0,,0.0,20,0
0.3,1466,selective,1.0,0.5038310703512039,,5.724290364583331,20,0
0.3,1467,control,1.0,0.0,,0.0,20,0
0.3,1467,selective,1.0,0.5018779938208136,,5.754238823784723,20,0
0.3,1468,control,1.0,0.0,,0.0,20,0
0.3,1468,selective,1.0,0.5038310703512039,,5.734100477430557,20,0
0.3,1469,control,1.0,0.0,,0.0,20,0
0.3,1469,selective,1.0,0.5031635778510455,,5.7213362630208335,20,0
0.3,1470,control,1.0,0.0,,0.0,20,0
0.3,1470,selective,1.0,0.5009295409972678,,5.735688476562501,20,0
0.3,1471,control,1.0,0.0,,0.0,20,0
0.3,1471,selective,1.0,0.5028459186661257,,5.722498914930554,20,0
0.3,1472,control,1.0,0.0,,0.0,20,0
0.3,1472,selective,1.0,0.502545486320972,,5.723629557291668,20,0
0.3,1473,control,1.0,0.0,,0.0,20,0
0.3,1473,selective,1.0,0.5009295409972678,,5.729781358506945,20,0
0.3,1474,control,1.0,0.0,,0.0,20,0
0.3,1474,selective,1.0,0.5009100689755013,,5.760275607638891,20,0
0.3,1475,control,1.0,0.0,,0.0,20,0
0.3,1475,selective,1.0,0.5031635778510455,,5.723911132812499,20,0
0.3,1476,control,1.0,0.0,,0.0,20,0
0.3,1476,selective,1.0,0.5009324070416947,,5.727189127604167,20,0
0.3,1477,control,1.0,0.0,,0.0,20,0
0.3,1477,selective,1.0,0.501900331887007,,5.730106879340278,20,0
0.3,1478,control,1.0,0.0,,0.0,20,0
0.3,1478,selective,1.0,0.5044075591491555,,5.729384765624999,20,0
0.3,1479,control,1.0,0.0,,0.0,20,0
0.3,1479,selective,1.0,0.5035134111662842,,5.737808159722223,20,0
0.3,1480,control,1.0,0.0,,0.0,20,0
0.3,1480,selective,1.0,0.5038310703512039,,5.723256293402781,20,0
0.3,1481,control,1.0,0.0,,0.0,20,0
0.3,1481,selective,1.0,0.5009100689755013,,5.72900607638889,20,0
0.3,1482,control,1.0,0.0,,0.0,20,0
0.3,1482,selective,1.0,0.5044075591491555,,5.7310997178819445,20,0
0.3,1483,control,1.0,0.0,,0.0,20,0
0.3,1483,selective,1.0,0.5009072029310743,,5.739770507812501,20,0
0.3,1484,control,1.0,0.0,,0.0,20,0
0.3,1484,selective,1.0,0.5034812370359653,,5.7371044921875,20,0
0.3,1485,control,1.0,0.0,,0.0,20,0
0.3,1485,selective,1.0,0.501900331887007,,5.7424484592013885,20,0
0.3,1486,control,1.0,0.0,,0.0,20,0
0.3,1486,selective,1.0,0.5008801757843465,,5.7295616319444465,20,0
0.3,1487,control,1.0,0.0,,0.0,20,0
0.3,1487,selective,1.0,0.5031635778510455,,5.7359130859375,20,0
0.3,1488,control,1.0,0.0,,0.0,20,0
0.3,1488,selective,1.0,0.5038310703512039,,5.732394205729169,20,0
0.3,1489,control,1.0,0.0,,0.0,20,0
0.3,1489,selective,1.0,0.5018779938208136,,5.75034125434028,20,0
0.3,1490,control,1.0,0.0,,0.0,20,0
0.3,1490,selective,1.0,0.5003697440652447,,5.75003472222222,20,0
0.3,1491,control,1.0,0.0,,0.0,20,0
0.3,1491,selective,1.0,0.5009324070416947,,5.733736979166665,20,0
0.3,1492,control,1.0,0.0,,0.0,20,0
0.3,1492,selective,1.0,0.5031635778510455,,5.711851128472222,20,0
0.3,1493,control,1.0,0.0,,0.0,20,0
0.3,1493,selective,1.0,0.5035134111662842,,5.7441265190972235,20,0
0.3,1494,control,1.0,0.0,,0.0,20,0
0.3,1494,selective,1.0,0.5028459186661257,,5.703787977430556,20,0
0.3,1495,control,1.0,0.0,,0.0,20,0
0.3,1495,selective,1.0,0.5046917817228336,,5.722501085069448,20,0
0.3,1496,control,1.0,0.0,,0.0,20,0
0.3,1496,selective,1.0,0.5038310703512039,,5.741148003472222,20,0
0.3,1497,control,1.0,0.0,,0.0,20,0
0.3,1497,selective,1.0,0.5038310703512039,,5.7202381727430565,20,0
0.3,1498,control,1.0,0.0,,0.0,20,0
0.3,1498,selective,1.0,0.5018509666740858,,5.73298828125,20,0
0.3,1499,control,1.0,0.0,,0.0,20,0
0.3,1499,selective,1.0,0.5009043368866473,,5.732276475694446,20,0
0.3,1500,control,1.0,0.0,,0.0,20,0
0.3,1500,selective,1.0,0.5025678243871654,,5.710284830729167,20,0
0.3,1501,control,1.0,0.0,,0.0,20,0
0.3,1501,selective,1.0,0.5009547451078883,,5.73603298611111,20,0
0.3,1502,control,1.0,0.0,,0.0,20,0
0.3,1502,selective,1.0,0.5031635778510455,,5.728472764756946,20,0
0.3,1503,control,1.0,0.0,,0.0,20,0
0.3,1503,selective,1.0,0.5035134111662842,,5.754945203993055,20,0
0.3,1504,control,1.0,0.0,,0.0,20,0
0.3,1504,selective,1.0,0.5009072029310743,,5.724493272569442,20,0
0.3,1505,control,1.0,0.0,,0.0,20,0
0.3,1505,selective,1.0,0.501900331887007,,5.7378927951388885,20,0
0.3,1506,control,1.0,0.0,,0.0,20,0
0.3,1506,selective,1.0,0.5009072029310743,,5.719388563368056,20,0
0.3,1507,control,1.0,0.0,,0.0,20,0
0.3,1507,selective,1.0,0.5009043368866473,,5.723880750868057,20,0
0.3,1508,control,1.0,0.0,,0.0,20,0
0.3,1508,selective,1.0,0.501900331887007,,5.729717339409723,20,0
0.3,1509,control,1.0,0.0,,0.0,20,0
0.3,1509,selective,1.0,0.5035134111662842,,5.751643337673611,20,0
0.3,1510,control,1.0,0.0,,0.0,20,0
0.3,1510,selective,1.0,0.5041809036664426,,5.752291124131945,20,0
0.3,1511,control,1.0,0.0,,0.0,20,0
0.3,1511,selective,1.0,0.5034812370359653,,5.724312065972223,20,0
0.3,1512,control,1.0,0.0,,0.0,20,0
0.3,1512,selective,1.0,0.5038310703512039,,5.737679578993057,20,0
0.3,1513,control,1.0,0.0,,0.0,20,0
0.3,1513,selective,1.0,0.5038310703512039,,5.727915581597223,20,0
0.3,1514,control,1.0,0.0,,0.0,20,0
0.3,1514,selective,1.0,0.5038310703512039,,5.752637803819447,20,0
0.3,1515,control,1.0,0.0,,0.0,20,0
0.3,1515,selective,1.0,0.5009072029310743,,5.738886176215279,20,0
0.3,1516,control,1.0,0.0,,0.0,20,0
0.3,1516,selective,1.0,0.5003726101096717,,5.712218967013888,20,0
0.3,1517,control,1.0,0.0,,0.0,20,0
0.3,1517,selective,1.0,0.5034812370359653,,5.724064127604168,20,0
0.3,1518,control,1.0,0.0,,0.0,20,0
0.3,1518,selective,1.0,0.5018779938208136,,5.745860460069444,20,0
0.3,1519,control,1.0,0.0,,0.0,20,0
0.3,1519,selective,1.0,0.5009072029310743,,5.7490836588541665,20,0
0.3,1520,control,1.0,0.0,,0.0,20,0
0.3,1520,selective,1.0,0.5008801757843465,,5.738650173611111,20,0
0.3,1521,control,1.0,0.0,,0.0,20,0
0.3,1521,selective,1.0,0.5022179910719268,,5.728174913194446,20,0
0.3,1522,control,1.0,0.0,,0.0,20,0
0.3,1522,selective,1.0,0.5008560146820458,,5.735132378472223,20,0
0.3,1523,control,1.0,0.0,,0.0,20,0
0.3,1523,selective,1.0,0.5009324070416947,,5.73128634982639,20,0
0.3,1524,control,1.0,0.0,,0.0,20,0
0.3,1524,selective,1.0,0.504566893007669,,5.754160156250002,20,0
0.3,1525,control,1.0,0.0,,0.0,20,0
0.3,1525,selective,1.0,0.5022179910719268,,5.7363530815972235,20,0
0.3,1526,control,1.0,0.0,,0.0,20,0
0.3,1526,selective,1.0,0.5025678243871654,,5.725996636284724,20,0
0.3,1527,control,1.0,0.0,,0.0,20,0
0.3,1527,selective,1.0,0.5009100689755013,,5.7241069878472235,20,0
0.3,1528,control,1.0,0.0,,0.0,20,0
0.3,1528,selective,1.0,0.5046342146318683,,5.733538953993056,20,0
0.3,1529,control,1.0,0.0,,0.0,20,0
0.3,1529,selective,1.0,0.5038310703512039,,5.722472873263891,20,0
0.3,1530,control,1.0,0.0,,0.0,20,0
0.3,1530,selective,1.0,0.5038310703512039,,5.7255224609374995,20,0
0.3,1531,control,1.0,0.0,,0.0,20,0
0.3,1531,selective,1.0,0.5009324070416947,,5.7287836371527785,20,0
0.3,1532,control,1.0,0.0,,0.0,20,0
0.3,1532,selective,1.0,0.5018509666740858,,5.734466145833333,20,0
0.3,1533,control,1.0,0.0,,0.0,20,0
0.3,1533,selective,1.0,0.501900331887007,,5.751998697916667,20,0
0.3,1534,control,1.0,0.0,,0.0,20,0
0.3,1534,selective,1.0,0.5031635778510455,,5.725721028645834,20,0
0.3,1535,control,1.0,0.0,,0.0,20,0
0.3,1535,selective,1.0,0.5009072029310743,,5.714938151041665,20,0
0.3,1536,control,1.0,0.0,,0.0,20,0
0.3,1536,selective,1.0,0.5038310703512039,,5.730320095486111,20,0
0.3,1537,control,1.0,4.004283129768646e-17,,0.0,20,0
0.3,1537,selective,1.0,0.5028459186661257,,5.7408219401041665,20,0
0.3,1538,control,1.0,0.0,,0.0,20,0
0.3,1538,selective,1.0,0.501900331887007,,5.742190755208334,20,0
0.3,1539,control,1.0,0.0,,0.0,20,0
0.3,1539,selective,1.0,0.5008560146820458,,5.735437825520833,20,0
0.3,1540,control,1.0,0.0,,0.0,20,0
0.3,1540,selective,1.0,0.5009072029310743,,5.734128146701389,20,0
0.3,1541,control,1.0,0.0,,0.0,20,0
0.3,1541,selective,1.0,0.5031635778510455,,5.732983940972223,20,0
0.3,1542,control,1.0,0.0,,0.0,20,0
0.3,1542,selective,1.0,0.5009072029310743,,5.745196940104165,20,0
0.3,1543,control,1.0,0.0,,0.0,20,0
0.3,1543,selective,1.0,0.5018751277763864,,5.7468462456597225,20,0
0.3,1544,control,1.0,0.0,,0.0,20,0
0.3,1544,selective,1.0,0.5034812370359653,,5.746552734375001,20,0
0.3,1545,control,1.0,0.0,,0.0,20,0
0.3,1545,selective,1.0,0.5021927869613063,,5.7403700086805545,20,0
0.3,1546,control,1.0,0.0,,0.0,20,0
0.3,1546,selective,1.0,0.5003697440652447,,5.707681749131944,20,0
0.3,1547,control,1.0,0.0,,0.0,20,0
0.3,1547,selective,1.0,0.501900331887007,,5.7505615234375,20,0
0.3,1548,control,1.0,0.0,,0.0,20,0
0.3,1548,selective,1.0,0.5008801757843465,,5.728268229166668,20,0
0.3,1549,control,1.0,0.0,,0.0,20,0
0.3,1549,selective,1.0,0.5031635778510455,,5.738033854166668,20,0
0.3,1550,control,1.0,0.0,,0.0,20,0
0.3,1550,selective,1.0,0.5028459186661257,,5.732267252604168,20,0
0.3,1551,control,1.0,0.0,,0.0,20,0
0.3,1551,selective,1.0,0.5028459186661257,,5.708490668402779,20,0
0.3,1552,control,1.0,0.0,,0.0,20,0
0.3,1552,selective,1.0,0.5018751277763864,,5.724616427951387,20,0
0.3,1553,control,1.0,0.0,,0.0,20,0
0.3,1553,selective,1.0,0.5031635778510455,,5.736524522569445,20,0
0.3,1554,control,1.0,0.0,,0.0,20,0
0.3,1554,selective,1.0,0.5044075591491555,,5.729557834201392,20,0
0.3,1555,control,1.0,0.0,,0.0,20,0
0.3,1555,selective,1.0,0.5009043368866473,,5.72770779079861,20,0
0.3,1556,control,1.0,0.0,,0.0,20,0
0.3,1556,selective,1.0,0.5038310703512039,,5.736232638888891,20,0
0.3,1557,control,1.0,0.0,,0.0,20,0
0.3,1557,selective,1.0,0.5008560146820458,,5.721460503472223,20,0
0.3,1558,control,1.0,0.0,,0.0,20,0
0.3,1558,selective,1.0,0.5038310703512039,,5.735052625868057,20,0
0.3,1559,control,1.0,0.0,,0.0,20,0
0.3,1559,selective,1.0,0.5046342146318683,,5.740931532118057,20,0
0.3,1560,control,1.0,0.0,,0.0,20,0
0.3,1560,selective,1.0,0.5009324070416947,,5.736088324652777,20,0
0.3,1561,control,1.0,0.0,,0.0,20,0
0.3,1561,selective,1.0,0.5009072029310743,,5.743279079861111,20,0
0.3,1562,control,1.0,0.0,,0.0,20,0
0.3,1562,selective,1.0,0.5046342146318683,,5.732091471354169,20,0
0.3,1563,control,1.0,0.0,,0.0,20,0
0.3,1563,selective,1.0,0.5031635778510455,,5.720440538194444,20,0
0.3,1564,control,1.0,0.0,,0.0,20,0
0.3,1564,selective,1.0,0.5009072029310743,,5.733771158854166,20,0
0.3,1565,control,1.0,0.0,,0.0,20,0
0.3,1565,selective,1.0,0.5044075591491555,,5.7427327473958325,20,0
0.3,1566,control,1.0,0.0,,0.0,20,0
0.3,1566,selective,1.0,0.5031635778510455,,5.725324435763889,20,0
0.3,1567,control,1.0,0.0,,0.0,20,0
0.3,1567,selective,1.0,0.501900331887007,,5.746146918402777,20,0
0.3,1568,control,1.0,0.0,,0.0,20,0
0.3,1568,selective,1.0,0.500905379894967,,5.7299462890625,20,0
0.3,1569,control,1.0,0.0,,0.0,20,0
0.3,1569,selective,1.0,0.5037400666489971,,5.731433376736112,20,0
0.3,1570,control,1.0,0.0,,0.0,20,0
0.3,1570,selective,1.0,0.5009324070416947,,5.715117187500002,20,0
0.3,1571,control,1.0,0.0,,0.0,20,0
0.3,1571,selective,1.0,0.5022179910719268,,5.743835177951389,20,0
0.3,1572,control,1.0,0.0,,0.0,20,0
0.3,1572,selective,1.0,0.501900331887007,,5.738599175347225,20,0
0.3,1573,control,1.0,0.0,,0.0,20,0
0.3,1573,selective,1.0,0.5041809036664426,,5.739010416666669,20,0
0.3,1574,control,1.0,0.0,,0.0,20,0
0.3,1574,selective,1.0,0.5028459186661257,,5.729738498263887,20,0
0.3,1575,control,1.0,0.0,,0.0,20,0
0.3,1575,selective,1.0,0.5003697440652447,,5.725109049479167,20,0
0.3,1576,control,1.0,0.0,,0.0,20,0
0.3,1576,selective,1.0,0.5009324070416947,,5.717064344618055,20,0
0.3,1577,control,1.0,0.0,,0.0,20,0
0.3,1577,selective,1.0,0.5038310703512039,,5.745366753472224,20,0
0.3,1578,control,1.0,0.0,,0.0,20,0
0.3,1578,selective,1.0,0.501900331887007,,5.7279638671875,20,0
0.3,1579,control,1.0,0.0,,0.0,20,0
0.3,1579,selective,1.0,0.5008801757843465,,5.7375265842013885,20,0
0.3,1580,control,1.0,0.0,,0.0,20,0
0.3,1580,selective,1.0,0.5028459186661257,,5.737856445312502,20,0
0.3,1581,control,1.0,0.0,,0.0,20,0
0.3,1581,selective,1.0,0.5009324070416947,,5.7403862847222245,20,0
0.3,1582,control,1.0,0.0,,0.0,20,0
0.3,1582,selective,1.0,0.5009100689755013,,5.725303819444443,20,0
0.3,1583,control,1.0,0.0,,0.0,20,0
0.3,1583,selective,1.0,0.5034812370359653,,5.737713758680556,20,0
0.3,1584,control,1.0,0.0,,0.0,20,0
0.3,1584,selective,1.0,0.5008830418287735,,5.733317057291669,20,0
0.3,1585,control,1.0,0.0,,0.0,20,0
0.3,1585,selective,1.0,0.5009547451078883,,5.709301215277778,20,0
0.3,1586,control,1.0,0.0,,0.0,20,0
0.3,1586,selective,1.0,0.5038310703512039,,5.751707899305556,20,0
0.3,1587,control,1.0,0.0,,0.0,20,0
0.3,1587,selective,1.0,0.4990216551947041,,5.720942925347224,20,0
0.3,1588,control,1.0,0.0,,0.0,20,0
0.3,1588,selective,1.0,0.5021927869613063,,5.760983072916668,20,0
0.3,1589,control,1.0,0.0,,0.0,20,0
0.3,1589,selective,1.0,0.501900331887007,,5.743370768229167,20,0
0.3,1590,control,1.0,0.0,,0.0,20,0
0.3,1590,selective,1.0,0.5034812370359653,,5.714790039062498,20,0
0.3,1591,control,1.0,0.0,,0.0,20,0
0.3,1591,selective,1.0,0.5028459186661257,,5.717615559895833,20,0
0.3,1592,control,1.0,0.0,,0.0,20,0
0.3,1592,selective,1.0,0.5038310703512039,,5.717582465277781,20,0
0.3,1593,control,1.0,0.0,,0.0,20,0
0.3,1593,selective,1.0,0.5025678243871654,,5.719300130208334,20,0
0.3,1594,control,1.0,0.0,,0.0,20,0
0.3,1594,selective,1.0,0.4998351512438421,,5.719032660590278,20,0
0.3,1595,control,1.0,0.0,,0.0,20,0
0.3,1595,selective,1.0,0.501900331887007,,5.736769748263887,20,0
0.3,1596,control,1.0,0.0,,0.0,20,0
0.3,1596,selective,1.0,0.5038310703512039,,5.745124240451391,20,0
0.3,1597,control,1.0,0.0,,0.0,20,0
0.3,1597,selective,1.0,0.5009324070416947,,5.734119466145835,20,0
0.3,1598,control,1.0,0.0,,0.0,20,0
0.3,1598,selective,1.0,0.5018779938208136,,5.738886718750001,20,0
0.3,1599,control,1.0,0.0,,0.0,20,0
0.3,1599,selective,1.0,0.5038310703512039,,5.737290581597224,20,0
0.3,1600,control,1.0,0.0,,0.0,20,0
0.3,1600,selective,1.0,0.5038310703512039,,5.731488715277779,20,0
0.3,1601,control,1.0,0.0,,0.0,20,0
0.3,1601,selective,1.0,0.5028459186661257,,5.743289388020832,20,0
0.3,1602,control,1.0,0.0,,0.0,20,0
0.3,1602,selective,1.0,0.5018779938208136,,5.72696994357639,20,0
0.3,1603,control,1.0,0.0,,0.0,20,0
0.3,1603,selective,1.0,0.5049528823488953,,5.723093532986114,20,0
0.3,1604,control,1.0,0.0,,0.0,20,0
0.3,1604,selective,1.0,0.5009324070416947,,5.70572048611111,20,0
0.3,1605,control,1.0,0.0,,0.0,20,0
0.3,1605,selective,1.0,0.5009324070416947,,5.707563476562501,20,0
0.3,1606,control,1.0,0.0,,0.0,20,0
0.3,1606,selective,1.0,0.502545486320972,,5.747197808159724,20,0
0.3,1607,control,1.0,0.0,,0.0,20,0
0.3,1607,selective,1.0,0.5021956530057332,,5.722361653645834,20,0
0.3,1608,control,1.0,0.0,,0.0,20,0
0.3,1608,selective,1.0,0.5009324070416947,,5.753119032118057,20,0
0.3,1609,control,1.0,0.0,,0.0,20,0
0.3,1609,selective,1.0,0.5046342146318683,,5.747405598958335,20,0
0.3,1610,control,1.0,0.0,,0.0,20,0
0.3,1610,selective,1.0,0.5041809036664426,,5.729230685763891,20,0
0.3,1611,control,1.0,0.0,,0.0,20,0
0.3,1611,selective,1.0,0.5022179910719268,,5.746966145833336,20,0
0.3,1612,control,1.0,0.0,,0.0,20,0
0.3,1612,selective,1.0,0.5028459186661257,,5.729645182291668,20,0
0.3,1613,control,1.0,0.0,,0.0,20,0
0.3,1613,selective,1.0,0.5003726101096717,,5.729161241319446,20,0
0.3,1614,control,1.0,0.0,,0.0,20,0
0.3,1614,selective,1.0,0.5018751277763864,,5.752833658854167,20,0
0.3,1615,control,1.0,0.0,,0.0,20,0
0.3,1615,selective,1.0,0.501900331887007,,5.726195746527776,20,0
0.3,1616,control,1.0,0.0,,0.0,20,0
0.3,1616,selective,1.0,0.5046342146318683,,5.720046657986112,20,0
0.3,1617,control,1.0,0.0,,0.0,20,0
0.3,1617,selective,1.0,0.5009547451078883,,5.725315212673611,20,0
0.3,1618,control,1.0,4.004283129768646e-17,,0.0,20,0
0.3,1618,selective,1.0,0.500345582962944,,5.73474663628472,20,0
0.3,1619,control,1.0,0.0,,0.0,20,0
0.3,1619,selective,1.0,0.504566893007669,,5.739916449652779,20,0
0.3,1620,control,1.0,0.0,,0.0,20,0
0.3,1620,selective,1.0,0.4990216551947041,,5.7491357421875,20,0
0.3,1621,control,1.0,0.0,,0.0,20,0
0.3,1621,selective,1.0,0.5009324070416947,,5.729133572048614,20,0
0.3,1622,control,1.0,0.0,,0.0,20,0
0.3,1622,selective,1.0,0.5050127010620602,,5.742649739583337,20,0
0.3,1623,control,1.0,0.0,,0.0,20,0
0.3,1623,selective,1.0,0.4990216551947041,,5.711661241319444,20,0
0.3,1624,control,1.0,0.0,,0.0,20,0
0.3,1624,selective,1.0,0.5031635778510455,,5.750581054687503,20,0
0.3,1625,control,1.0,0.0,,0.0,20,0
0.3,1625,selective,1.0,0.5003697440652447,,5.716677517361111,20,0
0.3,1626,control,1.0,0.0,,0.0,20,0
0.3,1626,selective,1.0,0.5028459186661257,,5.727866753472223,20,0
0.3,1627,control,1.0,0.0,,0.0,20,0
0.3,1627,selective,1.0,0.5009100689755013,,5.716337890624997,20,0
0.3,1628,control,1.0,0.0,,0.0,20,0
0.3,1628,selective,1.0,0.5018751277763864,,5.744762369791667,20,0
0.3,1629,control,1.0,0.0,,0.0,20,0
0.3,1629,selective,1.0,0.5009072029310743,,5.741791449652777,20,0
0.3,1630,control,1.0,0.0,,0.0,20,0
0.3,1630,selective,1.0,0.5022179910719268,,5.726081814236112,20,0
0.3,1631,control,1.0,0.0,,0.0,20,0
0.3,1631,selective,1.0,0.5038310703512039,,5.739788953993056,20,0
0.3,1632,control,1.0,0.0,,0.0,20,0
0.3,1632,selective,1.0,0.5008801757843465,,5.746858181423613,20,0
0.3,1633,control,1.0,0.0,,0.0,20,0
0.3,1633,selective,1.0,0.5009324070416947,,5.721865234375002,20,0
0.3,1634,control,1.0,0.0,,0.0,20,0
0.3,1634,selective,1.0,0.5034812370359653,,5.707794596354168,20,0
0.3,1635,control,1.0,0.0,,0.0,20,0
0.3,1635,selective,1.0,0.5034812370359653,,5.709836154513892,20,0
0.3,1636,control,1.0,0.0,,0.0,20,0
