condition,viability_def,inherit_prob,method,analysis_role,count,mean,median,std,min,max
selective,mean_future_fitness,0.3,balanced_random_group,primary,168,27.418343874007935,27.31407877604167,0.29197406658335434,27.062109374999995,28.2685546875
selective,mean_future_fitness,0.3,kmeans_profile,diagnostic_function_preserving,168,30.879193212115574,31.435432942708335,1.6192562763561167,27.0134765625,32.710156250000004
selective,mean_future_fitness,0.3,prefix_group,primary,168,27.62759564112103,27.34705403645833,0.6196178945094326,26.98346354166667,29.178776041666666
selective,mean_future_fitness,0.4,affinity_rank_group,primary,168,27.401218959263392,27.303059895833332,0.30802019055590596,27.008333333333336,28.305078125
selective,mean_future_fitness,0.4,balanced_random_group,primary,168,27.41339169456845,27.319628906250003,0.3034694205499957,27.036848958333334,28.33880208333333
selective,mean_future_fitness,0.4,kmeans_profile,diagnostic_function_preserving,168,30.906322660900297,31.398844401041664,1.6085118829143326,27.08232421875,32.7037109375
selective,mean_future_fitness,0.4,prefix_group,primary,168,27.635384889632935,27.37010091145833,0.6096247953914004,27.05501302083333,29.30208333333333
selective,mean_future_fitness,0.5,affinity_rank_group,primary,168,27.40562937903026,27.2998046875,0.2995888975554669,27.02669270833333,28.40628255208333
selective,mean_future_fitness,0.5,balanced_random_group,primary,168,27.41084701295883,27.318994140624994,0.28072455569148824,26.997102864583336,28.2462890625
selective,mean_future_fitness,0.5,kmeans_profile,diagnostic_function_preserving,168,30.900698513454863,31.460237630208336,1.6217674726442104,27.11334635416667,32.71165364583334
selective,mean_future_fitness,0.5,prefix_group,primary,168,27.620794193328372,27.331201171875,0.6149181081306508,26.93095703125,29.16350911458333
selective,mean_future_fitness,0.6,affinity_rank_group,primary,168,27.41182609437004,27.29430338541667,0.30722517113901304,26.99853515625,28.352636718749995
selective,mean_future_fitness,0.6,balanced_random_group,primary,168,27.40370841858879,27.296923828125,0.2965712502865215,27.028125,28.299283854166664
selective,mean_future_fitness,0.6,kmeans_profile,diagnostic_function_preserving,168,30.92299572172619,31.437093098958332,1.6504140345702678,27.027506510416668,32.79098307291667
selective,mean_future_fitness,0.6,prefix_group,primary,168,27.639636424231153,27.37584635416667,0.6127505166361209,26.95856119791667,29.224511718750005
selective,mean_future_fitness,0.7,affinity_rank_group,primary,168,27.404149034288192,27.293131510416664,0.3077512193338242,26.972330729166668,28.34124348958333
selective,mean_future_fitness,0.7,balanced_random_group,primary,168,27.411102973090276,27.3017578125,0.3103670876871553,27.01077473958333,28.296777343750005
selective,mean_future_fitness,0.7,kmeans_profile,diagnostic_function_preserving,168,30.938988676525295,31.507698567708335,1.6545200665143225,26.9572265625,32.97828776041667
selective,mean_future_fitness,0.7,prefix_group,primary,168,27.623372202070932,27.36380208333333,0.631140103495902,27.003287760416665,29.27161458333333
selective,mean_future_fitness,0.8,affinity_rank_group,primary,168,27.41163581969246,27.3037109375,0.3191940436081646,26.992447916666663,28.479850260416665
selective,mean_future_fitness,0.8,balanced_random_group,primary,168,27.42184361049107,27.306396484375,0.3059220605832903,27.01555989583333,28.34752604166667
selective,mean_future_fitness,0.8,kmeans_profile,diagnostic_function_preserving,168,30.994006541418653,31.565771484375,1.7082956268486333,26.98177083333333,32.96184895833333
selective,mean_future_fitness,0.8,prefix_group,primary,168,27.63853294735863,27.350276692708334,0.629325954248064,27.0458984375,29.32923177083333
selective,mean_future_fitness,0.9,affinity_rank_group,primary,168,27.444663783482145,27.293131510416664,0.36881810414954147,26.91956380208333,28.62799479166667
selective,mean_future_fitness,0.9,balanced_random_group,primary,168,27.448243543836806,27.320572916666663,0.3518719298501023,26.9767578125,28.51748046875
selective,mean_future_fitness,0.9,kmeans_profile,diagnostic_function_preserving,168,31.404140896267364,32.11344401041667,1.9396559542810168,27.053938802083326,34.658984375
selective,mean_future_fitness,0.9,prefix_group,primary,168,27.69321792844742,27.358219401041666,0.7048303819098799,26.973600260416664,29.85810546875
selective,mean_future_fitness,1.0,affinity_rank_group,primary,168,27.438356236049106,27.257666015625,0.5533012621436262,26.60651041666667,30.313444010416664
selective,mean_future_fitness,1.0,balanced_random_group,primary,168,27.621034071180556,27.401318359374997,0.6558182496710436,26.613671875000005,29.88414713541667
selective,mean_future_fitness,1.0,kmeans_profile,diagnostic_function_preserving,168,34.069728306361604,34.962711588541666,3.2549628506611854,27.06201171875,40.55556640625
selective,mean_future_fitness,1.0,prefix_group,primary,168,28.078381928943454,27.55139973958334,1.2282141800973017,26.382063802083334,31.761816406249995
control,mean_future_fitness,0.1,affinity_rank_group,primary,168,27.142394244481643,27.1462890625,0.0818615106394019,26.958040364583336,27.34404296875
control,mean_future_fitness,0.1,balanced_random_group,primary,168,27.152611335875495,27.160872395833337,0.08347238109496713,26.921484374999995,27.311621093749995
control,mean_future_fitness,0.1,kmeans_profile,diagnostic_function_preserving,168,27.1323248000372,27.127164713541667,0.07631622010926524,26.930826822916668,27.302897135416668
control,mean_future_fitness,0.1,prefix_group,primary,168,27.142249310205855,27.143782552083337,0.08515085709131179,26.872721354166668,27.421647135416663
control,mean_future_fitness,0.2,affinity_rank_group,primary,168,27.144679865761407,27.140592447916667,0.07535070019724768,26.98492838541667,27.340299479166664
control,mean_future_fitness,0.2,balanced_random_group,primary,168,27.14713890438988,27.139729817708336,0.07814405802771932,26.962499999999995,27.384537760416663
control,mean_future_fitness,0.2,kmeans_profile,diagnostic_function_preserving,168,27.132885548425097,27.144482421875,0.08953520386722406,26.9384765625,27.40315755208333
control,mean_future_fitness,0.2,prefix_group,primary,168,27.13462882874504,27.148876953125,0.09331941141825453,26.899999999999995,27.350358072916663
control,mean_future_fitness,0.3,affinity_rank_group,primary,168,27.137227957589282,27.136962890625,0.07832195589994154,26.943098958333337,27.401399739583336
control,mean_future_fitness,0.3,balanced_random_group,primary,168,27.126955643911213,27.119498697916665,0.07899493500147067,26.939192708333334,27.32965494791667
control,mean_future_fitness,0.3,kmeans_profile,diagnostic_function_preserving,168,27.14336693173363,27.145458984374997,0.08816062999904625,26.90009765625,27.382617187500003
control,mean_future_fitness,0.3,prefix_group,primary,168,27.13949032738095,27.147249348958333,0.0856757865758024,26.915266927083337,27.40540364583333
control,mean_future_fitness,0.4,affinity_rank_group,primary,168,27.133341277591768,27.136197916666667,0.08495956642068575,26.903580729166663,27.41956380208333
control,mean_future_fitness,0.4,balanced_random_group,primary,168,27.140582566034226,27.144401041666665,0.0806230911802246,26.931119791666664,27.355696614583334
control,mean_future_fitness,0.4,kmeans_profile,diagnostic_function_preserving,168,27.152337743365575,27.154069010416663,0.088134392536481,26.918196614583337,27.39632161458333
control,mean_future_fitness,0.4,prefix_group,primary,168,27.129525902157734,27.131119791666663,0.07940340556035719,26.945214843750005,27.33287760416667
control,mean_future_fitness,0.5,affinity_rank_group,primary,168,27.144443088107636,27.14099934895833,0.07770114985931295,26.905859374999995,27.337369791666664
control,mean_future_fitness,0.5,balanced_random_group,primary,168,27.137830171130954,27.131917317708336,0.08894565158984823,26.91956380208333,27.35341796875
control,mean_future_fitness,0.5,kmeans_profile,diagnostic_function_preserving,168,27.13788888113839,27.142578125,0.08040795771136816,26.916666666666668,27.33831380208333
control,mean_future_fitness,0.5,prefix_group,primary,168,27.130662706163196,27.126025390625,0.08073071120597251,26.960123697916668,27.35712890625
control,mean_future_fitness,0.6,affinity_rank_group,primary,168,27.133435833643354,27.131184895833336,0.07697126111178978,26.90930989583333,27.380143229166663
control,mean_future_fitness,0.6,balanced_random_group,primary,168,27.133902607266865,27.135286458333333,0.08958179561186688,26.91533203125,27.365332031249995
control,mean_future_fitness,0.6,kmeans_profile,diagnostic_function_preserving,168,27.14620826357887,27.147281901041666,0.08807312115749956,26.939843750000005,27.44641927083333
control,mean_future_fitness,0.6,prefix_group,primary,168,27.137312825520834,27.13878580729167,0.08238808669651812,26.925455729166668,27.34287109375
control,mean_future_fitness,0.7,affinity_rank_group,primary,168,27.138974144345237,27.14417317708333,0.08990291977874913,26.878678385416663,27.375162760416668
control,mean_future_fitness,0.7,balanced_random_group,primary,168,27.13494853670635,27.135709635416667,0.0830119116458752,26.93391927083333,27.3505859375
control,mean_future_fitness,0.7,kmeans_profile,diagnostic_function_preserving,168,27.14042794363839,27.141406250000003,0.07770179064123518,26.962369791666664,27.335709635416663
control,mean_future_fitness,0.7,prefix_group,primary,168,27.14810791015625,27.14637044270833,0.07176405884554164,26.89069010416667,27.327897135416663
control,mean_future_fitness,0.8,affinity_rank_group,primary,168,27.14933190724206,27.151708984375,0.07664503657876612,26.84088541666667,27.38024088541667
control,mean_future_fitness,0.8,balanced_random_group,primary,168,27.136624775235614,27.129215494791666,0.0857328080862856,26.865104166666665,27.34192708333333
control,mean_future_fitness,0.8,kmeans_profile,diagnostic_function_preserving,168,27.13995787605407,27.145524088541663,0.08351832561344016,26.89013671875,27.34026692708333
control,mean_future_fitness,0.8,prefix_group,primary,168,27.132652452256945,27.133821614583333,0.08254476106624714,26.90638020833333,27.33216145833333
control,mean_future_fitness,0.9,affinity_rank_group,primary,168,27.14300556485615,27.146891276041668,0.07589207380605084,26.96520182291667,27.336588541666668
control,mean_future_fitness,0.9,balanced_random_group,primary,168,27.148932175409225,27.148014322916666,0.08867584680067384,26.912890625,27.35071614583333
control,mean_future_fitness,0.9,kmeans_profile,diagnostic_function_preserving,168,27.14395286923363,27.147135416666664,0.0814447172882716,26.91943359375,27.3541015625
control,mean_future_fitness,0.9,prefix_group,primary,168,27.142540535094245,27.137923177083337,0.07735300023222365,26.91442057291667,27.369889322916663
control,mean_future_fitness,1.0,affinity_rank_group,primary,168,27.142003038194442,27.144124348958336,0.08490785517894583,26.947265625,27.3755859375
control,mean_future_fitness,1.0,balanced_random_group,primary,168,27.13560074094742,27.143310546875,0.08479016186569313,26.93834635416667,27.374283854166663
control,mean_future_fitness,1.0,kmeans_profile,diagnostic_function_preserving,168,27.149207318018355,27.148828125,0.08061715455593337,26.91246744791667,27.382421874999995
control,mean_future_fitness,1.0,prefix_group,primary,168,27.136018880208333,27.152115885416663,0.08614098678224033,26.872916666666665,27.33330078125
selective,threshold_survival,0.1,affinity_rank_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.1,balanced_random_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.1,kmeans_profile,diagnostic_function_preserving,168,0.7475198412698413,1.0,0.4087496955871113,0.0,1.0
selective,threshold_survival,0.1,prefix_group,primary,168,0.0017361111111111088,0.0,0.009514764530319209,0.0,0.0833333333333333
selective,threshold_survival,0.2,affinity_rank_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.2,balanced_random_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.2,kmeans_profile,diagnostic_function_preserving,168,0.7693452380952381,1.0,0.38326424942507764,0.0,1.0
selective,threshold_survival,0.2,prefix_group,primary,168,0.0007440476190476179,0.0,0.005534501141020235,0.0,0.0416666666666666
selective,threshold_survival,0.3,affinity_rank_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.3,balanced_random_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.3,kmeans_profile,diagnostic_function_preserving,168,0.7609126984126984,1.0,0.39838219952327136,0.0,1.0
selective,threshold_survival,0.3,prefix_group,primary,168,0.0009920634920634905,0.0,0.006371296284267372,0.0,0.0416666666666666
selective,threshold_survival,0.4,affinity_rank_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.4,balanced_random_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.4,kmeans_profile,diagnostic_function_preserving,168,0.759920634920635,1.0,0.3969181765884681,0.0,1.0
selective,threshold_survival,0.4,prefix_group,primary,168,0.0014880952380952358,0.0,0.007755485930540994,0.0,0.0416666666666666
selective,threshold_survival,0.5,affinity_rank_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.5,balanced_random_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.5,kmeans_profile,diagnostic_function_preserving,168,0.7589285714285714,1.0,0.3934696170118519,0.0,1.0
selective,threshold_survival,0.5,prefix_group,primary,168,0.0014880952380952358,0.0,0.007755485930540994,0.0,0.0416666666666666
selective,threshold_survival,0.6,affinity_rank_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.6,balanced_random_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.6,kmeans_profile,diagnostic_function_preserving,168,0.7542162698412698,1.0,0.4007083683431806,0.0,1.0
selective,threshold_survival,0.6,prefix_group,primary,168,0.001488095238095237,0.0,0.01008618171986562,0.0,0.0833333333333333
selective,threshold_survival,0.7,affinity_rank_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.7,balanced_random_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.7,kmeans_profile,diagnostic_function_preserving,168,0.7542162698412698,1.0,0.39789657887222174,0.0,1.0
selective,threshold_survival,0.7,prefix_group,primary,168,0.0009920634920634905,0.0,0.00637129628426737,0.0,0.0416666666666666
selective,threshold_survival,0.8,affinity_rank_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.8,balanced_random_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.8,kmeans_profile,diagnostic_function_preserving,168,0.7564484126984127,1.0,0.40425599089164205,0.0,1.0
selective,threshold_survival,0.8,prefix_group,primary,168,0.002976190476190473,0.0,0.013349719044769434,0.0,0.125
selective,threshold_survival,0.9,affinity_rank_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.9,balanced_random_group,primary,168,0.0,0.0,0.0,0.0,0.0
selective,threshold_survival,0.9,kmeans_profile,diagnostic_function_preserving,168,0.7738095238095238,1.0,0.38989788924003815,0.0,1.0
selective,threshold_survival,0.9,prefix_group,primary,168,0.010912698412698409,0.0,0.04633034264382966,0.0,0.3333333333333333
selective,threshold_survival,1.0,affinity_rank_group,primary,168,0.005952380952380952,0.0,0.07082903507648526,0.0,0.9166666666666666
selective,threshold_survival,1.0,balanced_random_group,primary,168,0.008432539682539682,0.0,0.0514993758015491,0.0,0.5
selective,threshold_survival,1.0,kmeans_profile,diagnostic_function_preserving,168,0.8529265873015872,1.0,0.34079490542797486,0.0,1.0
selective,threshold_survival,1.0,prefix_group,primary,168,0.11359126984126984,0.0,0.30726071661358445,0.0,1.0
control,threshold_survival,0.1,affinity_rank_group,primary,168,0.0,0.0,0.0,0.0,0.0
control,threshold_survival,0.1,balanced_random_group,primary,168,0.0,0.0,0.0,0.0,0.0
