condition_selective,viability_def_selective,inherit_prob,analysis_set_selective,methods_selective,syntactic_info_mean_selective,semantic_info_mean_selective,semantic_efficiency_mean_selective,value_of_information_mean_selective,actual_viability_mean_selective,frontier_max_viability_selective,frontier_reaches_target_selective,n_intervention_points_selective,condition_control,viability_def_control,analysis_set_control,methods_control,syntactic_info_mean_control,semantic_info_mean_control,semantic_efficiency_mean_control,value_of_information_mean_control,actual_viability_mean_control,frontier_max_viability_control,frontier_reaches_target_control,n_intervention_points_control,viability_def,syntactic_semantic_gap_selective,syntactic_semantic_gap_control,semantic_info_selective_minus_control,value_of_information_selective_minus_control
selective,negative_local_metabolite_configuration_entropy,0.1,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.260358902326206,0.0,0.0,-0.0379173186275827,-3.940091507013877,-3.877764519483505,True,504,control,negative_local_metabolite_configuration_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0645481758053748,0.0,0.0,0.0023372991849588,-3.880377257810917,-3.8783277393107167,True,504,negative_local_metabolite_configuration_entropy,0.260358902326206,0.0645481758053748,0.0,-0.0402546178125415
selective,negative_local_metabolite_configuration_entropy,0.2,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2591439199725274,0.0,0.0,-0.0379396643038574,-3.940253827618032,-3.8774386304095856,True,504,control,negative_local_metabolite_configuration_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0644244888924345,0.0,0.0,0.0024144925227327,-3.880450697433052,-3.877962229767988,True,504,negative_local_metabolite_configuration_entropy,0.2591439199725274,0.0644244888924345,0.0,-0.040354156826590104
selective,negative_local_metabolite_configuration_entropy,0.3,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2611437212755528,0.0,0.0,-0.0378434655930917,-3.940327163725773,-3.8772547718959673,True,504,control,negative_local_metabolite_configuration_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0660462499032928,0.0,0.0,0.0019727656202674,-3.88057361853476,-3.877789568460837,True,504,negative_local_metabolite_configuration_entropy,0.2611437212755528,0.0660462499032928,0.0,-0.0398162312133591
selective,negative_local_metabolite_configuration_entropy,0.4,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.26368884529045,0.0,0.0,-0.0380143717405494,-3.9405460239909273,-3.8769030035650895,True,504,control,negative_local_metabolite_configuration_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0697208289698003,0.0,0.0,0.0022352043493092,-3.880246595310016,-3.878259045562081,True,504,negative_local_metabolite_configuration_entropy,0.26368884529045,0.0697208289698003,0.0,-0.040249576089858595
selective,negative_local_metabolite_configuration_entropy,0.5,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2660358356188616,0.0,0.0,-0.0368090148779511,-3.940463347002592,-3.877612108852856,True,504,control,negative_local_metabolite_configuration_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.07559962737881,0.0,0.0,0.0022963713407517,-3.880261847128117,-3.878346957763568,True,504,negative_local_metabolite_configuration_entropy,0.2660358356188616,0.07559962737881,0.0,-0.039105386218702805
selective,negative_local_metabolite_configuration_entropy,0.6,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2739564168388231,0.0,0.0,-0.0376567814391526,-3.940560757881293,-3.87820478067836,True,504,control,negative_local_metabolite_configuration_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0833897381636275,0.0,0.0,0.0021789224516823,-3.880487131146722,-3.8772840184635697,True,504,negative_local_metabolite_configuration_entropy,0.2739564168388231,0.0833897381636275,0.0,-0.039835703890834906
selective,negative_local_metabolite_configuration_entropy,0.7,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2867601703762317,0.0,0.0,-0.0362809825167085,-3.9402872754591622,-3.8775547257029617,True,504,control,negative_local_metabolite_configuration_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0982163354206469,0.0,0.0,0.001951693663249,-3.880393868543503,-3.878162576944335,True,504,negative_local_metabolite_configuration_entropy,0.2867601703762317,0.0982163354206469,0.0,-0.0382326761799575
selective,negative_local_metabolite_configuration_entropy,0.8,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.3117866112602504,0.0,0.0,-0.0367474806517726,-3.9412410606806856,-3.8773745103694512,True,504,control,negative_local_metabolite_configuration_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.1283935664938572,0.0,0.0,0.0022220435097386,-3.880569866611717,-3.877761325767991,True,504,negative_local_metabolite_configuration_entropy,0.3117866112602504,0.1283935664938572,0.0,-0.0389695241615112
selective,negative_local_metabolite_configuration_entropy,0.9,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.3804993176179996,0.0,0.0,-0.0368796378388656,-3.945313371856131,-3.877785191106854,True,504,control,negative_local_metabolite_configuration_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2146406679787764,0.0,0.0,0.002173508251221,-3.88019730490551,-3.877736232585628,True,504,negative_local_metabolite_configuration_entropy,0.3804993176179996,0.2146406679787764,0.0,-0.0390531460900866
selective,negative_local_metabolite_configuration_entropy,1.0,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.521607179640556,0.0,0.0,-0.0358869925768545,-3.9613491306609134,-3.8696509316612495,True,504,control,negative_local_metabolite_configuration_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.4814794357487819,0.0,0.0,0.0020688552678018,-3.880401193057343,-3.877850692191024,True,504,negative_local_metabolite_configuration_entropy,0.521607179640556,0.4814794357487819,0.0,-0.037955847844656304
selective,negative_adjacency_state_entropy,0.1,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2611539673615236,0.0,0.0,-0.0214342069146293,-1.3787509855193318,-1.3407202528625763,True,504,control,negative_adjacency_state_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0636411938423301,0.0,0.0,0.00323933868612,-1.3397356013780417,-1.3369392863265173,True,504,negative_adjacency_state_entropy,0.2611539673615236,0.0636411938423301,0.0,-0.0246735456007493
selective,negative_adjacency_state_entropy,0.2,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2616465944610925,0.0,0.0,-0.0217949353554567,-1.3787882687648407,-1.341134864802147,True,504,control,negative_adjacency_state_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0643401249369575,0.0,0.0,0.0026152448563037,-1.3398516175731303,-1.337623416761882,True,504,negative_adjacency_state_entropy,0.2616465944610925,0.0643401249369575,0.0,-0.0244101802117604
selective,negative_adjacency_state_entropy,0.3,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.262963815839961,0.0,0.0,-0.0213299613499633,-1.37829972804312,-1.3405509296192355,True,504,control,negative_adjacency_state_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0671859222958917,0.0,0.0,0.0028575461479978,-1.3398966415863451,-1.337679735607864,True,504,negative_adjacency_state_entropy,0.262963815839961,0.0671859222958917,0.0,-0.0241875074979611
