condition,inherit_prob,replicate,baseline_replicate,map_id,map_hash,method,endpoint_type,actual_groups,retained_information,baseline_information,continuation_index,viability,mean_fitness_trajectory_json,final_population_hash,continuation_root_seed,continuation_stream_key
control,0.6,11,control_p0.6_r11,actual,actual,unintervened,actual,1024,0.27805541360486263,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
control,0.6,11,control_p0.6_r11,m000_constant,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,1,0.0,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
control,0.6,11,control_p0.6_r11,m001_balanced_random_group,74484e9508b33b029e993a9e9ccafe4f01d96055374e557f6aa5a37d25bd9c9f,balanced_random_group,intermediate,2,0.0001587442893717883,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
control,0.6,11,control_p0.6_r11,m002_balanced_random_group,e96a93c5fa6154fe18dcd30eb7bdbc3a6e3320a989da83ae67372a9adf58cbba,balanced_random_group,intermediate,4,0.0007819720222935794,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
control,0.6,11,control_p0.6_r11,m003_balanced_random_group,14f0105f9e20916e897f4df17fdec0d896085dd5f5320e129bc322820142f8a6,balanced_random_group,intermediate,8,0.0019047913216536018,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
control,0.6,11,control_p0.6_r11,m004_balanced_random_group,bb2ba2d5c103ddf6a98d341d94ebe51e88d622a6cb807898cdf9fd63b491a80f,balanced_random_group,intermediate,16,0.003857288209800197,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
control,0.6,11,control_p0.6_r11,m005_balanced_random_group,c65bd191d1da1176a8030b84146455e1d1f9bf63bb8d4993a72ab07906c80b78,balanced_random_group,intermediate,32,0.007616145574757119,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
control,0.6,11,control_p0.6_r11,m006_balanced_random_group,54146794238237c8e13f9205ac93004ce5acfdbc51f3cd9b991ee15e2a36f684,balanced_random_group,intermediate,64,0.01541926150512426,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
control,0.6,11,control_p0.6_r11,m007_balanced_random_group,e179435da112ea8d971ae26891de689741e68338ddf13a7241197cfbaded0b83,balanced_random_group,intermediate,128,0.03174688686089419,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
control,0.6,11,control_p0.6_r11,m008_balanced_random_group,e471d7c08820922fc6c21006a6b4685c49e9368d31cd4fbe021c3167456046e0,balanced_random_group,intermediate,256,0.06485517873747577,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
control,0.6,11,control_p0.6_r11,m009_balanced_random_group,3394d1cdf22e9723777f99c632a137ebcd7b9bff50e9406fa9f5a34da26ac720,balanced_random_group,intermediate,512,0.1376942408004339,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
control,0.6,11,control_p0.6_r11,m010_affinity_rank_group,3f53151fb2f814971fd6c0128c5c0b7afe1b5cb5257e46a1db18b8ebc9946d94,affinity_rank_group,intermediate,2,0.00010576157436304419,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
control,0.6,11,control_p0.6_r11,m011_affinity_rank_group,92e56b0f11cdce879476507882d715f1eecc12de134fc3982530e28ffd4eba29,affinity_rank_group,intermediate,4,0.00031337688713438925,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
control,0.6,11,control_p0.6_r11,m012_affinity_rank_group,0a19adabdd017fc722384804e89caf4ecf35837689486f63c24094087da5c2ba,affinity_rank_group,intermediate,8,0.0015377843985642488,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
control,0.6,11,control_p0.6_r11,m013_affinity_rank_group,d176c8d0ee881709b5af7061b49578d8041bef9dde73ceb9e47e4dd86f7ee987,affinity_rank_group,intermediate,16,0.0033675534974054217,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
control,0.6,11,control_p0.6_r11,m014_affinity_rank_group,a08bb91ec0e66d0b3afe5332032fd3fb6769016bc04c2710b5e01a8e599df454,affinity_rank_group,intermediate,32,0.0067443535291748105,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
control,0.6,11,control_p0.6_r11,m015_affinity_rank_group,6ac4e014d135d7a7fbd4592fdf320f48570dc4bce5e1a5c2ca6054715b80f98a,affinity_rank_group,intermediate,64,0.014617164197518403,0.27805541360486263,0,27.163585069444444,"[27.3046875, 26.3703125, 27.02109375, 26.41953125, 26.965625, 27.3234375, 26.53359375, 27.103125, 27.6609375, 27.78984375, 27.3671875, 27.22109375, 26.05078125, 27.37890625, 27.67578125, 26.73125, 26.92109375, 27.13359375, 26.9515625, 27.58984375, 27.35546875, 27.3578125, 27.24140625, 27.4359375, 27.57421875, 27.4890625, 26.9890625, 27.3796875, 26.84921875, 26.6625, 27.30546875, 27.3875, 27.14765625, 27.759375, 27.25, 27.19140625]",dabdf19449ac2d613c47731f542755e3a1d3aff4f25fe2366685330191206b8c,2026073104,control_p0.6_r11|0
