condition,inherit_prob,replicate,baseline_replicate,map_id,map_hash,method,endpoint_type,actual_groups,retained_information,baseline_information,continuation_index,viability,mean_fitness_trajectory_json,final_population_hash,continuation_root_seed,continuation_stream_key
selective,0.1,9,selective_p0.1_r09,actual,actual,unintervened,actual,1024,0.5153760852187205,0.5153760852187205,0,32.87571614583332,"[33.65234375, 32.72265625, 32.37578125, 33.1046875, 33.140625, 32.07265625, 32.9703125, 33.6484375, 33.859375, 33.14609375, 33.06796875, 32.4984375, 33.01484375, 32.296875, 32.6703125, 33.903125, 32.4984375, 32.0671875, 33.03515625, 32.82265625, 32.91640625, 33.31640625, 31.42578125, 33.13359375, 33.5125, 32.99140625, 32.37421875, 32.3484375, 32.784375, 33.0234375, 32.3171875, 32.32421875, 33.0765625, 33.425, 33.18515625, 32.803125]",010139d7d7bffe035990db6e7718ea5f49ffcbc8c2e5b04d99bf8915ce5849af,2026073104,selective_p0.1_r09|0
selective,0.1,9,selective_p0.1_r09,m000_constant,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,1,0.0,0.5153760852187205,0,27.190386284722223,"[27.4640625, 26.5765625, 27.11015625, 27.11484375, 28.01796875, 27.24375, 27.184375, 26.89375, 27.57109375, 27.4640625, 26.815625, 27.446875, 26.9890625, 26.653125, 27.390625, 27.3890625, 26.83515625, 27.51015625, 27.23359375, 27.4453125, 27.3078125, 27.11328125, 26.63671875, 26.7671875, 26.93125, 27.15625, 26.9609375, 26.88984375, 26.9546875, 27.63125, 27.290625, 27.4140625, 27.240625, 27.14609375, 28.1625, 26.9015625]",aa4be1dbd55888afcea58d19695c6eed804768e359566002749065fed245c0ea,2026073104,selective_p0.1_r09|0
selective,0.1,9,selective_p0.1_r09,m001_balanced_random_group,74484e9508b33b029e993a9e9ccafe4f01d96055374e557f6aa5a37d25bd9c9f,balanced_random_group,intermediate,2,0.0005100546614658953,0.5153760852187205,0,27.1787109375,"[27.49375, 26.6703125, 26.984375, 26.9703125, 28.0890625, 27.21171875, 27.2078125, 26.8796875, 27.62109375, 27.51875, 26.721875, 27.4953125, 26.903125, 26.5984375, 27.25625, 27.44375, 26.85234375, 27.5671875, 27.09375, 27.43984375, 27.26796875, 27.01953125, 26.65859375, 26.84140625, 26.98515625, 27.0875, 26.9515625, 26.8546875, 26.98359375, 27.60078125, 27.29609375, 27.43203125, 27.19453125, 27.103125, 28.171875, 26.96640625]",5d94ca391c009b4f3f638bffc29e789756cab964c90b377805809948f39463c4,2026073104,selective_p0.1_r09|0
selective,0.1,9,selective_p0.1_r09,m002_balanced_random_group,e96a93c5fa6154fe18dcd30eb7bdbc3a6e3320a989da83ae67372a9adf58cbba,balanced_random_group,intermediate,4,0.001796803995620929,0.5153760852187205,0,27.231944444444444,"[27.44765625, 26.84921875, 27.10390625, 27.28046875, 27.6609375, 27.31015625, 27.49375, 27.00625, 27.771875, 27.85234375, 26.81171875, 27.3984375, 26.98359375, 26.6390625, 27.3984375, 27.46640625, 26.74375, 27.28671875, 27.3515625, 27.3984375, 27.16171875, 27.1578125, 26.5109375, 26.96953125, 26.8328125, 27.04453125, 27.23046875, 27.09296875, 26.8078125, 27.76875, 26.9609375, 27.66796875, 27.43671875, 27.48125, 28.05625, 26.91484375]",08e70e6c5c4ee641cfb67ee89bbebd8ba153d6e5e4110872986333d1fa69f4b3,2026073104,selective_p0.1_r09|0
selective,0.1,9,selective_p0.1_r09,m003_balanced_random_group,14f0105f9e20916e897f4df17fdec0d896085dd5f5320e129bc322820142f8a6,balanced_random_group,intermediate,8,0.0035253093662829292,0.5153760852187205,0,27.263867187499997,"[27.81953125, 27.13515625, 27.16484375, 27.5328125, 28.065625, 27.34296875, 27.3015625, 27.0953125, 27.7546875, 27.61171875, 26.6703125, 27.51953125, 27.04921875, 26.7078125, 27.5546875, 27.33203125, 26.8125, 27.3984375, 27.06640625, 27.4640625, 27.15, 27.06171875, 26.66875, 26.87578125, 27.5796875, 26.95, 26.9453125, 26.89140625, 27.0609375, 27.79921875, 27.1375, 27.31953125, 27.328125, 27.31484375, 28.04921875, 26.96796875]",167fc29cc5430a9f53b2b4316efc9c04350c1d395d1e6ae2cac4d3f6bfd2ca62,2026073104,selective_p0.1_r09|0
selective,0.1,9,selective_p0.1_r09,m004_balanced_random_group,bb2ba2d5c103ddf6a98d341d94ebe51e88d622a6cb807898cdf9fd63b491a80f,balanced_random_group,intermediate,16,0.007066973902223837,0.5153760852187205,0,27.285894097222222,"[27.9, 27.25703125, 27.1953125, 27.56796875, 27.8421875, 27.46015625, 27.0875, 26.9953125, 27.68046875, 27.6953125, 26.9953125, 27.5984375, 26.7921875, 26.6734375, 27.46484375, 27.4421875, 27.384375, 27.0765625, 27.4421875, 27.578125, 27.54296875, 27.23203125, 26.92109375, 26.64296875, 26.91875, 27.24765625, 27.084375, 26.796875, 27.1046875, 27.36875, 27.1328125, 27.4328125, 27.24140625, 27.18515625, 28.303125, 27.0078125]",162dc47f8bb9a2fad02e309a5a97c6764f931208ecbf3b5521a2dd5d74737787,2026073104,selective_p0.1_r09|0
selective,0.1,9,selective_p0.1_r09,m005_balanced_random_group,c65bd191d1da1176a8030b84146455e1d1f9bf63bb8d4993a72ab07906c80b78,balanced_random_group,intermediate,32,0.013386367320715997,0.5153760852187205,0,27.34127604166666,"[27.72578125, 27.01328125, 26.99765625, 27.35390625, 27.91015625, 27.45546875, 27.44609375, 27.4234375, 27.58515625, 28.07734375, 26.91171875, 27.59296875, 26.5, 26.69375, 27.50625, 27.62421875, 27.4265625, 27.315625, 27.021875, 27.7203125, 27.1859375, 27.2078125, 27.06796875, 27.0578125, 27.1, 26.946875, 27.5265625, 26.87578125, 27.14375, 27.85, 27.06171875, 27.6609375, 27.53828125, 27.4234375, 27.953125, 27.384375]",9b54a714b6f7efaecdf3b200b7dedca2e167cda9535a0285b6ea012e59d7d089,2026073104,selective_p0.1_r09|0
selective,0.1,9,selective_p0.1_r09,m006_balanced_random_group,54146794238237c8e13f9205ac93004ce5acfdbc51f3cd9b991ee15e2a36f684,balanced_random_group,intermediate,64,0.029080123608480942,0.5153760852187205,0,27.607725694444447,"[27.62421875, 27.29609375, 27.65859375, 27.2484375, 28.121875, 27.8296875, 28.26484375, 27.4328125, 28.2578125, 27.1390625, 27.3703125, 28.09296875, 27.57890625, 27.5734375, 27.67734375, 28.0890625, 27.18671875, 27.9609375, 27.06171875, 27.6, 27.6125, 27.57421875, 26.91484375, 27.2515625, 27.18203125, 27.221875, 26.91171875, 27.57265625, 27.9046875, 27.9203125, 27.98046875, 27.809375, 27.18046875, 27.396875, 28.66796875, 27.71171875]",977ba3963235c79cbceeb44058e97335d27ba0535370135e51c7efb132ca24a9,2026073104,selective_p0.1_r09|0
selective,0.1,9,selective_p0.1_r09,m007_balanced_random_group,e179435da112ea8d971ae26891de689741e68338ddf13a7241197cfbaded0b83,balanced_random_group,intermediate,128,0.06774149404384543,0.5153760852187205,0,28.114822048611114,"[28.3609375, 27.84609375, 27.18828125, 28.31796875, 28.65, 27.95625, 28.60078125, 28.29765625, 28.3484375, 28.33515625, 27.940625, 28.05625, 27.34375, 27.61953125, 28.1203125, 28.62890625, 28.03046875, 28.30703125, 27.80546875, 28.19765625, 28.36015625, 28.83984375, 27.96171875, 27.9578125, 27.85625, 28.36875, 28.1390625, 27.8484375, 28.13984375, 28.50390625, 27.378125, 27.7609375, 27.68359375, 28.0359375, 29.0203125, 28.32734375]",c491e76f11bbc431ae4248ab79a7dee3b3a49d6ea5e54cc329699d50207f97ad,2026073104,selective_p0.1_r09|0
selective,0.1,9,selective_p0.1_r09,m008_balanced_random_group,e471d7c08820922fc6c21006a6b4685c49e9368d31cd4fbe021c3167456046e0,balanced_random_group,intermediate,256,0.14045277197617118,0.5153760852187205,0,29.146462673611115,"[29.56953125, 29.00859375, 29.1140625, 29.690625, 29.98359375, 28.7140625, 29.0890625, 29.5734375, 29.76171875, 28.909375, 28.578125, 29.31953125, 28.7234375, 28.309375, 29.35234375, 29.06796875, 29.009375, 29.00234375, 29.32890625, 28.74453125, 28.946875, 29.7875, 27.771875, 28.60234375, 28.8109375, 29.3859375, 29.79375, 29.41015625, 29.50703125, 29.2640625, 28.97109375, 28.9890625, 28.8265625, 29.03515625, 29.7484375, 29.571875]",93494a3d2d22cf923de8d00a405f690e23a684eebd246f436d78b9c01fb52ac6,2026073104,selective_p0.1_r09|0
