condition,inherit_prob,replicate,baseline_replicate,map_id,map_hash,method,endpoint_type,actual_groups,retained_information,baseline_information,continuation_index,viability,mean_fitness_trajectory_json,final_population_hash,continuation_root_seed,continuation_stream_key
control,1.0,16,control_p1.0_r16,actual,actual,unintervened,actual,1024,0.030347101006256698,0.030347101006256698,0,27.062261284722222,"[27.48046875, 26.9421875, 27.08359375, 26.815625, 26.8921875, 27.2265625, 27.234375, 27.1953125, 27.52109375, 26.16328125, 26.9875, 27.3625, 27.1578125, 26.74296875, 27.41953125, 27.34921875, 26.82578125, 27.27890625, 26.78203125, 26.4609375, 27.5171875, 27.028125, 27.1125, 27.1734375, 27.525, 26.709375, 27.53359375, 27.3046875, 26.53046875, 26.71796875, 26.9546875, 26.48671875, 26.71796875, 27.2796875, 27.67109375, 27.05703125]",c9a3a2ba756ffaf2b40584b5e9dd0026fc86546d032b0f7fdeb748c10aa6bbe3,2026073104,control_p1.0_r16|0
control,1.0,16,control_p1.0_r16,m000_constant,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,1,8.008566259537293e-17,0.030347101006256698,0,27.062261284722222,"[27.48046875, 26.9421875, 27.08359375, 26.815625, 26.8921875, 27.2265625, 27.234375, 27.1953125, 27.52109375, 26.16328125, 26.9875, 27.3625, 27.1578125, 26.74296875, 27.41953125, 27.34921875, 26.82578125, 27.27890625, 26.78203125, 26.4609375, 27.5171875, 27.028125, 27.1125, 27.1734375, 27.525, 26.709375, 27.53359375, 27.3046875, 26.53046875, 26.71796875, 26.9546875, 26.48671875, 26.71796875, 27.2796875, 27.67109375, 27.05703125]",c9a3a2ba756ffaf2b40584b5e9dd0026fc86546d032b0f7fdeb748c10aa6bbe3,2026073104,control_p1.0_r16|0
control,1.0,16,control_p1.0_r16,m001_balanced_random_group,74484e9508b33b029e993a9e9ccafe4f01d96055374e557f6aa5a37d25bd9c9f,balanced_random_group,intermediate,2,0.00016941485658409256,0.030347101006256698,0,27.062261284722222,"[27.48046875, 26.9421875, 27.08359375, 26.815625, 26.8921875, 27.2265625, 27.234375, 27.1953125, 27.52109375, 26.16328125, 26.9875, 27.3625, 27.1578125, 26.74296875, 27.41953125, 27.34921875, 26.82578125, 27.27890625, 26.78203125, 26.4609375, 27.5171875, 27.028125, 27.1125, 27.1734375, 27.525, 26.709375, 27.53359375, 27.3046875, 26.53046875, 26.71796875, 26.9546875, 26.48671875, 26.71796875, 27.2796875, 27.67109375, 27.05703125]",c9a3a2ba756ffaf2b40584b5e9dd0026fc86546d032b0f7fdeb748c10aa6bbe3,2026073104,control_p1.0_r16|0
control,1.0,16,control_p1.0_r16,m002_balanced_random_group,e96a93c5fa6154fe18dcd30eb7bdbc3a6e3320a989da83ae67372a9adf58cbba,balanced_random_group,intermediate,4,0.0006687390302278308,0.030347101006256698,0,27.062261284722222,"[27.48046875, 26.9421875, 27.08359375, 26.815625, 26.8921875, 27.2265625, 27.234375, 27.1953125, 27.52109375, 26.16328125, 26.9875, 27.3625, 27.1578125, 26.74296875, 27.41953125, 27.34921875, 26.82578125, 27.27890625, 26.78203125, 26.4609375, 27.5171875, 27.028125, 27.1125, 27.1734375, 27.525, 26.709375, 27.53359375, 27.3046875, 26.53046875, 26.71796875, 26.9546875, 26.48671875, 26.71796875, 27.2796875, 27.67109375, 27.05703125]",c9a3a2ba756ffaf2b40584b5e9dd0026fc86546d032b0f7fdeb748c10aa6bbe3,2026073104,control_p1.0_r16|0
control,1.0,16,control_p1.0_r16,m003_balanced_random_group,14f0105f9e20916e897f4df17fdec0d896085dd5f5320e129bc322820142f8a6,balanced_random_group,intermediate,8,0.0016882746821307892,0.030347101006256698,0,27.062261284722222,"[27.48046875, 26.9421875, 27.08359375, 26.815625, 26.8921875, 27.2265625, 27.234375, 27.1953125, 27.52109375, 26.16328125, 26.9875, 27.3625, 27.1578125, 26.74296875, 27.41953125, 27.34921875, 26.82578125, 27.27890625, 26.78203125, 26.4609375, 27.5171875, 27.028125, 27.1125, 27.1734375, 27.525, 26.709375, 27.53359375, 27.3046875, 26.53046875, 26.71796875, 26.9546875, 26.48671875, 26.71796875, 27.2796875, 27.67109375, 27.05703125]",c9a3a2ba756ffaf2b40584b5e9dd0026fc86546d032b0f7fdeb748c10aa6bbe3,2026073104,control_p1.0_r16|0
control,1.0,16,control_p1.0_r16,m004_balanced_random_group,bb2ba2d5c103ddf6a98d341d94ebe51e88d622a6cb807898cdf9fd63b491a80f,balanced_random_group,intermediate,16,0.0031250691308378235,0.030347101006256698,0,27.062261284722222,"[27.48046875, 26.9421875, 27.08359375, 26.815625, 26.8921875, 27.2265625, 27.234375, 27.1953125, 27.52109375, 26.16328125, 26.9875, 27.3625, 27.1578125, 26.74296875, 27.41953125, 27.34921875, 26.82578125, 27.27890625, 26.78203125, 26.4609375, 27.5171875, 27.028125, 27.1125, 27.1734375, 27.525, 26.709375, 27.53359375, 27.3046875, 26.53046875, 26.71796875, 26.9546875, 26.48671875, 26.71796875, 27.2796875, 27.67109375, 27.05703125]",c9a3a2ba756ffaf2b40584b5e9dd0026fc86546d032b0f7fdeb748c10aa6bbe3,2026073104,control_p1.0_r16|0
control,1.0,16,control_p1.0_r16,m005_balanced_random_group,c65bd191d1da1176a8030b84146455e1d1f9bf63bb8d4993a72ab07906c80b78,balanced_random_group,intermediate,32,0.00721561007851468,0.030347101006256698,0,27.062261284722222,"[27.48046875, 26.9421875, 27.08359375, 26.815625, 26.8921875, 27.2265625, 27.234375, 27.1953125, 27.52109375, 26.16328125, 26.9875, 27.3625, 27.1578125, 26.74296875, 27.41953125, 27.34921875, 26.82578125, 27.27890625, 26.78203125, 26.4609375, 27.5171875, 27.028125, 27.1125, 27.1734375, 27.525, 26.709375, 27.53359375, 27.3046875, 26.53046875, 26.71796875, 26.9546875, 26.48671875, 26.71796875, 27.2796875, 27.67109375, 27.05703125]",c9a3a2ba756ffaf2b40584b5e9dd0026fc86546d032b0f7fdeb748c10aa6bbe3,2026073104,control_p1.0_r16|0
control,1.0,16,control_p1.0_r16,m006_balanced_random_group,54146794238237c8e13f9205ac93004ce5acfdbc51f3cd9b991ee15e2a36f684,balanced_random_group,intermediate,64,0.013604914778601086,0.030347101006256698,0,27.062261284722222,"[27.48046875, 26.9421875, 27.08359375, 26.815625, 26.8921875, 27.2265625, 27.234375, 27.1953125, 27.52109375, 26.16328125, 26.9875, 27.3625, 27.1578125, 26.74296875, 27.41953125, 27.34921875, 26.82578125, 27.27890625, 26.78203125, 26.4609375, 27.5171875, 27.028125, 27.1125, 27.1734375, 27.525, 26.709375, 27.53359375, 27.3046875, 26.53046875, 26.71796875, 26.9546875, 26.48671875, 26.71796875, 27.2796875, 27.67109375, 27.05703125]",c9a3a2ba756ffaf2b40584b5e9dd0026fc86546d032b0f7fdeb748c10aa6bbe3,2026073104,control_p1.0_r16|0
control,1.0,16,control_p1.0_r16,m007_balanced_random_group,e179435da112ea8d971ae26891de689741e68338ddf13a7241197cfbaded0b83,balanced_random_group,intermediate,128,0.020426578834218695,0.030347101006256698,0,27.062261284722222,"[27.48046875, 26.9421875, 27.08359375, 26.815625, 26.8921875, 27.2265625, 27.234375, 27.1953125, 27.52109375, 26.16328125, 26.9875, 27.3625, 27.1578125, 26.74296875, 27.41953125, 27.34921875, 26.82578125, 27.27890625, 26.78203125, 26.4609375, 27.5171875, 27.028125, 27.1125, 27.1734375, 27.525, 26.709375, 27.53359375, 27.3046875, 26.53046875, 26.71796875, 26.9546875, 26.48671875, 26.71796875, 27.2796875, 27.67109375, 27.05703125]",c9a3a2ba756ffaf2b40584b5e9dd0026fc86546d032b0f7fdeb748c10aa6bbe3,2026073104,control_p1.0_r16|0
control,1.0,16,control_p1.0_r16,m008_balanced_random_group,e471d7c08820922fc6c21006a6b4685c49e9368d31cd4fbe021c3167456046e0,balanced_random_group,intermediate,256,0.024954264584121217,0.030347101006256698,0,27.062261284722222,"[27.48046875, 26.9421875, 27.08359375, 26.815625, 26.8921875, 27.2265625, 27.234375, 27.1953125, 27.52109375, 26.16328125, 26.9875, 27.3625, 27.1578125, 26.74296875, 27.41953125, 27.34921875, 26.82578125, 27.27890625, 26.78203125, 26.4609375, 27.5171875, 27.028125, 27.1125, 27.1734375, 27.525, 26.709375, 27.53359375, 27.3046875, 26.53046875, 26.71796875, 26.9546875, 26.48671875, 26.71796875, 27.2796875, 27.67109375, 27.05703125]",c9a3a2ba756ffaf2b40584b5e9dd0026fc86546d032b0f7fdeb748c10aa6bbe3,2026073104,control_p1.0_r16|0
