condition,control_family,realization,seed_block,baseline_replicate,source_baseline_id,affinity_mode,fixed_topology_id,selection_strength,conditional_information,corrected_conditional_information,profile_permutation_hash,n_profile_fixed_points
temporally_unstable,temporally_unstable,0,11,temporally_unstable_p1.0_r11,temporally_unstable_p1.0_r11,native,temporally_unstable,1.0,0.277985030660918,,,
