condition,control_family,realization,seed_block,baseline_replicate,source_baseline_id,affinity_mode,fixed_topology_id,selection_strength,conditional_information,corrected_conditional_information,profile_permutation_hash,n_profile_fixed_points
selection_reduced,selection_reduced,0,5,selection_reduced_p1.0_r05,selection_reduced_p1.0_r05,native,topology_06,0.25,0.2809876784728526,,,
