condition,control_family,realization,seed_block,baseline_replicate,source_baseline_id,affinity_mode,fixed_topology_id,selection_strength,conditional_information,corrected_conditional_information,profile_permutation_hash,n_profile_fixed_points
affinity_reassigned,affinity_reassigned,0,5,affinity_reassigned_p1.0_r05_q0,selective_p1.0_r05,deranged,topology_06,1.0,0.23906604965847797,0.20917875214920154,f1e8c32dce008e1833b01d39697f016d533e7f3f93be3deaadc476e42d2ed2c7,0
