condition,control_family,realization,seed_block,baseline_replicate,source_baseline_id,affinity_mode,fixed_topology_id,selection_strength,conditional_information,corrected_conditional_information,profile_permutation_hash,n_profile_fixed_points
alternative_a_cross_b,alternative_a_cross_b,0,4,alternative_a_cross_b_p1.0_r04,alternative_a_p1.0_r04,native,topology_11,1.0,0.254387713720922,,,
