mode,condition,replicate,seed_block,pairing_baseline_replicate,baseline_replicate,baseline_run_seed,selection_strength,evolution_topology_id,final_topology_id,state_path,schedule_path,state_hash,trajectory_hash,final_mean_fitness,total_information,positional_information,conditional_information,permutation_mean,permutation_std,corrected_conditional_information
alternative_b,alternative_b,0,0,selective_p1.0_r00,alternative_b_p1.0_r00,656706454,1.0,topology_11,topology_11,results/phase5_causal_specificity/states/alternative_b/rep_00.npz,,791438671de770c287eb6bbed020ca6c6d553bb7a5a9b219299772a853ace3e6,319507acd11cbe7ffb81e35cccdb38584621421b445b5427faf829eb513e07a1,36.80625,0.5986247122563617,1.8645551722682234,0.2874616434683317,,,
