mode,condition,replicate,seed_block,pairing_baseline_replicate,baseline_replicate,baseline_run_seed,selection_strength,evolution_topology_id,final_topology_id,state_path,schedule_path,state_hash,trajectory_hash,final_mean_fitness,total_information,positional_information,conditional_information,permutation_mean,permutation_std,corrected_conditional_information
selection_reduced,selection_reduced,2,2,selective_p1.0_r02,selection_reduced_p1.0_r02,2919610871,0.25,topology_06,topology_06,results/phase5_causal_specificity/states/selection_reduced/rep_02.npz,,9257567e2779aaa341d132ce7057e1193925d7385a2b526b828bf22693d0ecf9,9ec10c653abadbbd2aef3742fc716405889331cb97c1ea65df2e09f04efe05a5,33.8328125,0.5784503309124399,1.9199343729264111,0.25601385803659327,0.03215619376132074,0.0010254219613689828,0.22385766427527254
