mode,condition,replicate,seed_block,pairing_baseline_replicate,baseline_replicate,baseline_run_seed,selection_strength,evolution_topology_id,final_topology_id,state_path,schedule_path,state_hash,trajectory_hash,final_mean_fitness,total_information,positional_information,conditional_information,permutation_mean,permutation_std,corrected_conditional_information
alternative_a,alternative_a,5,5,selective_p1.0_r05,alternative_a_p1.0_r05,945259839,1.0,topology_00,topology_00,results/phase5_causal_specificity/states/alternative_a/rep_05.npz,,1f9a3d4818123f5843db1b0a9710111294ade1872bd70607af87b1442a44f4b3,08658e89da769b21f7fc318fba7e6e480540241d0d3be57e352c3effaa0f2929,38.96015625,0.5762387787054559,1.9559012324051817,0.30065550382127826,0.025324562583994074,0.0008853555360355635,0.2753309412372842
