mode,condition,replicate,seed_block,pairing_baseline_replicate,baseline_replicate,baseline_run_seed,selection_strength,evolution_topology_id,final_topology_id,state_path,schedule_path,state_hash,trajectory_hash,final_mean_fitness,total_information,positional_information,conditional_information,permutation_mean,permutation_std,corrected_conditional_information
selection_neutral,selection_neutral,5,5,selective_p1.0_r05,selection_neutral_p1.0_r05,945259839,0.0,topology_06,topology_06,results/phase5_causal_specificity/states/selection_neutral/rep_05.npz,,6e6ca7250442c2480cf9e4971c96dc503729e04c180d12355669821923573932,c1933adfea4c74f0eaa26e290d0f80d03cc74ef8dfa68f966e2222297606bf1f,32.221875,0.5951328034858856,1.8840564651391405,0.2700501370663554,0.025679228002242743,0.0008077923587156249,0.24437090906411266
