mode,condition,replicate,seed_block,pairing_baseline_replicate,baseline_replicate,baseline_run_seed,selection_strength,evolution_topology_id,final_topology_id,state_path,schedule_path,state_hash,trajectory_hash,final_mean_fitness,total_information,positional_information,conditional_information,permutation_mean,permutation_std,corrected_conditional_information
temporally_unstable,temporally_unstable,6,6,selective_p1.0_r06,temporally_unstable_p1.0_r06,3071430991,1.0,temporally_unstable,topology_03,results/phase5_causal_specificity/states/temporally_unstable/rep_06.npz,results/phase5_causal_specificity/topology_schedules/temporally_unstable_p1.0_r06_baseline_schedule.json,c600364625db3dc43fb7b78019ec48ae28b736deb25221320cdc487ec45661a9,3fc94ed01a859fcaa058ab394622f9359aa9b45ed2fec3c6b1cac0083606b094,33.51015625,0.4847203558954852,1.9572640243460722,0.2697742887422486,0.023714858642911042,0.0008231028041013066,0.2460594300993376
