preserved_info_bin,frontier_viability,support,method,frontier_viability_smooth
0.0,-7.5809218479950635,168,kmeans_profile,-7.5809218479950635
0.00660144832527369,-7.5809218479950635,12,balanced_random_group,-7.5809218479950635
0.010463048046007275,-7.5809218479950635,12,affinity_rank_group,-7.5792155383211295
0.01320289665054738,-7.5792155383211295,48,prefix_group,-7.5792155383211295
0.017064496371280966,-7.5792155383211295,12,balanced_random_group,-7.5792155383211295
0.019804344975821068,-7.5792155383211295,12,balanced_random_group,-7.5792155383211295
0.023766175399178514,-7.5792155383211295,11,affinity_rank_group,-7.5792155383211295
0.02640579330109476,-7.5792155383211295,48,prefix_group,-7.5792155383211295
0.030705105266305377,-7.5792155383211295,12,balanced_random_group,-7.5792155383211295
0.033280891929956063,-7.5792155383211295,10,balanced_random_group,-7.5792155383211295
0.03738700123004582,-7.5792155383211295,11,balanced_random_group,-7.5792155383211295
0.03796678813011646,-7.5792155383211295,8,prefix_group,-7.5792155383211295
0.03993707031594727,-7.5792155383211295,10,balanced_random_group,-7.5792155383211295
0.042504771942063216,-7.5792155383211295,5,balanced_random_group,-7.5792155383211295
0.04418986540686641,-7.5792155383211295,9,balanced_random_group,-7.5792155383211295
0.04659324870193849,-7.5792155383211295,10,balanced_random_group,-7.5792155383211295
0.05141698886667433,-7.5792155383211295,8,prefix_group,-7.5792155383211295
0.053508885469947115,-7.5792155383211295,16,prefix_group,-7.5792155383211295
