condition,viability_def,inherit_prob,rep,method,analysis_role,k,preserved_info,viability,actual_viability,syntactic_info,meta
selective,negative_adjacency_state_entropy,0.1,0,balanced_random_group,primary,1,0.0,-1.3435495880005734,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,balanced_random_group,primary,2,0.026090078476760443,-1.3431411356758127,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,balanced_random_group,primary,3,0.041351796026537435,-1.3435058167927563,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,balanced_random_group,primary,4,0.052180156953520886,-1.3445777310420937,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,balanced_random_group,primary,6,0.06744187450329789,-1.343469555852674,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,balanced_random_group,primary,8,0.07827023543028132,-1.3427653882521615,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,balanced_random_group,primary,12,0.09353195298005833,-1.3458464692034546,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,balanced_random_group,primary,16,0.10436031390704177,-1.3443819915067339,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,balanced_random_group,primary,24,0.11962203145681877,-1.3434229021454005,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,balanced_random_group,primary,32,0.1304503923838022,-1.3461534099332075,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,balanced_random_group,primary,48,0.1457121099335792,-1.3473606369858313,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,balanced_random_group,primary,64,0.15654047086056264,-1.3469543084468005,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,balanced_random_group,primary,96,0.17180218841033967,-1.348779569139044,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,balanced_random_group,primary,128,0.1826305493373231,-1.3485810163487648,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,affinity_rank_group,primary,1,0.0,-1.341875823653981,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,affinity_rank_group,primary,2,0.026090078476760443,-1.3439025655533792,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,affinity_rank_group,primary,3,0.041351796026537435,-1.3426837123804536,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,affinity_rank_group,primary,4,0.052180156953520886,-1.3439757070565652,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,affinity_rank_group,primary,6,0.06744187450329789,-1.342828206558428,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,affinity_rank_group,primary,8,0.07827023543028132,-1.3436776847891292,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,affinity_rank_group,primary,12,0.09353195298005833,-1.3427123499953735,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,affinity_rank_group,primary,16,0.10436031390704177,-1.3448310527281828,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,affinity_rank_group,primary,24,0.11962203145681877,-1.344316916851982,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,affinity_rank_group,primary,32,0.1304503923838022,-1.3445717630418499,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,affinity_rank_group,primary,48,0.1457121099335792,-1.346042724276799,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,affinity_rank_group,primary,64,0.15654047086056264,-1.346938705647835,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,affinity_rank_group,primary,96,0.17180218841033967,-1.3474010674417611,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,affinity_rank_group,primary,128,0.1826305493373231,-1.348247662726642,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,prefix_group,primary,1,0.052180156953520886,-1.3437964066907846,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,prefix_group,primary,2,0.052180156953520886,-1.3430911533612555,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,prefix_group,primary,3,0.052180156953520886,-1.3444060706427066,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,prefix_group,primary,4,0.052180156953520886,-1.3442983217926152,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,prefix_group,primary,6,0.10436031390704177,-1.3440106679600214,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,prefix_group,primary,8,0.10436031390704177,-1.3446101252000575,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,prefix_group,primary,12,0.10436031390704177,-1.3446015334312018,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,prefix_group,primary,16,0.10436031390704177,-1.3460311811897447,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,prefix_group,primary,24,0.15654047086056264,-1.347486706455918,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
selective,negative_adjacency_state_entropy,0.1,0,prefix_group,primary,32,0.15654047086056264,-1.34702649793892,-1.3798007667190666,0.2609007847676044,"{""status"": ""ok""}"
