preserved_info_bin,frontier_viability,support,method,frontier_viability_smooth
0.0,-3.878069416106447,168,kmeans_profile,-3.878069416106447
0.009821633542064693,-3.878069416106447,12,affinity_rank_group,-3.878069416106447
0.015566920859997639,-3.878069416106447,12,balanced_random_group,-3.878069416106447
0.019643267084129386,-3.878069416106447,12,balanced_random_group,-3.878069416106447
0.024537865902391674,-3.878069416106447,8,affinity_rank_group,-3.878069416106447
0.027682864273733388,-3.878069416106447,9,affinity_rank_group,-3.878069416106447
0.030398964950906143,-3.878069416106447,7,affinity_rank_group,-3.878069416106447
0.03403040821027663,-3.878069416106447,8,affinity_rank_group,-3.878069416106447
0.03783669529163582,-3.878069416106447,12,affinity_rank_group,-3.878069416106447
0.03797016923153983,-3.878069416106447,32,prefix_group,-3.878069416106447
0.04191926404169666,-3.878069416106447,16,prefix_group,-3.878069416106447
0.0419893429391566,-3.878069416106447,6,affinity_rank_group,-3.878069416106447
0.044678618134610965,-3.878069416106447,9,affinity_rank_group,-3.878069416106447
0.04819077616333858,-3.878069416106447,9,affinity_rank_group,-3.878069416106447
0.05267641734857689,-3.878069416106447,11,balanced_random_group,-3.878069416106447
0.05603514290946824,-3.878069416106447,7,affinity_rank_group,-3.878069416106447
0.05631442114319436,-3.878069416106447,20,prefix_group,-3.878069416106447
0.05866374840542765,-3.878069416106447,16,prefix_group,-3.878069416106447
0.059265754430001184,-3.878069416106447,9,balanced_random_group,-3.878069416106447
0.0635110949624883,-3.878069416106447,11,balanced_random_group,-3.878069416106447
0.06364350523032514,-3.878069416106447,12,prefix_group,-3.878069416106447
0.06706190776079318,-3.878069416106447,7,balanced_random_group,-3.878069416106447
0.07675078480594706,-3.878069416106447,12,prefix_group,-3.878069416106447
0.08485800697376687,-3.878069416106447,6,prefix_group,-3.878069416106447
