preserved_info_bin,frontier_viability,support,method,frontier_viability_smooth
0.0,-4.819491302500918,168,kmeans_profile,-4.819491302500918
0.04819661794527668,-4.819491302500918,12,affinity_rank_group,-4.819491302500918
0.07638983210484786,-4.819491302500918,12,affinity_rank_group,-4.819491302500918
0.09639323589055336,-4.819491302500918,48,prefix_group,-4.812318503092558
0.12458645005012454,-4.819491302500918,12,affinity_rank_group,-4.812318503092558
0.14458985383583003,-4.812318503092558,12,affinity_rank_group,-4.812318503092558
0.17563450252682453,-4.812318503092558,10,affinity_rank_group,-4.812318503092558
0.19361700590610234,-4.812318503092558,11,affinity_rank_group,-4.812318503092558
0.21535922940939783,-4.812318503092558,5,affinity_rank_group,-4.812318503092558
0.2273297077978182,-4.812318503092558,10,affinity_rank_group,-4.812318503092558
0.24371778699772934,-4.812318503092558,9,balanced_random_group,-4.812318503092558
0.26491740743754455,-4.812318503092558,8,balanced_random_group,-4.812318503092558
0.2799888394130766,-4.812318503092558,9,affinity_rank_group,-4.812318503092558
0.2818246335173183,-4.812318503092558,20,prefix_group,-4.812318503092558
0.29443333206761846,-4.812318503092558,28,prefix_group,-4.812318503092558
0.29542079963946627,-4.812318503092558,8,affinity_rank_group,-4.812318503092558
0.3147333943524831,-4.812318503092558,8,balanced_random_group,-4.812318503092558
0.3306061733569434,-4.812318503092558,10,balanced_random_group,-4.812318503092558
0.3461458016692631,-4.812318503092558,5,affinity_rank_group,-4.812318503092558
0.3812111715995424,-4.812318503092558,14,prefix_group,-4.812318503092558
0.3977739821843637,-4.812318503092558,8,prefix_group,-4.812318503092558
