preserved_info_bin,frontier_viability,support,method,frontier_viability_smooth
0.0,27.34404296875,12,affinity_rank_group,27.34404296875
0.006427135983404421,27.34404296875,12,affinity_rank_group,27.34404296875
0.010186769520731597,27.34404296875,12,balanced_random_group,27.34404296875
0.012854271966808842,27.34404296875,12,balanced_random_group,27.34404296875
0.01661390550413602,27.34404296875,12,affinity_rank_group,27.34404296875
0.019281407950213263,27.34404296875,12,balanced_random_group,27.34404296875
0.023337320479156428,27.34404296875,11,affinity_rank_group,27.34404296875
0.025821232110423295,27.34404296875,44,prefix_group,27.34404296875
0.029977612540448558,27.34404296875,11,affinity_rank_group,27.34404296875
0.032391071208589584,27.34404296875,10,affinity_rank_group,27.34404296875
0.03519900416510025,27.34404296875,6,balanced_random_group,27.34404296875
0.03683825937578305,27.34404296875,9,balanced_random_group,27.34404296875
0.03733153264015253,27.34404296875,12,prefix_group,27.421647135416666
0.038973243653851186,27.421647135416666,36,prefix_group,27.421647135416666
0.04163880550130396,27.421647135416666,7,balanced_random_group,27.421647135416666
0.0436256041743408,27.421647135416666,10,affinity_rank_group,27.421647135416666
0.04571730508664001,27.421647135416666,7,balanced_random_group,27.421647135416666
0.05071602881578145,27.421647135416666,10,prefix_group,27.421647135416666
0.05241449372506753,27.421647135416666,12,prefix_group,27.421647135416666
