preserved_info_bin,frontier_viability,support,method,frontier_viability_smooth
0.0,-1.3416535053628886,12,kmeans_profile,-1.3416535053628886
0.026296381583996106,-1.3411031400499576,12,kmeans_profile,-1.3411031400499576
0.04167877871528822,-1.3411031400499576,12,kmeans_profile,-1.3411031400499576
0.05259276316799221,-1.3411031400499576,12,kmeans_profile,-1.3411031400499576
0.06797516029928433,-1.3411031400499576,12,kmeans_profile,-1.3411031400499576
0.07831937881145924,-1.3411031400499576,10,kmeans_profile,-1.3411031400499576
0.09359067870628549,-1.3411031400499576,10,kmeans_profile,-1.3411031400499576
0.10561785214919495,-1.3411031400499576,10,kmeans_profile,-1.3411031400499576
0.12132624307306555,-1.3411031400499576,9,kmeans_profile,-1.3411031400499576
0.13053229801909874,-1.3411031400499576,10,kmeans_profile,-1.3411031400499576
0.14580359791392497,-1.3411031400499576,10,kmeans_profile,-1.3411031400499576
0.1558936048087672,-1.3411031400499576,12,kmeans_profile,-1.3411031400499576
0.17191005751774474,-1.3411031400499576,10,kmeans_profile,-1.3411031400499576
0.18077326154425225,-1.3411031400499576,7,kmeans_profile,-1.3411031400499576
0.18604441238452635,-1.3411031400499576,7,kmeans_profile,-1.3411031400499576
