condition,viability_def,inherit_prob,analysis_set,methods,syntactic_info_mean,semantic_info_mean,semantic_efficiency_mean,value_of_information_mean,actual_viability_mean,frontier_max_viability,frontier_reaches_target,n_intervention_points
selective,excess_over_control,0.1,kmeans_profile_only_mechanistic,kmeans_profile,0.25905644529130073,0.18210948753537975,0.7029722319033731,5.929625108506944,5.825425889756943,5.620019531249998,False,168
selective,excess_over_control,0.2,kmeans_profile_only_mechanistic,kmeans_profile,0.26040796297890456,0.1822855740852332,0.7,5.820019531250001,5.7998046875,5.61787109374999,False,168
selective,excess_over_control,0.3,kmeans_profile_only_mechanistic,kmeans_profile,0.2627322615093242,0.18433936090675743,0.7016243831183074,5.855476888020836,5.700984700520832,5.551562500000006,False,168
selective,excess_over_control,0.4,kmeans_profile_only_mechanistic,kmeans_profile,0.26231701300236243,0.18413566775838,0.7019585411210888,5.969295247395833,5.795467122395833,5.613476562500001,False,168
selective,excess_over_control,0.5,kmeans_profile_only_mechanistic,kmeans_profile,0.2677003375542935,0.18984179833960232,0.7091578593960483,6.04452582465278,5.804942491319444,5.586458333333329,False,168
selective,excess_over_control,0.6,kmeans_profile_only_mechanistic,kmeans_profile,0.27357529684147935,0.19421597037055985,0.7099177908709223,6.008363172743056,5.816370985243058,5.707877604166669,False,168
selective,excess_over_control,0.7,kmeans_profile_only_mechanistic,kmeans_profile,0.2851008181190562,0.19377779101266085,0.6796816378539488,5.9164143880208355,5.773413085937501,5.725911458333332,True,168
selective,excess_over_control,0.8,kmeans_profile_only_mechanistic,kmeans_profile,0.31030293215093174,0.20198920915359825,0.650941993211171,5.996289062500001,5.872037760416664,5.981608072916668,True,168
selective,excess_over_control,0.9,kmeans_profile_only_mechanistic,kmeans_profile,0.38134165501306666,0.1804362531191892,0.47316166683392236,6.855086263020836,6.7610107421875005,7.837434895833329,True,168
selective,excess_over_control,1.0,kmeans_profile_only_mechanistic,kmeans_profile,0.5239127049008296,0.30269048416785294,0.5777498452249762,11.371869574652777,11.154584418402777,13.051334635416662,True,168
