preserved_info_bin,frontier_viability,support,method,frontier_viability_smooth
0.0,-3.878230661563507,12,kmeans_profile,-3.878230661563507
0.05272621549082313,-3.878230661563507,11,kmeans_profile,-3.878230661563507
0.07988429826949195,-3.878230661563507,7,kmeans_profile,-3.878230661563507
0.0874606310429046,-3.878230661563507,6,kmeans_profile,-3.878230661563507
0.10545243098164626,-3.878230661563507,11,kmeans_profile,-3.878230661563507
0.13766839642020862,-3.878230661563507,10,kmeans_profile,-3.878230661563507
0.15677799513730223,-3.878230661563507,10,kmeans_profile,-3.878230661563507
0.18741443436541724,-3.878230661563507,8,kmeans_profile,-3.878230661563507
0.20506260757137604,-3.878230661563507,10,kmeans_profile,-3.878230661563507
0.22486795002809298,-3.878230661563507,7,kmeans_profile,-3.878230661563507
0.23889861434764223,-3.878230661563507,6,kmeans_profile,-3.878230661563507
0.2561221070331206,-3.878230661563507,11,kmeans_profile,-3.878230661563507
0.27527270177581825,-3.878230661563507,5,kmeans_profile,-3.878230661563507
0.2870613988408791,-3.878230661563507,7,kmeans_profile,-3.878230661563507
0.3059108636305426,-3.878230661563507,10,kmeans_profile,-3.878230661563507
0.32067626621981893,-3.878230661563507,5,kmeans_profile,-3.878230661563507
0.3377895992164791,-3.878230661563507,9,kmeans_profile,-3.878230661563507
0.35671772700692067,-3.878230661563507,7,kmeans_profile,-3.878230661563507
0.3716161181197319,-3.878230661563507,6,kmeans_profile,-3.878230661563507
