preserved_info_bin,frontier_viability,support,method,frontier_viability_smooth
0.0,0.2236328125,12,balanced_random_group,0.2236328125
0.00693488977421827,0.2236328125,12,affinity_rank_group,0.3002604166666636
0.010991540238770562,0.3002604166666636,12,balanced_random_group,0.3666666666666636
0.01386977954843654,0.3666666666666636,12,balanced_random_group,0.3666666666666636
0.01803168247218902,0.3666666666666636,11,balanced_random_group,0.3666666666666636
0.02080466932265481,0.3666666666666636,12,affinity_rank_group,0.3666666666666636
0.025168433114343223,0.3666666666666636,11,affinity_rank_group,0.3666666666666636
0.027902427934112805,0.3666666666666636,44,prefix_group,0.3666666666666636
0.03244349333512574,0.3666666666666636,10,balanced_random_group,0.3666666666666636
0.03510638380408081,0.3666666666666636,11,balanced_random_group,0.3666666666666636
0.038271016636597134,0.3666666666666636,6,affinity_rank_group,0.3666666666666636
0.040026097272991286,0.3666666666666636,9,affinity_rank_group,0.3666666666666636
0.04032935940649865,0.3666666666666636,16,prefix_group,0.3666666666666636
0.04224932826471511,0.3666666666666636,32,prefix_group,0.3666666666666636
0.04230125344074931,0.3666666666666636,9,affinity_rank_group,0.3666666666666636
0.04525153492741994,0.3666666666666636,8,balanced_random_group,0.3666666666666636
0.04764773978395097,0.3666666666666636,10,balanced_random_group,0.3666666666666636
0.049863255648957105,0.3666666666666636,5,balanced_random_group,0.3666666666666636
0.05494827275361285,0.3666666666666636,14,prefix_group,0.3666666666666636
0.057303876318797936,0.3666666666666636,8,prefix_group,0.3666666666666636
