source_file,inherit_prob,retained_information,point_viability,point_map_hash,point_method,point_endpoint_type,n_maps_at_coordinate,frontier_viability,frontier_source_map_hash,frontier_source_method,frontier_source_endpoint_type,condition,baseline_replicate,target_viability,target_reached
results/phase4_core/replicate_frontiers.csv,0.1,0.0016745572541827,27.07311197916667,14f0105f9e20916e897f4df17fdec0d896085dd5f5320e129bc322820142f8a6,balanced_random_group,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0019784817962619,27.07311197916667,0a19adabdd017fc722384804e89caf4ecf35837689486f63c24094087da5c2ba,affinity_rank_group,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0030053427598316,27.07311197916667,6edfbfdb62fbf79744d4ecfb6fe43de95b2133d87a10f24061ecc84297b1c267,contiguous_substring,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0034633573340895,27.07311197916667,bb2ba2d5c103ddf6a98d341d94ebe51e88d622a6cb807898cdf9fd63b491a80f,balanced_random_group,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0036906553882395,27.07311197916667,94ab69bff5420fbcf4c18d7a247ef0e4b9577d1295271abf78a62f51c3b59a0f,contiguous_substring,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0038781500702004,27.07311197916667,ae330f3e6dd51f734f790820a896827f916e8d775c69ea1f205c55aa81507fe0,contiguous_substring,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.003945207750387,27.07311197916667,d176c8d0ee881709b5af7061b49578d8041bef9dde73ceb9e47e4dd86f7ee987,affinity_rank_group,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0041436046629457,27.07311197916667,5d3c5ea59a3a81c2ffdcfc7029fe0ab078b39be0217f1ee2611101845014273b,contiguous_substring,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0069210667938164,27.07311197916667,c65bd191d1da1176a8030b84146455e1d1f9bf63bb8d4993a72ab07906c80b78,balanced_random_group,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0080400798301821,27.07311197916667,a08bb91ec0e66d0b3afe5332032fd3fb6769016bc04c2710b5e01a8e599df454,affinity_rank_group,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
