condition,control_family,realization,seed_block,source_baseline_id,pairing_baseline_replicate,baseline_replicate,selection_strength,evaluation_topology_id,continuation_root_seed,continuation_stream_key,map_id,map_hash,method,endpoint_type,actual_groups,retained_information,baseline_information,continuation_index,viability,mean_fitness_trajectory_json,final_population_hash
selection_reduced,selection_reduced,0,14,selection_reduced_p1.0_r14,selective_p1.0_r14,selection_reduced_p1.0_r14,0.25,topology_06,2026073104,selective_p1.0_r14|0,actual,actual,unintervened,actual,1024,0.2450817664072277,0.2450817664072277,0,36.56968315972223,"[37.19140625, 37.30234375, 37.50625, 37.39296875, 37.11328125, 37.40859375, 37.34609375, 37.29453125, 37.34921875, 37.24609375, 37.5390625, 36.9265625, 36.52578125, 36.38984375, 36.4578125, 36.14453125, 35.528125, 36.321875, 36.03203125, 35.7671875, 36.55, 36.2140625, 35.96875, 35.98671875, 36.36484375, 36.45703125, 36.1125, 36.53828125, 35.69375, 37.10234375, 35.4796875, 36.59453125, 36.43046875, 36.04765625, 35.6921875, 36.4921875]",1f150a68ae40e2e5926b2ccf645711dc399196ba686ee2d90436f9b3501268a5
selection_reduced,selection_reduced,0,14,selection_reduced_p1.0_r14,selective_p1.0_r14,selection_reduced_p1.0_r14,0.25,topology_06,2026073104,selective_p1.0_r14|0,m000_constant,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,1,0.0,0.2450817664072277,0,27.152886284722225,"[26.58203125, 26.328125, 28.35078125, 28.28125, 27.059375, 27.0421875, 26.95078125, 26.63125, 27.19765625, 27.328125, 26.70546875, 27.1890625, 27.01953125, 27.39140625, 27.4078125, 27.425, 27.2890625, 27.525, 27.496875, 27.31953125, 27.375, 27.57109375, 26.609375, 27.2828125, 26.175, 27.41796875, 27.0203125, 27.9453125, 26.30078125, 27.4359375, 26.8953125, 27.4640625, 26.9296875, 26.26953125, 27.6015625, 26.68984375]",352f076a0d932f78cb9e03ffd09829736c5ff7447c538a771501b5a4e0fe19bf
selection_reduced,selection_reduced,0,14,selection_reduced_p1.0_r14,selective_p1.0_r14,selection_reduced_p1.0_r14,0.25,topology_06,2026073104,selective_p1.0_r14|0,m001_balanced_random_group,74484e9508b33b029e993a9e9ccafe4f01d96055374e557f6aa5a37d25bd9c9f,balanced_random_group,intermediate,2,0.007709631874611518,0.2450817664072277,0,27.158767361111114,"[26.70390625, 26.27421875, 28.359375, 28.2046875, 27.0921875, 27.22109375, 26.9109375, 26.66796875, 27.246875, 27.52109375, 26.734375, 27.1796875, 27.08828125, 27.3046875, 27.33046875, 27.52109375, 27.30625, 27.49375, 27.50625, 27.2640625, 27.4859375, 27.6890625, 26.509375, 27.40546875, 26.15, 27.40078125, 26.9109375, 27.7890625, 26.25859375, 27.46796875, 26.85390625, 27.3984375, 27.0546875, 26.2390625, 27.62265625, 26.5484375]",298c504396a4c8eca05b9ca66424e9f5ca7022d9559efb47221d0a8e6887ba8f
selection_reduced,selection_reduced,0,14,selection_reduced_p1.0_r14,selective_p1.0_r14,selection_reduced_p1.0_r14,0.25,topology_06,2026073104,selective_p1.0_r14|0,m002_balanced_random_group,e96a93c5fa6154fe18dcd30eb7bdbc3a6e3320a989da83ae67372a9adf58cbba,balanced_random_group,intermediate,4,0.03865269367959265,0.2450817664072277,0,27.318880208333336,"[26.93359375, 26.99765625, 28.32109375, 28.10390625, 27.3734375, 27.23359375, 26.9125, 26.50390625, 27.45390625, 27.65546875, 26.884375, 27.478125, 27.3328125, 27.57109375, 27.73046875, 27.27265625, 27.46953125, 27.72265625, 27.56015625, 27.44921875, 27.4046875, 27.8484375, 26.6265625, 27.5046875, 26.0953125, 27.78984375, 27.22109375, 27.946875, 26.47421875, 27.703125, 27.0421875, 27.50390625, 27.34453125, 26.41328125, 27.66484375, 26.9359375]",0f0f49eff1f3c78a7cc3abb761b0367ef8d7d4381901650830adfdb7397f9fd9
selection_reduced,selection_reduced,0,14,selection_reduced_p1.0_r14,selective_p1.0_r14,selection_reduced_p1.0_r14,0.25,topology_06,2026073104,selective_p1.0_r14|0,m003_balanced_random_group,14f0105f9e20916e897f4df17fdec0d896085dd5f5320e129bc322820142f8a6,balanced_random_group,intermediate,8,0.05851923452400449,0.2450817664072277,0,27.18897569444444,"[26.4359375, 26.70390625, 28.0875, 28.07890625, 27.27578125, 27.22421875, 26.871875, 26.41328125, 27.43671875, 27.290625, 26.68828125, 27.36015625, 26.84375, 27.2296875, 27.25859375, 27.69375, 27.44921875, 27.59375, 27.265625, 27.58203125, 27.36875, 27.9609375, 26.80390625, 27.08125, 26.01875, 27.4375, 27.03359375, 27.58671875, 26.21015625, 27.40546875, 27.090625, 27.59375, 27.246875, 26.64765625, 27.78828125, 26.7453125]",c7115b0dcd3f5d1fbf3011cdf94c8ad27464e8c98608bc94f7c7e809ce5c8df3
selection_reduced,selection_reduced,0,14,selection_reduced_p1.0_r14,selective_p1.0_r14,selection_reduced_p1.0_r14,0.25,topology_06,2026073104,selective_p1.0_r14|0,m004_balanced_random_group,bb2ba2d5c103ddf6a98d341d94ebe51e88d622a6cb807898cdf9fd63b491a80f,balanced_random_group,intermediate,16,0.11445745013492324,0.2450817664072277,0,28.08177083333333,"[27.68828125, 27.4859375, 28.8703125, 28.91875, 27.890625, 28.3078125, 27.65078125, 27.4046875, 28.17109375, 28.2421875, 27.440625, 28.22734375, 28.1984375, 28.2171875, 28.28125, 28.44453125, 28.18828125, 28.61875, 28.35625, 28.27578125, 28.22890625, 28.58125, 27.64375, 28.4265625, 27.1078125, 28.63828125, 27.84375, 28.575, 27.275, 28.2453125, 27.9171875, 28.39921875, 27.69453125, 27.4625, 28.3640625, 27.66171875]",f24814115018cd6d057df6b0dfae9aa8755063ef084e27304f2b948c31c64cc1
selection_reduced,selection_reduced,0,14,selection_reduced_p1.0_r14,selective_p1.0_r14,selection_reduced_p1.0_r14,0.25,topology_06,2026073104,selective_p1.0_r14|0,m005_balanced_random_group,c65bd191d1da1176a8030b84146455e1d1f9bf63bb8d4993a72ab07906c80b78,balanced_random_group,intermediate,32,0.146062555421009,0.2450817664072277,0,27.4875,"[27.03203125, 26.7453125, 28.2609375, 28.346875, 27.509375, 27.421875, 27.0484375, 26.80546875, 27.521875, 28.046875, 26.7734375, 27.55546875, 27.0484375, 27.83515625, 28.05859375, 27.9640625, 27.571875, 28.02421875, 27.625, 27.778125, 27.4921875, 28.190625, 27.23984375, 27.8359375, 26.7046875, 27.7265625, 27.3140625, 27.89140625, 26.80078125, 27.790625, 27.11171875, 28.0421875, 27.14609375, 26.88984375, 27.35234375, 27.04765625]",69158f006945ec4589feff4c765608d951a1e0cc2fe28684b7787885d67f346a
selection_reduced,selection_reduced,0,14,selection_reduced_p1.0_r14,selective_p1.0_r14,selection_reduced_p1.0_r14,0.25,topology_06,2026073104,selective_p1.0_r14|0,m006_balanced_random_group,54146794238237c8e13f9205ac93004ce5acfdbc51f3cd9b991ee15e2a36f684,balanced_random_group,intermediate,64,0.19561355621213375,0.2450817664072277,0,27.444205729166665,"[26.92265625, 27.24609375, 28.07421875, 28.475, 27.26875, 27.68046875, 27.01953125, 26.50546875, 27.04765625, 28.5640625, 27.3125, 27.68515625, 27.32890625, 27.928125, 27.86328125, 27.79375, 27.72578125, 27.46953125, 27.775, 27.5078125, 27.09375, 28.07890625, 27.2265625, 27.4, 26.64453125, 27.57421875, 27.33046875, 27.7390625, 26.75625, 28.09453125, 27.3640625, 27.44921875, 27.32578125, 26.47265625, 27.53359375, 26.7140625]",4f273978075cf0b67d5a3f293e9e05311eff8cd6002f5899bef5e6f3eb8cdcc8
selection_reduced,selection_reduced,0,14,selection_reduced_p1.0_r14,selective_p1.0_r14,selection_reduced_p1.0_r14,0.25,topology_06,2026073104,selective_p1.0_r14|0,m007_balanced_random_group,e179435da112ea8d971ae26891de689741e68338ddf13a7241197cfbaded0b83,balanced_random_group,intermediate,128,0.21401157052786268,0.2450817664072277,0,29.14010416666666,"[29.20078125, 28.7890625, 29.33203125, 29.6609375, 28.9015625, 28.678125, 29.03125, 27.88671875, 29.4578125, 29.67890625, 29.2671875, 28.80390625, 29.17578125, 29.015625, 29.425, 29.8671875, 28.61796875, 29.3265625, 29.1265625, 28.7390625, 29.015625, 29.9125, 28.98984375, 29.5203125, 28.9, 29.53984375, 29.05078125, 29.37109375, 28.95859375, 29.83359375, 29.6640625, 29.465625, 28.85078125, 28.67109375, 29.1515625, 28.16640625]",e140118dc6d8cef592c38cea569c8b54a5bfdd211474884b321c1f32026386df
selection_reduced,selection_reduced,0,14,selection_reduced_p1.0_r14,selective_p1.0_r14,selection_reduced_p1.0_r14,0.25,topology_06,2026073104,selective_p1.0_r14|0,m008_balanced_random_group,e471d7c08820922fc6c21006a6b4685c49e9368d31cd4fbe021c3167456046e0,balanced_random_group,intermediate,256,0.23551223256016246,0.2450817664072277,0,31.791905381944446,"[31.1921875, 31.4140625, 32.0953125, 32.321875, 31.259375, 32.22265625, 31.28515625, 31.31640625, 31.5578125, 31.6078125, 31.590625, 31.75625, 31.08671875, 32.2859375, 32.10390625, 31.49140625, 31.83359375, 31.5625, 32.00859375, 32.3796875, 31.75859375, 32.34921875, 31.72890625, 31.884375, 32.0375, 32.18671875, 31.77578125, 31.73515625, 31.25859375, 32.22890625, 31.86484375, 31.7265625, 32.41171875, 31.68046875, 31.89765625, 31.61171875]",75ccd9d1d8234c7a74a3cd07fc261a3d9e867024f46526fd6dd383e2150511f3
