design_id,stage,family,spec_json,n,identity_exact,corrected_information_mean,corrected_information_low,corrected_information_high,value_of_information_mean,value_of_information_low,value_of_information_high,adaptive_gain_mean,adaptive_gain_low,adaptive_gain_high,regime,boundary_distance,provisional,depth,b_ratio,bias,fitness_mode,floor,jitter,motif_length,mutation_rate,n_cells,n_gens,n_metabolites,n_segments,n_seqs,p,penalty,penalty_ratio,reward,segment_order,seq_len,sigma,sigma_ratio,stride,temperature
A_p3_a0,A,,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.85, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.0, ""sigma_ratio"": 0, ""stride"": 1, ""temperature"": 1.2}",4,True,0.0002529039647193,-0.0010042452542013,0.0013537185692952,0.0,0.0,0.0,0.0177539062499984,-0.007031249999998,0.0522591145833297,R0_null,0.9747096035280632,R0_null,0.9747096035280632,1.6666666666666667,2.0,count,0.1,0,5,0.001,80,150,4,4,8,0.85,0.5,0.25,2.0,native,60,0.0,0.0,1,1.2
A_p3_a1,A,,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.85, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.54, ""sigma_ratio"": 0.45, ""stride"": 1, ""temperature"": 1.2}",4,True,0.0712541547495812,0.0689992504965202,0.0736044196508644,2.289336480034723,2.1804547797309057,2.405194769965277,0.1442057291666678,0.077747395833338,0.2106640624999975,R2_viability_relevant,0.8557942708333321,R2_viability_relevant,0.8557942708333321,1.6666666666666667,2.0,count,0.1,0,5,0.001,80,150,4,4,8,0.85,0.5,0.25,2.0,native,60,0.54,0.45,1,1.2
A_p3_a2,A,,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.85, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.08, ""sigma_ratio"": 0.9, ""stride"": 1, ""temperature"": 1.2}",4,True,0.2507533190550802,0.2463857963657692,0.2550844503412306,6.852536349826387,6.594102647569441,7.152802191840275,0.1937955729166649,-0.1813997395833321,0.6257169596354015,R2_viability_relevant,0.8062044270833351,R2_viability_relevant,0.8062044270833351,1.6666666666666667,2.0,count,0.1,0,5,0.001,80,150,4,4,8,0.85,0.5,0.25,2.0,native,60,1.08,0.9,1,1.2
A_p3_a3,A,,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.85, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.62, ""sigma_ratio"": 1.35, ""stride"": 1, ""temperature"": 1.2}",4,True,0.4611700762947096,0.4570197296078488,0.4653204229815705,10.65177680121528,10.548562282986111,10.841908094618056,0.2300455729166674,0.0765494791666654,0.3835416666666695,R2_viability_relevant,0.7699544270833325,R2_viability_relevant,0.7699544270833325,1.6666666666666667,2.0,count,0.1,0,5,0.001,80,150,4,4,8,0.85,0.5,0.25,2.0,native,60,1.62,1.35,1,1.2
A_p4_a0,A,,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.925, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.0, ""sigma_ratio"": 0, ""stride"": 1, ""temperature"": 1.2}",4,True,0.0009527244339024,-0.0023319636851246,0.0042721645983018,0.0,0.0,0.0,-0.1086588541666672,-0.1698697916666631,-0.0459830729166714,R0_null,0.9047275566097548,R0_null,0.9047275566097548,1.6666666666666667,2.0,count,0.1,0,5,0.001,80,150,4,4,8,0.925,0.5,0.25,2.0,native,60,0.0,0.0,1,1.2
A_p4_a1,A,,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.925, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.54, ""sigma_ratio"": 0.45, ""stride"": 1, ""temperature"": 1.2}",4,True,0.0713919522224453,0.0665905858165845,0.0750141193138046,2.751817491319445,2.638129340277781,2.865505642361109,0.4743945312500024,0.2848437500000003,0.6639453125000045,R2_viability_relevant,0.5256054687499976,R2_viability_relevant,0.5256054687499976,1.6666666666666667,2.0,count,0.1,0,5,0.001,80,150,4,4,8,0.925,0.5,0.25,2.0,native,60,0.54,0.45,1,1.2
A_p4_a2,A,,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.925, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.08, ""sigma_ratio"": 0.9, ""stride"": 1, ""temperature"": 1.2}",4,True,0.2633623449572388,0.2558047598171173,0.270859693567393,8.071638997395834,7.45836046006944,8.84809299045139,0.7323046874999992,0.3307812499999975,1.171966145833336,R2_viability_relevant,0.2676953125000008,R2_viability_relevant,0.2676953125000008,1.6666666666666667,2.0,count,0.1,0,5,0.001,80,150,4,4,8,0.925,0.5,0.25,2.0,native,60,1.08,0.9,1,1.2
A_p4_a3,A,,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.925, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.62, ""sigma_ratio"": 1.35, ""stride"": 1, ""temperature"": 1.2}",4,True,0.4859546971391378,0.4784565586858016,0.494920722338342,13.237201605902774,11.688178168402777,15.300184461805555,1.6700325520833277,0.295442708333324,3.5839648437499942,R2_viability_relevant,0.6700325520833275,R3_strong_adaptation,0.6700325520833275,1.6666666666666667,2.0,count,0.1,0,5,0.001,80,150,4,4,8,0.925,0.5,0.25,2.0,native,60,1.62,1.35,1,1.2
A_p5_a0,A,,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 1.0, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.0, ""sigma_ratio"": 0, ""stride"": 1, ""temperature"": 1.2}",4,True,-7.235599964002503e-05,-0.0008828778017176,0.0007195245845478,0.0,0.0,0.0,-0.0277278645833351,-0.0912890624999977,0.0681184895833269,R0_null,1.0,R0_null,1.0072355999640026,1.6666666666666667,2.0,count,0.1,0,5,0.001,80,150,4,4,8,1.0,0.5,0.25,2.0,native,60,0.0,0.0,1,1.2
A_p5_a1,A,,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 1.0, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.54, ""sigma_ratio"": 0.45, ""stride"": 1, ""temperature"": 1.2}",4,True,0.0823952738539159,0.0786941717630747,0.0871335463354902,5.208200412326389,5.000895182291664,5.491935221354167,2.3325781249999986,1.9903515624999957,2.686933593750002,R3_strong_adaptation,1.3325781249999986,R3_strong_adaptation,1.3325781249999986,1.6666666666666667,2.0,count,0.1,0,5,0.001,80,150,4,4,8,1.0,0.5,0.25,2.0,native,60,0.54,0.45,1,1.2
A_p5_a2,A,,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 1.0, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.08, ""sigma_ratio"": 0.9, ""stride"": 1, ""temperature"": 1.2}",4,True,0.3103335415824128,0.2865796721834492,0.3311547038660186,12.582885742187496,11.801828342013886,13.95650499131944,4.423411458333328,3.2696354166666595,6.22833333333333,R3_strong_adaptation,3.4234114583333284,R3_strong_adaptation,3.4234114583333284,1.6666666666666667,2.0,count,0.1,0,5,0.001,80,150,4,4,8,1.0,0.5,0.25,2.0,native,60,1.08,0.9,1,1.2
A_p5_a3,A,,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 1.0, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.62, ""sigma_ratio"": 1.35, ""stride"": 1, ""temperature"": 1.2}",4,True,0.5484709360327173,0.5033082207705415,0.5936336512948933,20.27495659722222,19.15462239583333,21.40526258680556,7.116406249999995,5.302044270833328,9.27924479166666,R3_strong_adaptation,6.116406249999995,R3_strong_adaptation,6.116406249999995,1.6666666666666667,2.0,count,0.1,0,5,0.001,80,150,4,4,8,1.0,0.5,0.25,2.0,native,60,1.62,1.35,1,1.2
