design_id,stage,family,spec_json,n,identity_exact,corrected_information_mean,corrected_information_low,corrected_information_high,value_of_information_mean,value_of_information_low,value_of_information_high,adaptive_gain_mean,adaptive_gain_low,adaptive_gain_high,regime,boundary_distance,provisional,depth,b_ratio,bias,fitness_mode,floor,jitter,motif_length,mutation_rate,n_cells,n_gens,n_metabolites,n_segments,n_seqs,p,penalty,penalty_ratio,reward,segment_order,seq_len,sigma,sigma_ratio,stride,temperature
B1_00,B1,,"{""b_ratio"": 1.68712277414399, ""bias"": 2.1013744880694607, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.003470896799972403, ""n_cells"": 160, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 8, ""n_seqs"": 8, ""p"": 0.573910396947187, ""penalty"": 0.6550300913562529, ""penalty_ratio"": 0.44077409157262504, ""reward"": 1.4860902759034456, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.4675446987949989, ""sigma_ratio"": 0.37537588551958323, ""stride"": 5, ""temperature"": 1.2455373848744666}",3,True,0.018988059382917,0.013322671586319,0.0220164030781999,0.112585149100046,0.103355512633565,0.1181824423555388,0.0168331140451061,0.0059958942084072,0.0248568058818889,R1_syntactic_only,0.5496594035998157,R1_syntactic_only,0.5496594035998157,1.68712277414399,2.1013744880694607,count,0.1,0,5,0.003470896799972403,160,150,4,8,8,0.573910396947187,0.6550300913562529,0.44077409157262504,1.4860902759034456,native,60,0.4675446987949989,0.37537588551958323,5,1.2455373848744666
B1_01,B1,,"{""b_ratio"": 0.6745424283567947, ""bias"": 0.8812646606938667, ""fitness_mode"": ""fraction"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.005270512983537687, ""n_cells"": 160, ""n_gens"": 150, ""n_metabolites"": 6, ""n_segments"": 8, ""n_seqs"": 8, ""p"": 0.5266834489032199, ""penalty"": 0.3816602313376986, ""penalty_ratio"": 0.13707136051167254, ""reward"": 2.784390772171534, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.23123623692935935, ""sigma_ratio"": 0.17699410828479933, ""stride"": 5, ""temperature"": 1.3064629052921897}",3,True,0.0035985141195326,0.0014016491458406,0.0047264854651309,0.0001059706410893,-0.0003565870227307,0.0007404088889908,4.832790864400052e-06,-0.0044406773898124,0.0054747327405828,R0_null,0.64014858804674,R0_null,0.64014858804674,0.6745424283567947,0.8812646606938667,fraction,0.1,0,5,0.005270512983537687,160,150,6,8,8,0.5266834489032199,0.3816602313376986,0.13707136051167254,2.784390772171534,native,60,0.23123623692935935,0.17699410828479933,5,1.3064629052921897
B1_02,B1,,"{""b_ratio"": 1.8100040299287956, ""bias"": 2.663293082126484, ""fitness_mode"": ""count"", ""floor"": 1, ""jitter"": 0, ""motif_length"": 4, ""mutation_rate"": 0.002088820851955816, ""n_cells"": 40, ""n_gens"": 150, ""n_metabolites"": 3, ""n_segments"": 2, ""n_seqs"": 8, ""p"": 0.6769555038173478, ""penalty"": 0.36989230229557657, ""penalty_ratio"": 0.36222571409895454, ""reward"": 1.021165223500747, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.3179711001009793, ""sigma_ratio"": 0.8957080309793586, ""stride"": 1, ""temperature"": 1.47142936595078}",3,True,0.2171965915275076,0.2129366565996739,0.2200083358780936,4.684855729185138,4.643501477918045,4.711686843913813,-0.1013196324494257,-0.2761793456264687,0.0456395232852298,R2_viability_relevant,1.1013196324494257,R2_viability_relevant,1.1013196324494257,1.8100040299287956,2.663293082126484,count,1.0,0,4,0.002088820851955816,40,150,3,2,8,0.6769555038173478,0.36989230229557657,0.36222571409895454,1.021165223500747,native,60,1.3179711001009793,0.8957080309793586,1,1.47142936595078
B1_03,B1,,"{""b_ratio"": 0.8049187981065451, ""bias"": 1.2317138322537402, ""fitness_mode"": ""fraction"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 6, ""mutation_rate"": 0.0098447672782584, ""n_cells"": 40, ""n_gens"": 150, ""n_metabolites"": 3, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.9221890529423158, ""penalty"": 0.6854429286764818, ""penalty_ratio"": 0.2583020155205691, ""reward"": 2.6536491683778545, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.48270847968843666, ""sigma_ratio"": 0.31544756511804145, ""stride"": 1, ""temperature"": 1.5302336523276243}",3,True,0.0301863121400387,0.0265747680776641,0.033247311371982,0.0107334331050311,0.008179683730374,0.0122267633088677,-0.00330371760596,-0.0075052064853524,-0.0008189120954267,R1_syntactic_only,0.9570662675798756,R1_syntactic_only,0.9570662675798756,0.8049187981065451,1.2317138322537402,fraction,0.1,0,6,0.0098447672782584,40,150,3,4,8,0.9221890529423158,0.6854429286764818,0.2583020155205691,2.6536491683778545,native,60,0.48270847968843666,0.31544756511804145,1,1.5302336523276243
B1_04,B1,,"{""b_ratio"": 0.3486786964402718, ""bias"": 0.5672750572311464, ""fitness_mode"": ""count"", ""floor"": 1, ""jitter"": 0, ""motif_length"": 4, ""mutation_rate"": 0.0004548484908839134, ""n_cells"": 160, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.4132892346669069, ""penalty"": 0.6261642305438038, ""penalty_ratio"": 0.32566790330503453, ""reward"": 1.9227078388419245, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.0698950358755535, ""sigma_ratio"": 0.6576167974982903, ""stride"": 5, ""temperature"": 1.6269277791346792}",3,True,0.214445852878021,0.2062256593179766,0.2188321808839451,0.0355944731646836,0.0325500054481402,0.0376058872830853,0.0225486257850295,-0.0066906537424547,0.0680675737568936,R1_syntactic_only,0.8576221073412653,R1_syntactic_only,0.8576221073412653,0.3486786964402718,0.5672750572311464,count,1.0,0,4,0.0004548484908839134,160,150,4,4,8,0.4132892346669069,0.6261642305438038,0.32566790330503453,1.9227078388419245,native,60,1.0698950358755535,0.6576167974982903,5,1.6269277791346792
B1_05,B1,,"{""b_ratio"": 0.1093673333098307, ""bias"": 0.17457948265469816, ""fitness_mode"": ""fraction"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 6, ""mutation_rate"": 0.0005713501507091968, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 8, ""n_seqs"": 8, ""p"": 0.8472310620440695, ""penalty"": 0.1913976042282789, ""penalty_ratio"": 0.15585300338192654, ""reward"": 1.2280649077980763, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.5481866023906559, ""sigma_ratio"": 0.9698793786917923, ""stride"": 5, ""temperature"": 1.5962671610555375}",3,True,0.2523229405157099,0.2377523955070902,0.2750156079503341,0.0022454091242644,-0.0009508228885622,0.0043033527477011,0.0004125791582369,-0.0007681877955081,0.0025228470632188,R1_syntactic_only,0.9910183635029424,R1_syntactic_only,0.9910183635029424,0.1093673333098307,0.17457948265469816,fraction,0.1,0,6,0.0005713501507091968,80,150,4,8,8,0.8472310620440695,0.1913976042282789,0.15585300338192654,1.2280649077980763,native,60,1.5481866023906559,0.9698793786917923,5,1.5962671610555375
B1_06,B1,,"{""b_ratio"": 2.706729471714167, ""bias"": 3.287253126583312, ""fitness_mode"": ""count"", ""floor"": 1, ""jitter"": 0, ""motif_length"": 6, ""mutation_rate"": 0.00297897213265309, ""n_cells"": 160, ""n_gens"": 150, ""n_metabolites"": 3, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 0.7312723714383104, ""penalty"": 0.9038251479307287, ""penalty_ratio"": 0.38969257239241206, ""reward"": 2.3193286502278934, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.6148395087594845, ""sigma_ratio"": 1.3296614292038904, ""stride"": 5, ""temperature"": 1.2144742062092746}",3,True,0.1751728248911785,0.1588949755823755,0.1867153698366467,3.248201238423937,2.939628491692199,3.513147589107206,0.3549065467665479,0.2306695051188406,0.4525213836192954,R2_viability_relevant,0.645093453233452,R2_viability_relevant,0.645093453233452,2.706729471714167,3.287253126583312,count,1.0,0,6,0.00297897213265309,160,150,3,4,8,0.7312723714383104,0.9038251479307287,0.38969257239241206,2.3193286502278934,native,60,1.6148395087594845,1.3296614292038904,5,1.2144742062092746
B1_07,B1,,"{""b_ratio"": 2.306930317728408, ""bias"": 1.8699311320389178, ""fitness_mode"": ""fraction"", ""floor"": 0, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.007147328107475221, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 6, ""n_segments"": 8, ""n_seqs"": 8, ""p"": 0.86676069716852, ""penalty"": 0.8386191809522442, ""penalty_ratio"": 0.46542004827341854, ""reward"": 1.8018544410866972, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.8769553400173027, ""sigma_ratio"": 1.081898058445521, ""stride"": 1, ""temperature"": 0.810571137614683}",3,True,0.2890148690706505,0.2882578327423124,0.2901807972203744,0.1946546184476662,0.1910988087958427,0.2007669115387881,-0.000797034970256,-0.0033359204229777,0.003306421560606,R1_syntactic_only,0.2213815262093351,R1_syntactic_only,0.2213815262093351,2.306930317728408,1.8699311320389178,fraction,0.0,0,5,0.007147328107475221,80,150,6,8,8,0.86676069716852,0.8386191809522442,0.46542004827341854,1.8018544410866972,native,60,0.8769553400173027,1.081898058445521,1,0.810571137614683
B1_08,B1,,"{""b_ratio"": 2.011760565007504, ""bias"": 2.0262584103478067, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 4, ""mutation_rate"": 0.00012449855502608, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 2, ""n_seqs"": 8, ""p"": 0.978690912128897, ""penalty"": 0.5141966035586177, ""penalty_ratio"": 0.21156666757981593, ""reward"": 2.430423513499031, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.5924935707633263, ""sigma_ratio"": 0.5882542890852427, ""stride"": 2, ""temperature"": 1.0072065461429545}",3,True,0.1268584398799403,0.1190878153353158,0.1395823871301413,5.550641199588765,4.407424276364397,6.523579923821288,1.699598696833604,1.3201328660190406,2.1229393908865646,R3_strong_adaptation,0.6995986968336041,R3_strong_adaptation,0.6995986968336041,2.011760565007504,2.0262584103478067,count,0.1,0,4,0.00012449855502608,80,150,4,2,8,0.978690912128897,0.5141966035586177,0.21156666757981593,2.430423513499031,native,60,0.5924935707633263,0.5882542890852427,2,1.0072065461429545
B1_09,B1,,"{""b_ratio"": 0.9975633262175099, ""bias"": 1.7742398278454292, ""fitness_mode"": ""fraction"", ""floor"": 0, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.00038113150217634954, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 6, ""n_segments"": 2, ""n_seqs"": 8, ""p"": 0.4954951743682328, ""penalty"": 0.6526196199803707, ""penalty_ratio"": 0.24935255333973494, ""reward"": 2.6172566161421944, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 0.09060828393989517, ""sigma_ratio"": 0.05094435357124501, ""stride"": 2, ""temperature"": 1.7785736315837375}",3,True,-0.0020579608853659,-0.0044037020478654,0.0013410355947726,-8.108419984094139e-06,-0.0006286649773252,0.0006338123777789,0.0002196072045544,-0.0012672848027373,0.0016570430510629,R0_null,0.9997803927954456,R0_null,1.2057960885365933,0.9975633262175099,1.7742398278454292,fraction,0.0,0,5,0.00038113150217634954,80,150,6,2,8,0.4954951743682328,0.6526196199803707,0.24935255333973494,2.6172566161421944,native,60,0.09060828393989517,0.05094435357124501,2,1.7785736315837375
