design_id,stage,family,replicate,spec_json,corrected_information,conditional_information,permutation_mean,value_of_information,adaptive_gain,final_mean_fitness,identity_exact,state_hash,trajectory_hash
B2_default,B2,anchor,0,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 1.0, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.0, ""sigma_ratio"": 0.8333333333333334, ""stride"": 1, ""temperature"": 1.2}",0.2282779900027056,0.2623962229542657,0.03411823295156,12.85703125,4.365026041666674,40.34375,True,b3e14b77bdb465e2997b380546809a812815137dc6df51da9f124820dd438407,2bcc9937074cf2020e880d64899f09c9303a9eb5bdcae0f88a9ae3c835fb7c27
B2_default,B2,anchor,1,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 1.0, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.0, ""sigma_ratio"": 0.8333333333333334, ""stride"": 1, ""temperature"": 1.2}",0.2431407155457214,0.273437978025955,0.0302972624802335,11.210058593749991,4.347994791666672,38.47890625,True,a43c7680e9fc0bff45ef63e1ba09cc5b3d7e9c9096c67d755ac91136787394ca,4ff545538d4fe28c10d1f083bfdcf29b350a8b2f37f7fd483921cd447d598c0e
B2_default,B2,anchor,2,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 1.0, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.0, ""sigma_ratio"": 0.8333333333333334, ""stride"": 1, ""temperature"": 1.2}",0.2538469421776093,0.2847470704326643,0.0309001282550549,9.997949218749996,1.829843750000002,35.99296875,True,6bffa02ca978446a0471b619187f5c709d47840b2dce1f14139f2961a3db9ffd,0097feaa5b307e45bdf886984800cc130fc77856c1c85feb3f976e9b866eeeba
B2_default,B2,anchor,3,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0.1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 1.0, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.0, ""sigma_ratio"": 0.8333333333333334, ""stride"": 1, ""temperature"": 1.2}",0.2237350167566288,0.2470679265305378,0.0233329097739089,13.54241536458334,6.075442708333334,40.353125,True,b1414c51b0ac13ebd8726b35c32f0321e3aade2c7a108b71b9a10923549cba8e,8d1e102c48af3b8d8c4646a4404ba674b56140b0c21684378e26d4f614bf481a
B2_floor0,B2,fitness,0,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 1.0, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.0, ""sigma_ratio"": 0.8333333333333334, ""stride"": 1, ""temperature"": 1.2}",0.25380485943533165,0.28367702723621957,0.029872167800887913,12.837163628472227,4.973619791666678,39.728125,True,4de51fe364f7463e433d884bb9450882374b6a293badb9d1b7e49ddee2f2aa10,dd48fd3b7b505103521579a63a446877d0e25d038d6642fced2d0d2fba535fad
B2_floor0,B2,fitness,1,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 1.0, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.0, ""sigma_ratio"": 0.8333333333333334, ""stride"": 1, ""temperature"": 1.2}",0.279654096395033,0.30881395703904124,0.02915986064400824,12.834179687500004,3.36236979166668,39.5703125,True,c26ce4d72f3553a9f9232167abff704a5d4d1fc4a09f426f57cd60c5098ef030,a5656a7ac9821c03123e5608b4b81a17ba63a20256c4860a0514d3d4bfc10361
B2_floor0,B2,fitness,2,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 1.0, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.0, ""sigma_ratio"": 0.8333333333333334, ""stride"": 1, ""temperature"": 1.2}",0.2662456633918823,0.29495415041014467,0.02870848701826235,11.639127604166664,4.130130208333327,39.4984375,True,ccefb64bdb7d5273699715f647921ecc95924f6ab366b414e274afe725d58cad,1308696bfeec0cce3b8b842a7fa1408bd10bb5b2190ae807eac6aeb5221b61e2
B2_floor0,B2,fitness,3,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 0, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 1.0, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.0, ""sigma_ratio"": 0.8333333333333334, ""stride"": 1, ""temperature"": 1.2}",0.23884619746761304,0.2707757544085615,0.031929556940948456,12.169444444444444,4.17304687499999,39.58203125,True,d4a4cdd69acf295c29200903b9289c4f0fd86931ef747b6814e4bd7963c8b79b,5e0189bf3dd6a81f340977130622c004bbc5b2a9215e2fa61b7fd9117885f8f1
B2_floor1,B2,fitness,0,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 1.0, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.0, ""sigma_ratio"": 0.8333333333333334, ""stride"": 1, ""temperature"": 1.2}",0.23872651391097488,0.2672724527807214,0.028545938869746552,12.550466579861109,4.587239583333336,38.99140625,True,327fce0ebc2f3f25191cb5b7565506af84b3116a6b74a3af6299c211b6e91c51,745689a7680dfcece707d62312bf4fa2098d6fedcc96f910a8313fcfc064ea10
B2_floor1,B2,fitness,1,"{""b_ratio"": 1.6666666666666667, ""bias"": 2.0, ""fitness_mode"": ""count"", ""floor"": 1, ""jitter"": 0, ""motif_length"": 5, ""mutation_rate"": 0.001, ""n_cells"": 80, ""n_gens"": 150, ""n_metabolites"": 4, ""n_segments"": 4, ""n_seqs"": 8, ""p"": 1.0, ""penalty"": 0.5, ""penalty_ratio"": 0.25, ""reward"": 2.0, ""segment_order"": ""native"", ""seq_len"": 60, ""sigma"": 1.0, ""sigma_ratio"": 0.8333333333333334, ""stride"": 1, ""temperature"": 1.2}",0.26989531414727935,0.2962820021564597,0.026386688009180384,12.697363281249991,5.815572916666667,39.23046875,True,b22d96a57b245c58f249a9d26848a4be9fd5276a0c1470766e3fb75ef1799685,772d6d1d0d909df2238524bc0cbde785310a1db9e57458837e0c0e847408683c
